Datum Zeit,Dresden-Winckelmannstr. PM10
,µg/m³
31-07-16,12
30-07-16,10
29-07-16,11
28-07-16,17
27-07-16,17
26-07-16,21
25-07-16,21
24-07-16,16
23-07-16,18
22-07-16,19
21-07-16,14
20-07-16,10
19-07-16,11
18-07-16,13
17-07-16,10
16-07-16,10
15-07-16,6
14-07-16,9
13-07-16,11
12-07-16,14
11-07-16,13
10-07-16,12
09-07-16,12
08-07-16,11
07-07-16,10
06-07-16,9
05-07-16,11
04-07-16,8
03-07-16,7
02-07-16,9
01-07-16,9

