Datum Zeit,Annaberg-Buchholz PM10
,µg/m³
31-07-16,8
30-07-16,7
29-07-16,9
28-07-16,14
27-07-16,15
26-07-16,21
25-07-16,20
24-07-16,20
23-07-16,19
22-07-16,14
21-07-16,12
20-07-16,10
19-07-16,10
18-07-16,10
17-07-16,11
16-07-16,12
15-07-16,5
14-07-16,8
13-07-16,9
12-07-16,10
11-07-16,12
10-07-16,11
09-07-16,11
08-07-16,10
07-07-16,8
06-07-16,7
05-07-16,12
04-07-16,7
03-07-16,5
02-07-16,7
01-07-16,9

