Datum Zeit,Niesky PM10
,µg/m³
31-07-16,10
30-07-16,7
29-07-16,10
28-07-16,17
27-07-16,18
26-07-16,20
25-07-16,18
24-07-16,17
23-07-16,14
22-07-16,15
21-07-16,13
20-07-16,9
19-07-16,7
18-07-16,9
17-07-16,12
16-07-16,11
15-07-16,5
14-07-16,
13-07-16,11
12-07-16,14
11-07-16,11
10-07-16,9
09-07-16,8
08-07-16,11
07-07-16,7
06-07-16,7
05-07-16,8
04-07-16,7
03-07-16,7
02-07-16,7
01-07-16,

