Datum Zeit,Leipzig-West O3
,µg/m³
01-06-18 00:00,
31-05-18 23:00,
31-05-18 22:00,
31-05-18 21:00,
31-05-18 20:00,
31-05-18 19:00,
31-05-18 18:00,
31-05-18 17:00,
31-05-18 16:00,
31-05-18 15:00,
31-05-18 14:00,
31-05-18 13:00,
31-05-18 12:00,
31-05-18 11:00,
31-05-18 10:00,
31-05-18 09:00,
31-05-18 08:00,
31-05-18 07:00,
31-05-18 06:00,
31-05-18 05:00,
31-05-18 04:00,
31-05-18 03:00,
31-05-18 02:00,
31-05-18 01:00,
31-05-18 00:00,
30-05-18 23:00,
30-05-18 22:00,
30-05-18 21:00,
30-05-18 20:00,
30-05-18 19:00,
30-05-18 18:00,
30-05-18 17:00,
30-05-18 16:00,
30-05-18 15:00,
30-05-18 14:00,
30-05-18 13:00,
30-05-18 12:00,
30-05-18 11:00,
30-05-18 10:00,
30-05-18 09:00,
30-05-18 08:00,
30-05-18 07:00,
30-05-18 06:00,
30-05-18 05:00,
30-05-18 04:00,
30-05-18 03:00,
30-05-18 02:00,
30-05-18 01:00,
30-05-18 00:00,
29-05-18 23:00,
29-05-18 22:00,
29-05-18 21:00,
29-05-18 20:00,
29-05-18 19:00,
29-05-18 18:00,
29-05-18 17:00,
29-05-18 16:00,143
29-05-18 15:00,141
29-05-18 14:00,142
29-05-18 13:00,138
29-05-18 12:00,135
29-05-18 11:00,126
29-05-18 10:00,117
29-05-18 09:00,99
29-05-18 08:00,83
29-05-18 07:00,68
29-05-18 06:00,71
29-05-18 05:00,69
29-05-18 04:00,67
29-05-18 03:00,68
29-05-18 02:00,66
29-05-18 01:00,75
29-05-18 00:00,82
28-05-18 23:00,92
28-05-18 22:00,106
28-05-18 21:00,119
28-05-18 20:00,125
28-05-18 19:00,136
28-05-18 18:00,137
28-05-18 17:00,142
28-05-18 16:00,137
28-05-18 15:00,132
28-05-18 14:00,130
28-05-18 13:00,126
28-05-18 12:00,129
28-05-18 11:00,126
28-05-18 10:00,100
28-05-18 09:00,77
28-05-18 08:00,50
28-05-18 07:00,32
28-05-18 06:00,26
28-05-18 05:00,26
28-05-18 04:00,30
28-05-18 03:00,30
28-05-18 02:00,42
28-05-18 01:00,53
28-05-18 00:00,49
27-05-18 23:00,51
27-05-18 22:00,75
27-05-18 21:00,87
27-05-18 20:00,93
27-05-18 19:00,99
27-05-18 18:00,128
27-05-18 17:00,133
27-05-18 16:00,128
27-05-18 15:00,127
27-05-18 14:00,131
27-05-18 13:00,121
27-05-18 12:00,95
27-05-18 11:00,79
27-05-18 10:00,80
27-05-18 09:00,80
27-05-18 08:00,76
27-05-18 07:00,68
27-05-18 06:00,56
27-05-18 05:00,63
27-05-18 04:00,62
27-05-18 03:00,69
27-05-18 02:00,79
27-05-18 01:00,87
27-05-18 00:00,90
26-05-18 23:00,92
26-05-18 22:00,97
26-05-18 21:00,113
26-05-18 20:00,121
26-05-18 19:00,132
26-05-18 18:00,142
26-05-18 17:00,143
26-05-18 16:00,136
26-05-18 15:00,144
26-05-18 14:00,135
26-05-18 13:00,134
26-05-18 12:00,129
26-05-18 11:00,111
26-05-18 10:00,89
26-05-18 09:00,65
26-05-18 08:00,45
26-05-18 07:00,39
26-05-18 06:00,36
26-05-18 05:00,44
26-05-18 04:00,54
26-05-18 03:00,52
26-05-18 02:00,57
26-05-18 01:00,77
26-05-18 00:00,80
25-05-18 23:00,89
25-05-18 22:00,105
25-05-18 21:00,109
25-05-18 20:00,115
25-05-18 19:00,120
25-05-18 18:00,126
25-05-18 17:00,127
25-05-18 16:00,128
25-05-18 15:00,123
25-05-18 14:00,121
25-05-18 13:00,125
25-05-18 12:00,122
25-05-18 11:00,113
25-05-18 10:00,94
25-05-18 09:00,81
25-05-18 08:00,71
25-05-18 07:00,74
25-05-18 06:00,73
25-05-18 05:00,74
25-05-18 04:00,73
25-05-18 03:00,82
25-05-18 02:00,91
25-05-18 01:00,90
25-05-18 00:00,67
24-05-18 23:00,52
24-05-18 22:00,59
24-05-18 21:00,69
24-05-18 20:00,104
24-05-18 19:00,105
24-05-18 18:00,107
24-05-18 17:00,111
24-05-18 16:00,116
24-05-18 15:00,112
24-05-18 14:00,108
24-05-18 13:00,95
24-05-18 12:00,87
24-05-18 11:00,83
24-05-18 10:00,73
24-05-18 09:00,65
24-05-18 08:00,67
24-05-18 07:00,74
24-05-18 06:00,88
24-05-18 05:00,93
24-05-18 04:00,91
24-05-18 03:00,100
24-05-18 02:00,98
24-05-18 01:00,96
24-05-18 00:00,92
23-05-18 23:00,95
23-05-18 22:00,97
23-05-18 21:00,101
23-05-18 20:00,94
23-05-18 19:00,87
23-05-18 18:00,86
23-05-18 17:00,89
23-05-18 16:00,116
23-05-18 15:00,130
23-05-18 14:00,132
23-05-18 13:00,131
23-05-18 12:00,127
23-05-18 11:00,119
23-05-18 10:00,106
23-05-18 09:00,95
23-05-18 08:00,83
23-05-18 07:00,75
23-05-18 06:00,66
23-05-18 05:00,68
23-05-18 04:00,77
23-05-18 03:00,77
23-05-18 02:00,81
23-05-18 01:00,89
23-05-18 00:00,92
22-05-18 23:00,92
22-05-18 22:00,93
22-05-18 21:00,96
22-05-18 20:00,104
22-05-18 19:00,117
22-05-18 18:00,128
22-05-18 17:00,132
22-05-18 16:00,132
22-05-18 15:00,129
22-05-18 14:00,127
22-05-18 13:00,125
22-05-18 12:00,118
22-05-18 11:00,104
22-05-18 10:00,91
22-05-18 09:00,76
22-05-18 08:00,57
22-05-18 07:00,44
22-05-18 06:00,46
22-05-18 05:00,57
22-05-18 04:00,67
22-05-18 03:00,75
22-05-18 02:00,74
22-05-18 01:00,84
22-05-18 00:00,93
21-05-18 23:00,99
21-05-18 22:00,101
21-05-18 21:00,101
21-05-18 20:00,109
21-05-18 19:00,114
21-05-18 18:00,115
21-05-18 17:00,116
21-05-18 16:00,115
21-05-18 15:00,113
21-05-18 14:00,116
21-05-18 13:00,115
21-05-18 12:00,114
21-05-18 11:00,108
21-05-18 10:00,98
21-05-18 09:00,85
21-05-18 08:00,73
21-05-18 07:00,65
21-05-18 06:00,65
21-05-18 05:00,68
21-05-18 04:00,72
21-05-18 03:00,72
21-05-18 02:00,75
21-05-18 01:00,78
