Datum,Zeit,BEN,NO,NO2,O3,PM10,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2017-09-01,,,,,,8,5.06,
2017-09-01,01:00,,2,9,,,,
2017-09-01,02:00,,1,8,,,,
2017-09-01,03:00,,1,10,,,,
2017-09-01,04:00,,3,15,,,,
2017-09-01,05:00,,7,16,,,,
2017-09-01,06:00,,22,31,,,,
2017-09-01,07:00,,15,25,,,,
2017-09-01,08:00,,17,27,,,,
2017-09-01,09:00,,9,19,,,,
2017-09-01,10:00,,11,22,,,,
2017-09-01,11:00,,21,31,,,,
2017-09-01,12:00,,26,35,,,,
2017-09-01,13:00,,21,29,,,,
2017-09-01,14:00,,25,34,,,,
2017-09-01,15:00,,21,27,,,,
2017-09-01,16:00,,14,24,,,,
2017-09-01,17:00,,17,28,,,,
2017-09-01,18:00,,16,27,,,,
2017-09-01,19:00,,26,34,,,,
2017-09-01,20:00,,15,29,,,,
2017-09-01,21:00,,15,30,,,,
2017-09-01,22:00,,15,31,,,,
2017-09-01,23:00,,23,34,,,,
2017-09-02,,,,,,14,8.68,
2017-09-02,00:00,,22,27,,,,
2017-09-02,01:00,,17,23,,,,
2017-09-02,02:00,,21,27,,,,
2017-09-02,03:00,,26,25,,,,
2017-09-02,04:00,,13,22,,,,
2017-09-02,05:00,,25,25,,,,
2017-09-02,06:00,,40,30,,,,
2017-09-02,07:00,,33,26,,,,
2017-09-02,08:00,,34,28,,,,
2017-09-02,09:00,,56,36,,,,
2017-09-02,10:00,,43,43,,,,
2017-09-02,11:00,,24,31,,,,
2017-09-02,12:00,,19,29,,,,
2017-09-02,13:00,,11,22,,,,
2017-09-02,14:00,,12,20,,,,
2017-09-02,15:00,,17,32,,,,
2017-09-02,16:00,,29,43,,,,
2017-09-02,17:00,,43,53,,,,
2017-09-02,18:00,,32,45,,,,
2017-09-02,19:00,,15,24,,,,
2017-09-02,20:00,,11,30,,,,
2017-09-02,21:00,,24,42,,,,
2017-09-02,22:00,,12,32,,,,
2017-09-02,23:00,,17,39,,,,
2017-09-03,,,,,,11,7.88,
2017-09-03,00:00,,10,28,,,,
2017-09-03,01:00,,9,24,,,,
2017-09-03,02:00,,3,19,,,,
