Datum Zeit,Borna O3
,µg/m³
01-03-01 00:00,41
28-02-01 23:00,52
28-02-01 22:00,52
28-02-01 21:00,51
28-02-01 20:00,44
28-02-01 19:00,38
28-02-01 18:00,31
28-02-01 17:00,36
28-02-01 16:00,41
28-02-01 15:00,
28-02-01 14:00,48
28-02-01 13:00,43
28-02-01 12:00,38
28-02-01 11:00,29
28-02-01 10:00,17
28-02-01 09:00,9
28-02-01 08:00,4
28-02-01 07:00,6
28-02-01 06:00,5
28-02-01 05:00,21
28-02-01 04:00,4
28-02-01 03:00,28
28-02-01 02:00,35
28-02-01 01:00,21
28-02-01 00:00,30
27-02-01 23:00,42
27-02-01 22:00,36
27-02-01 21:00,31
27-02-01 20:00,27
27-02-01 19:00,24
27-02-01 18:00,33
27-02-01 17:00,44
27-02-01 16:00,
27-02-01 15:00,58
27-02-01 14:00,49
27-02-01 13:00,35
27-02-01 12:00,29
27-02-01 11:00,25
27-02-01 10:00,21
27-02-01 09:00,15
27-02-01 08:00,8
27-02-01 07:00,11
27-02-01 06:00,18
27-02-01 05:00,20
27-02-01 04:00,17
27-02-01 03:00,19
27-02-01 02:00,20
27-02-01 01:00,21
27-02-01 00:00,25
26-02-01 23:00,23
26-02-01 22:00,28
26-02-01 21:00,20
26-02-01 20:00,15
26-02-01 19:00,20
26-02-01 18:00,26
26-02-01 17:00,25
26-02-01 16:00,
26-02-01 15:00,33
26-02-01 14:00,37
26-02-01 13:00,36
26-02-01 12:00,28
26-02-01 11:00,28
26-02-01 10:00,21
26-02-01 09:00,21
26-02-01 08:00,19
26-02-01 07:00,21
26-02-01 06:00,29
26-02-01 05:00,37
26-02-01 04:00,45
26-02-01 03:00,51
26-02-01 02:00,52
26-02-01 01:00,48
26-02-01 00:00,42
25-02-01 23:00,41
25-02-01 22:00,30
25-02-01 21:00,26
25-02-01 20:00,17
25-02-01 19:00,22
25-02-01 18:00,35
25-02-01 17:00,
25-02-01 16:00,60
25-02-01 15:00,57
25-02-01 14:00,59
25-02-01 13:00,58
25-02-01 12:00,49
25-02-01 11:00,49
25-02-01 10:00,50
25-02-01 09:00,42
25-02-01 08:00,37
25-02-01 07:00,34
25-02-01 06:00,33
25-02-01 05:00,25
25-02-01 04:00,22
25-02-01 03:00,21
25-02-01 02:00,24
25-02-01 01:00,25
25-02-01 00:00,27
24-02-01 23:00,29
24-02-01 22:00,17
24-02-01 21:00,6
24-02-01 20:00,21
24-02-01 19:00,38
24-02-01 18:00,68
24-02-01 17:00,
24-02-01 16:00,67
24-02-01 15:00,65
24-02-01 14:00,63
24-02-01 13:00,60
24-02-01 12:00,51
24-02-01 11:00,45
24-02-01 10:00,32
24-02-01 09:00,27
24-02-01 08:00,17
24-02-01 07:00,21
24-02-01 06:00,19
24-02-01 05:00,32
24-02-01 04:00,55
24-02-01 03:00,60
24-02-01 02:00,60
24-02-01 01:00,57
24-02-01 00:00,62
23-02-01 23:00,63
23-02-01 22:00,64
23-02-01 21:00,67
23-02-01 20:00,74
23-02-01 19:00,61
23-02-01 18:00,
