Datum Zeit,Radebeul-Wahnsdorf SO2
,µg/m³
01-03-01 00:00,17.2
28-02-01 23:00,16.4
28-02-01 22:00,15.9
28-02-01 21:00,15.1
28-02-01 20:00,15.0
28-02-01 19:00,13.1
28-02-01 18:00,12.9
28-02-01 17:00,12.2
28-02-01 16:00,9.7
28-02-01 15:00,15.6
28-02-01 14:00,22.5
28-02-01 13:00,22.1
28-02-01 12:00,19.8
28-02-01 11:00,20.6
28-02-01 10:00,17.4
28-02-01 09:00,16.2
28-02-01 08:00,14.4
28-02-01 07:00,11.0
28-02-01 06:00,
28-02-01 05:00,13.4
28-02-01 04:00,15.6
28-02-01 03:00,15.9
28-02-01 02:00,14.0
28-02-01 01:00,13.6
28-02-01 00:00,12.9
27-02-01 23:00,15.1
27-02-01 22:00,15.4
27-02-01 21:00,12.5
27-02-01 20:00,11.7
27-02-01 19:00,10.6
27-02-01 18:00,12.0
27-02-01 17:00,16.9
27-02-01 16:00,24.0
27-02-01 15:00,24.0
27-02-01 14:00,29.6
27-02-01 13:00,25.9
27-02-01 12:00,25.2
27-02-01 11:00,25.2
27-02-01 10:00,16.1
27-02-01 09:00,12.3
27-02-01 08:00,8.7
27-02-01 07:00,
27-02-01 06:00,6.0
27-02-01 05:00,6.7
27-02-01 04:00,8.9
27-02-01 03:00,14.7
27-02-01 02:00,9.5
27-02-01 01:00,6.8
27-02-01 00:00,4.7
26-02-01 23:00,5.7
26-02-01 22:00,5.6
26-02-01 21:00,6.9
26-02-01 20:00,6.1
26-02-01 19:00,5.8
26-02-01 18:00,6.7
26-02-01 17:00,5.9
26-02-01 16:00,6.6
26-02-01 15:00,8.1
26-02-01 14:00,7.3
26-02-01 13:00,6.8
26-02-01 12:00,6.7
26-02-01 11:00,7.2
26-02-01 10:00,7.1
26-02-01 09:00,7.8
26-02-01 08:00,7.2
26-02-01 07:00,
26-02-01 06:00,5.6
26-02-01 05:00,6.0
26-02-01 04:00,9.0
26-02-01 03:00,14.4
26-02-01 02:00,15.7
26-02-01 01:00,21.8
26-02-01 00:00,19.0
25-02-01 23:00,18.0
25-02-01 22:00,23.2
25-02-01 21:00,14.7
25-02-01 20:00,7.9
25-02-01 19:00,8.2
25-02-01 18:00,9.3
25-02-01 17:00,8.3
25-02-01 16:00,6.0
25-02-01 15:00,6.6
25-02-01 14:00,11.4
25-02-01 13:00,17.2
25-02-01 12:00,16.7
25-02-01 11:00,16.8
25-02-01 10:00,15.2
25-02-01 09:00,14.5
25-02-01 08:00,
25-02-01 07:00,12.6
25-02-01 06:00,9.7
25-02-01 05:00,9.1
25-02-01 04:00,9.9
25-02-01 03:00,11.5
25-02-01 02:00,11.3
25-02-01 01:00,10.9
25-02-01 00:00,8.8
24-02-01 23:00,6.9
24-02-01 22:00,7.0
24-02-01 21:00,5.5
24-02-01 20:00,7.3
24-02-01 19:00,5.3
24-02-01 18:00,2.7
24-02-01 17:00,2.2
24-02-01 16:00,2.2
24-02-01 15:00,2.0
24-02-01 14:00,1.9
24-02-01 13:00,2.2
24-02-01 12:00,2.7
24-02-01 11:00,3.2
24-02-01 10:00,3.7
24-02-01 09:00,4.8
24-02-01 08:00,
24-02-01 07:00,2.2
24-02-01 06:00,2.0
24-02-01 05:00,1.8
24-02-01 04:00,1.3
24-02-01 03:00,1.1
24-02-01 02:00,1.0
24-02-01 01:00,1.1
24-02-01 00:00,1.8
23-02-01 23:00,1.9
23-02-01 22:00,2.3
23-02-01 21:00,2.8
23-02-01 20:00,2.4
23-02-01 19:00,2.0
23-02-01 18:00,1.8
23-02-01 17:00,1.6
23-02-01 16:00,2.2
23-02-01 15:00,2.2
23-02-01 14:00,1.4
23-02-01 13:00,1.8
23-02-01 12:00,1.9
23-02-01 11:00,2.3
23-02-01 10:00,2.6
23-02-01 09:00,
23-02-01 08:00,2.4
23-02-01 07:00,1.9
23-02-01 06:00,1.6
23-02-01 05:00,1.5
23-02-01 04:00,1.0
23-02-01 03:00,1.5
23-02-01 02:00,1.5
23-02-01 01:00,1.9
23-02-01 00:00,1.0
22-02-01 23:00,1.0
22-02-01 22:00,1.0
22-02-01 21:00,1.0
22-02-01 20:00,1.0
22-02-01 19:00,1.0
22-02-01 18:00,1.0
22-02-01 17:00,1.0
22-02-01 16:00,1.0
22-02-01 15:00,1.0
22-02-01 14:00,1.0
22-02-01 13:00,1.0
22-02-01 12:00,1.0
22-02-01 11:00,1.0
22-02-01 10:00,1.0
22-02-01 09:00,
22-02-01 08:00,1.0
22-02-01 07:00,1.0
22-02-01 06:00,1.0
22-02-01 05:00,1.0
22-02-01 04:00,1.0
22-02-01 03:00,1.0
22-02-01 02:00,1.0
22-02-01 01:00,1.0
22-02-01 00:00,1.0
21-02-01 23:00,1.0
21-02-01 22:00,1.0
21-02-01 21:00,1.0
21-02-01 20:00,1.3
21-02-01 19:00,1.3
21-02-01 18:00,3.0
21-02-01 17:00,3.8
21-02-01 16:00,4.0
21-02-01 15:00,4.7
21-02-01 14:00,6.0
21-02-01 13:00,6.6
21-02-01 12:00,6.0
21-02-01 11:00,5.2
21-02-01 10:00,
21-02-01 09:00,5.5
21-02-01 08:00,7.1
21-02-01 07:00,5.9
21-02-01 06:00,4.6
21-02-01 05:00,3.3
21-02-01 04:00,2.5
21-02-01 03:00,2.7
21-02-01 02:00,3.6
21-02-01 01:00,2.4
21-02-01 00:00,1.6
20-02-01 23:00,1.2
20-02-01 22:00,1.3
20-02-01 21:00,1.6
20-02-01 20:00,1.0
20-02-01 19:00,1.0
20-02-01 18:00,1.0
20-02-01 17:00,1.0
20-02-01 16:00,1.0
20-02-01 15:00,1.0
20-02-01 14:00,1.0
20-02-01 13:00,1.0
20-02-01 12:00,1.2
20-02-01 11:00,1.1
20-02-01 10:00,
20-02-01 09:00,1.1
20-02-01 08:00,1.1
20-02-01 07:00,1.0
20-02-01 06:00,1.1
20-02-01 05:00,1.3
20-02-01 04:00,1.9
20-02-01 03:00,2.3
20-02-01 02:00,2.8
20-02-01 01:00,3.1
20-02-01 00:00,2.9
19-02-01 23:00,3.0
19-02-01 22:00,3.8
19-02-01 21:00,2.2
19-02-01 20:00,1.2
19-02-01 19:00,1.0
19-02-01 18:00,1.0
19-02-01 17:00,1.0
19-02-01 16:00,1.0
19-02-01 15:00,1.0
19-02-01 14:00,1.6
19-02-01 13:00,3.4
19-02-01 12:00,3.9
19-02-01 11:00,
19-02-01 10:00,1.9
19-02-01 09:00,1.0
19-02-01 08:00,1.0
19-02-01 07:00,1.0
19-02-01 06:00,1.0
19-02-01 05:00,1.0
19-02-01 04:00,1.0
19-02-01 03:00,1.1
19-02-01 02:00,1.0
19-02-01 01:00,1.1
19-02-01 00:00,1.0
18-02-01 23:00,1.0
18-02-01 22:00,1.4
18-02-01 21:00,1.5
18-02-01 20:00,1.9
18-02-01 19:00,1.4
18-02-01 18:00,1.5
18-02-01 17:00,1.5
18-02-01 16:00,1.3
18-02-01 15:00,1.4
18-02-01 14:00,1.4
18-02-01 13:00,1.4
18-02-01 12:00,1.8
18-02-01 11:00,
18-02-01 10:00,1.7
18-02-01 09:00,1.1
18-02-01 08:00,1.8
18-02-01 07:00,4.4
18-02-01 06:00,3.2
18-02-01 05:00,1.5
18-02-01 04:00,1.8
18-02-01 03:00,2.0
18-02-01 02:00,2.0
18-02-01 01:00,2.6
18-02-01 00:00,4.0
17-02-01 23:00,6.2
17-02-01 22:00,3.5
17-02-01 21:00,2.4
17-02-01 20:00,3.1
17-02-01 19:00,3.7
17-02-01 18:00,2.8
17-02-01 17:00,3.1
17-02-01 16:00,2.9
17-02-01 15:00,3.3
17-02-01 14:00,3.6
17-02-01 13:00,5.1
17-02-01 12:00,
17-02-01 11:00,7.5
17-02-01 10:00,8.9
17-02-01 09:00,8.1
17-02-01 08:00,5.8
17-02-01 07:00,6.8
17-02-01 06:00,8.3
17-02-01 05:00,10.1
17-02-01 04:00,12.8
17-02-01 03:00,13.1
17-02-01 02:00,14.1
17-02-01 01:00,12.1
17-02-01 00:00,10.8
16-02-01 23:00,10.8
16-02-01 22:00,10.7
16-02-01 21:00,8.7
16-02-01 20:00,8.3
16-02-01 19:00,7.1
16-02-01 18:00,7.3
16-02-01 17:00,7.1
16-02-01 16:00,12.1
16-02-01 15:00,14.0
16-02-01 14:00,20.5
16-02-01 13:00,19.5
16-02-01 12:00,
16-02-01 11:00,11.3
16-02-01 10:00,7.8
16-02-01 09:00,6.3
16-02-01 08:00,6.7
16-02-01 07:00,8.4
16-02-01 06:00,6.2
16-02-01 05:00,5.6
16-02-01 04:00,5.4
16-02-01 03:00,5.9
16-02-01 02:00,6.1
16-02-01 01:00,7.4
16-02-01 00:00,12.4
15-02-01 23:00,14.8
15-02-01 22:00,14.4
15-02-01 21:00,19.0
15-02-01 20:00,12.4
15-02-01 19:00,10.0
15-02-01 18:00,8.4
15-02-01 17:00,7.9
15-02-01 16:00,8.5
15-02-01 15:00,7.4
15-02-01 14:00,8.1
15-02-01 13:00,
15-02-01 12:00,12.6
15-02-01 11:00,11.4
15-02-01 10:00,12.4
15-02-01 09:00,12.1
15-02-01 08:00,13.0
15-02-01 07:00,11.3
15-02-01 06:00,2.4
15-02-01 05:00,1.8
15-02-01 04:00,1.2
15-02-01 03:00,1.1
15-02-01 02:00,1.0
15-02-01 01:00,1.1
15-02-01 00:00,1.0
14-02-01 23:00,1.0
