Datum Zeit,Schwartenberg PM2.5
,µg/m³
28-02-01,
27-02-01,26.54
26-02-01,
25-02-01,
24-02-01,
23-02-01,
22-02-01,
21-02-01,7.63
20-02-01,
19-02-01,6.33
18-02-01,
17-02-01,20.00
16-02-01,
15-02-01,5.38
14-02-01,
13-02-01,3.82
12-02-01,
11-02-01,19.11
10-02-01,
09-02-01,5.79
08-02-01,
07-02-01,21.82
06-02-01,
05-02-01,2.81
04-02-01,
03-02-01,41.99
02-02-01,
01-02-01,6.67

