Datum Zeit,Borna NO
,µg/m³
01-03-01 00:00,8
28-02-01 23:00,13
28-02-01 22:00,38
28-02-01 21:00,38
28-02-01 20:00,64
28-02-01 19:00,86
28-02-01 18:00,102
28-02-01 17:00,108
28-02-01 16:00,
28-02-01 15:00,96
28-02-01 14:00,91
28-02-01 13:00,107
28-02-01 12:00,103
28-02-01 11:00,125
28-02-01 10:00,161
28-02-01 09:00,202
28-02-01 08:00,172
28-02-01 07:00,322
28-02-01 06:00,212
28-02-01 05:00,31
28-02-01 04:00,74
28-02-01 03:00,13
28-02-01 02:00,9
28-02-01 01:00,18
28-02-01 00:00,15
27-02-01 23:00,19
27-02-01 22:00,35
27-02-01 21:00,41
27-02-01 20:00,36
27-02-01 19:00,78
27-02-01 18:00,95
27-02-01 17:00,80
27-02-01 16:00,
27-02-01 15:00,90
27-02-01 14:00,102
27-02-01 13:00,113
27-02-01 12:00,131
27-02-01 11:00,135
27-02-01 10:00,130
27-02-01 09:00,157
27-02-01 08:00,203
27-02-01 07:00,150
27-02-01 06:00,55
27-02-01 05:00,33
27-02-01 04:00,18
27-02-01 03:00,5
27-02-01 02:00,9
27-02-01 01:00,12
27-02-01 00:00,13
26-02-01 23:00,24
26-02-01 22:00,30
26-02-01 21:00,45
26-02-01 20:00,111
26-02-01 19:00,122
26-02-01 18:00,83
26-02-01 17:00,
26-02-01 16:00,100
26-02-01 15:00,95
26-02-01 14:00,82
26-02-01 13:00,89
26-02-01 12:00,115
26-02-01 11:00,107
26-02-01 10:00,136
26-02-01 09:00,116
26-02-01 08:00,113
26-02-01 07:00,85
26-02-01 06:00,39
26-02-01 05:00,30
26-02-01 04:00,15
26-02-01 03:00,6
26-02-01 02:00,6
26-02-01 01:00,6
26-02-01 00:00,12
25-02-01 23:00,17
25-02-01 22:00,32
25-02-01 21:00,26
25-02-01 20:00,83
25-02-01 19:00,71
25-02-01 18:00,52
25-02-01 17:00,
25-02-01 16:00,26
25-02-01 15:00,29
25-02-01 14:00,18
25-02-01 13:00,13
25-02-01 12:00,28
25-02-01 11:00,22
25-02-01 10:00,12
25-02-01 09:00,14
25-02-01 08:00,9
25-02-01 07:00,8
25-02-01 06:00,5
25-02-01 05:00,5
25-02-01 04:00,2
25-02-01 03:00,3
25-02-01 02:00,6
25-02-01 01:00,10
25-02-01 00:00,8
24-02-01 23:00,10
24-02-01 22:00,30
24-02-01 21:00,57
24-02-01 20:00,24
24-02-01 19:00,12
24-02-01 18:00,
24-02-01 17:00,1
24-02-01 16:00,3
24-02-01 15:00,3
24-02-01 14:00,5
24-02-01 13:00,15
24-02-01 12:00,20
24-02-01 11:00,45
24-02-01 10:00,46
24-02-01 09:00,60
24-02-01 08:00,49
24-02-01 07:00,37
24-02-01 06:00,32
24-02-01 05:00,11
24-02-01 04:00,1
24-02-01 03:00,1
24-02-01 02:00,2
24-02-01 01:00,5
24-02-01 00:00,1
23-02-01 23:00,1
23-02-01 22:00,1
23-02-01 21:00,1
23-02-01 20:00,1
23-02-01 19:00,25
23-02-01 18:00,
23-02-01 17:00,44
23-02-01 16:00,31
23-02-01 15:00,19
23-02-01 14:00,8
23-02-01 13:00,9
23-02-01 12:00,28
23-02-01 11:00,37
23-02-01 10:00,26
23-02-01 09:00,73
23-02-01 08:00,98
23-02-01 07:00,122
23-02-01 06:00,76
23-02-01 05:00,2
23-02-01 04:00,5
23-02-01 03:00,5
23-02-01 02:00,3
23-02-01 01:00,3
23-02-01 00:00,5
22-02-01 23:00,11
22-02-01 22:00,6
22-02-01 21:00,11
22-02-01 20:00,29
22-02-01 19:00,
22-02-01 18:00,53
22-02-01 17:00,30
22-02-01 16:00,47
22-02-01 15:00,36
22-02-01 14:00,36
22-02-01 13:00,44
22-02-01 12:00,56
22-02-01 11:00,67
22-02-01 10:00,64
22-02-01 09:00,54
22-02-01 08:00,65
22-02-01 07:00,35
22-02-01 06:00,19
22-02-01 05:00,15
22-02-01 04:00,10
22-02-01 03:00,2
22-02-01 02:00,3
22-02-01 01:00,2
22-02-01 00:00,6
21-02-01 23:00,10
21-02-01 22:00,11
21-02-01 21:00,13
21-02-01 20:00,21
21-02-01 19:00,
21-02-01 18:00,50
21-02-01 17:00,57
21-02-01 16:00,62
21-02-01 15:00,75
21-02-01 14:00,70
21-02-01 13:00,65
21-02-01 12:00,64
21-02-01 11:00,56
21-02-01 10:00,52
21-02-01 09:00,64
21-02-01 08:00,55
21-02-01 07:00,38
21-02-01 06:00,20
21-02-01 05:00,14
21-02-01 04:00,4
21-02-01 03:00,3
21-02-01 02:00,2
21-02-01 01:00,2
21-02-01 00:00,5
20-02-01 23:00,8
20-02-01 22:00,8
20-02-01 21:00,16
20-02-01 20:00,
20-02-01 19:00,35
20-02-01 18:00,9
20-02-01 17:00,5
20-02-01 16:00,3
20-02-01 15:00,8
20-02-01 14:00,11
20-02-01 13:00,18
20-02-01 12:00,10
20-02-01 11:00,12
20-02-01 10:00,46
20-02-01 09:00,12
20-02-01 08:00,10
20-02-01 07:00,17
20-02-01 06:00,13
20-02-01 05:00,15
20-02-01 04:00,7
20-02-01 03:00,3
20-02-01 02:00,3
20-02-01 01:00,4
20-02-01 00:00,4
19-02-01 23:00,11
19-02-01 22:00,9
19-02-01 21:00,23
19-02-01 20:00,
19-02-01 19:00,43
19-02-01 18:00,56
19-02-01 17:00,44
19-02-01 16:00,8
19-02-01 15:00,26
19-02-01 14:00,66
19-02-01 13:00,65
19-02-01 12:00,78
19-02-01 11:00,97
19-02-01 10:00,105
19-02-01 09:00,113
19-02-01 08:00,92
19-02-01 07:00,103
19-02-01 06:00,46
19-02-01 05:00,29
19-02-01 04:00,12
19-02-01 03:00,9
19-02-01 02:00,11
19-02-01 01:00,7
19-02-01 00:00,5
18-02-01 23:00,1
18-02-01 22:00,4
18-02-01 21:00,
18-02-01 20:00,7
18-02-01 19:00,20
18-02-01 18:00,11
18-02-01 17:00,22
18-02-01 16:00,20
18-02-01 15:00,26
18-02-01 14:00,21
18-02-01 13:00,13
18-02-01 12:00,21
18-02-01 11:00,16
18-02-01 10:00,13
18-02-01 09:00,5
18-02-01 08:00,4
18-02-01 07:00,7
18-02-01 06:00,3
18-02-01 05:00,2
18-02-01 04:00,3
18-02-01 03:00,3
18-02-01 02:00,5
18-02-01 01:00,9
18-02-01 00:00,2
17-02-01 23:00,5
17-02-01 22:00,17
17-02-01 21:00,
17-02-01 20:00,1
17-02-01 19:00,10
17-02-01 18:00,2
17-02-01 17:00,13
17-02-01 16:00,11
17-02-01 15:00,23
17-02-01 14:00,19
17-02-01 13:00,22
17-02-01 12:00,42
17-02-01 11:00,30
17-02-01 10:00,14
17-02-01 09:00,2
17-02-01 08:00,1
17-02-01 07:00,1
17-02-01 06:00,1
17-02-01 05:00,1
17-02-01 04:00,1
17-02-01 03:00,1
17-02-01 02:00,1
17-02-01 01:00,1
17-02-01 00:00,18
16-02-01 23:00,24
16-02-01 22:00,78
16-02-01 21:00,
16-02-01 20:00,128
16-02-01 19:00,109
16-02-01 18:00,39
16-02-01 17:00,10
16-02-01 16:00,50
16-02-01 15:00,90
16-02-01 14:00,165
16-02-01 13:00,190
16-02-01 12:00,206
16-02-01 11:00,101
16-02-01 10:00,144
16-02-01 09:00,204
16-02-01 08:00,177
16-02-01 07:00,202
16-02-01 06:00,109
16-02-01 05:00,86
16-02-01 04:00,42
