Datum Zeit,Glauchau CO
,mg/m3
01-03-01 00:00,1.5
28-02-01 23:00,2.8
28-02-01 22:00,1.5
28-02-01 21:00,1.6
28-02-01 20:00,0.7
28-02-01 19:00,0.6
28-02-01 18:00,0.8
28-02-01 17:00,0.7
28-02-01 16:00,0.8
28-02-01 15:00,0.6
28-02-01 14:00,0.6
28-02-01 13:00,0.4
28-02-01 12:00,0.5
28-02-01 11:00,0.5
28-02-01 10:00,0.5
28-02-01 09:00,0.6
28-02-01 08:00,0.8
28-02-01 07:00,0.8
28-02-01 06:00,0.5
28-02-01 05:00,0.3
28-02-01 04:00,0.3
28-02-01 03:00,0.3
28-02-01 02:00,
28-02-01 01:00,0.4
28-02-01 00:00,0.5
27-02-01 23:00,0.8
27-02-01 22:00,1.3
27-02-01 21:00,0.9
27-02-01 20:00,0.7
27-02-01 19:00,0.7
27-02-01 18:00,0.6
27-02-01 17:00,0.7
27-02-01 16:00,0.9
27-02-01 15:00,0.5
27-02-01 14:00,0.6
27-02-01 13:00,0.5
27-02-01 12:00,0.7
27-02-01 11:00,0.9
27-02-01 10:00,1.4
27-02-01 09:00,2.4
27-02-01 08:00,2.7
27-02-01 07:00,2.5
27-02-01 06:00,0.8
27-02-01 05:00,0.5
27-02-01 04:00,0.4
27-02-01 03:00,0.4
27-02-01 02:00,0.5
27-02-01 01:00,0.5
27-02-01 00:00,0.9
26-02-01 23:00,1.1
26-02-01 22:00,0.8
26-02-01 21:00,0.7
26-02-01 20:00,0.8
26-02-01 19:00,0.8
26-02-01 18:00,0.8
26-02-01 17:00,1.4
26-02-01 16:00,1.4
26-02-01 15:00,1.0
26-02-01 14:00,0.7
26-02-01 13:00,0.6
26-02-01 12:00,0.6
26-02-01 11:00,0.7
26-02-01 10:00,0.6
26-02-01 09:00,0.6
26-02-01 08:00,0.8
26-02-01 07:00,0.8
26-02-01 06:00,0.5
26-02-01 05:00,0.3
26-02-01 04:00,0.3
26-02-01 03:00,
26-02-01 02:00,0.3
26-02-01 01:00,0.4
26-02-01 00:00,0.5
25-02-01 23:00,0.7
25-02-01 22:00,0.7
25-02-01 21:00,1.0
25-02-01 20:00,1.7
25-02-01 19:00,1.1
25-02-01 18:00,0.9
25-02-01 17:00,0.7
25-02-01 16:00,0.5
25-02-01 15:00,0.5
25-02-01 14:00,0.5
25-02-01 13:00,0.4
25-02-01 12:00,0.6
25-02-01 11:00,0.6
25-02-01 10:00,0.5
25-02-01 09:00,0.4
25-02-01 08:00,0.4
25-02-01 07:00,0.6
25-02-01 06:00,0.8
25-02-01 05:00,0.9
25-02-01 04:00,1.1
25-02-01 03:00,1.3
25-02-01 02:00,1.5
25-02-01 01:00,1.5
25-02-01 00:00,1.5
24-02-01 23:00,1.4
24-02-01 22:00,1.2
24-02-01 21:00,1.0
24-02-01 20:00,0.7
24-02-01 19:00,0.6
24-02-01 18:00,0.4
24-02-01 17:00,0.2
24-02-01 16:00,0.2
24-02-01 15:00,0.5
24-02-01 14:00,0.4
24-02-01 13:00,0.2
24-02-01 12:00,0.4
24-02-01 11:00,0.5
24-02-01 10:00,0.6
24-02-01 09:00,0.6
24-02-01 08:00,0.7
24-02-01 07:00,0.9
24-02-01 06:00,0.3
24-02-01 05:00,0.3
24-02-01 04:00,0.1
24-02-01 03:00,
24-02-01 02:00,0.2
24-02-01 01:00,0.3
24-02-01 00:00,0.4
23-02-01 23:00,0.5
23-02-01 22:00,0.5
23-02-01 21:00,0.5
23-02-01 20:00,0.3
23-02-01 19:00,0.6
23-02-01 18:00,0.8
23-02-01 17:00,0.8
23-02-01 16:00,1.2
23-02-01 15:00,1.2
23-02-01 14:00,0.7
23-02-01 13:00,0.4
23-02-01 12:00,0.5
23-02-01 11:00,0.5
23-02-01 10:00,0.6
23-02-01 09:00,0.5
23-02-01 08:00,0.8
23-02-01 07:00,1.1
23-02-01 06:00,0.4
23-02-01 05:00,0.2
23-02-01 04:00,0.2
23-02-01 03:00,0.2
23-02-01 02:00,0.2
23-02-01 01:00,0.2
23-02-01 00:00,0.3
22-02-01 23:00,0.4
22-02-01 22:00,0.3
22-02-01 21:00,0.3
22-02-01 20:00,0.3
22-02-01 19:00,0.5
22-02-01 18:00,0.4
22-02-01 17:00,0.5
22-02-01 16:00,0.6
22-02-01 15:00,0.5
22-02-01 14:00,0.3
22-02-01 13:00,0.3
22-02-01 12:00,0.3
22-02-01 11:00,0.3
22-02-01 10:00,0.3
22-02-01 09:00,0.2
22-02-01 08:00,0.3
22-02-01 07:00,0.4
22-02-01 06:00,0.2
22-02-01 05:00,0.1
22-02-01 04:00,
22-02-01 03:00,0.1
22-02-01 02:00,0.2
22-02-01 01:00,0.2
22-02-01 00:00,0.2
21-02-01 23:00,0.5
21-02-01 22:00,0.4
21-02-01 21:00,0.4
21-02-01 20:00,0.4
21-02-01 19:00,0.6
21-02-01 18:00,0.6
21-02-01 17:00,0.7
21-02-01 16:00,0.7
21-02-01 15:00,0.8
21-02-01 14:00,0.6
21-02-01 13:00,0.5
21-02-01 12:00,0.5
21-02-01 11:00,0.4
21-02-01 10:00,0.4
21-02-01 09:00,0.4
21-02-01 08:00,0.5
21-02-01 07:00,0.6
21-02-01 06:00,0.3
