Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-03-01 00:00,25
28-02-01 23:00,18
28-02-01 22:00,21
28-02-01 21:00,36
28-02-01 20:00,39
28-02-01 19:00,21
28-02-01 18:00,33
28-02-01 17:00,
28-02-01 16:00,47
28-02-01 15:00,41
28-02-01 14:00,44
28-02-01 13:00,38
28-02-01 12:00,35
28-02-01 11:00,22
28-02-01 10:00,13
28-02-01 09:00,7
28-02-01 08:00,6
28-02-01 07:00,8
28-02-01 06:00,8
28-02-01 05:00,17
28-02-01 04:00,19
28-02-01 03:00,20
28-02-01 02:00,24
28-02-01 01:00,25
28-02-01 00:00,23
27-02-01 23:00,17
27-02-01 22:00,27
27-02-01 21:00,24
27-02-01 20:00,27
27-02-01 19:00,21
27-02-01 18:00,
27-02-01 17:00,40
27-02-01 16:00,51
27-02-01 15:00,54
27-02-01 14:00,43
27-02-01 13:00,41
27-02-01 12:00,34
27-02-01 11:00,26
27-02-01 10:00,16
27-02-01 09:00,12
27-02-01 08:00,7
27-02-01 07:00,11
27-02-01 06:00,15
27-02-01 05:00,15
27-02-01 04:00,13
27-02-01 03:00,13
27-02-01 02:00,13
27-02-01 01:00,12
27-02-01 00:00,9
26-02-01 23:00,13
26-02-01 22:00,21
26-02-01 21:00,22
26-02-01 20:00,16
26-02-01 19:00,12
26-02-01 18:00,
26-02-01 17:00,27
26-02-01 16:00,28
26-02-01 15:00,29
26-02-01 14:00,30
26-02-01 13:00,37
26-02-01 12:00,34
26-02-01 11:00,32
26-02-01 10:00,34
26-02-01 09:00,21
26-02-01 08:00,21
26-02-01 07:00,28
26-02-01 06:00,39
26-02-01 05:00,44
26-02-01 04:00,48
26-02-01 03:00,48
26-02-01 02:00,52
26-02-01 01:00,53
26-02-01 00:00,51
25-02-01 23:00,47
25-02-01 22:00,41
25-02-01 21:00,37
25-02-01 20:00,29
25-02-01 19:00,
25-02-01 18:00,41
25-02-01 17:00,49
25-02-01 16:00,49
25-02-01 15:00,53
25-02-01 14:00,58
25-02-01 13:00,52
25-02-01 12:00,46
25-02-01 11:00,45
25-02-01 10:00,45
25-02-01 09:00,43
25-02-01 08:00,42
25-02-01 07:00,34
25-02-01 06:00,33
25-02-01 05:00,33
25-02-01 04:00,28
25-02-01 03:00,32
25-02-01 02:00,27
25-02-01 01:00,21
25-02-01 00:00,34
24-02-01 23:00,18
24-02-01 22:00,16
24-02-01 21:00,13
24-02-01 20:00,21
24-02-01 19:00,
24-02-01 18:00,33
24-02-01 17:00,44
24-02-01 16:00,44
24-02-01 15:00,45
24-02-01 14:00,49
24-02-01 13:00,45
24-02-01 12:00,34
24-02-01 11:00,33
24-02-01 10:00,32
24-02-01 09:00,26
24-02-01 08:00,25
24-02-01 07:00,36
24-02-01 06:00,33
24-02-01 05:00,33
24-02-01 04:00,37
24-02-01 03:00,36
24-02-01 02:00,34
24-02-01 01:00,38
24-02-01 00:00,38
23-02-01 23:00,44
23-02-01 22:00,40
23-02-01 21:00,38
23-02-01 20:00,
