Datum Zeit,Bautzen SO2
,µg/m³
01-03-01 00:00,
28-02-01 23:00,16.5
28-02-01 22:00,17.5
28-02-01 21:00,17.5
28-02-01 20:00,13.8
28-02-01 19:00,10.9
28-02-01 18:00,12.6
28-02-01 17:00,15.6
28-02-01 16:00,11.7
28-02-01 15:00,
28-02-01 14:00,7.4
28-02-01 13:00,8.7
28-02-01 12:00,9.3
28-02-01 11:00,9.7
28-02-01 10:00,11.3
28-02-01 09:00,14.5
28-02-01 08:00,13.2
28-02-01 07:00,10.8
28-02-01 06:00,8.0
28-02-01 05:00,6.5
28-02-01 04:00,6.6
28-02-01 03:00,7.3
28-02-01 02:00,7.4
28-02-01 01:00,8.0
28-02-01 00:00,
27-02-01 23:00,9.2
27-02-01 22:00,11.4
27-02-01 21:00,15.1
27-02-01 20:00,10.8
27-02-01 19:00,7.7
27-02-01 18:00,9.8
27-02-01 17:00,10.4
27-02-01 16:00,
27-02-01 15:00,8.6
27-02-01 14:00,14.9
27-02-01 13:00,25.2
27-02-01 12:00,20.5
27-02-01 11:00,18.8
27-02-01 10:00,9.6
27-02-01 09:00,12.6
27-02-01 08:00,8.7
27-02-01 07:00,4.9
27-02-01 06:00,4.2
27-02-01 05:00,2.9
27-02-01 04:00,2.9
27-02-01 03:00,3.4
27-02-01 02:00,3.7
27-02-01 01:00,3.7
27-02-01 00:00,
26-02-01 23:00,3.2
26-02-01 22:00,4.0
26-02-01 21:00,3.7
26-02-01 20:00,4.1
26-02-01 19:00,5.3
26-02-01 18:00,5.7
26-02-01 17:00,5.4
26-02-01 16:00,
26-02-01 15:00,5.5
26-02-01 14:00,6.5
26-02-01 13:00,8.0
26-02-01 12:00,12.9
26-02-01 11:00,14.4
26-02-01 10:00,48.1
26-02-01 09:00,52.8
26-02-01 08:00,39.3
26-02-01 07:00,34.3
26-02-01 06:00,33.9
26-02-01 05:00,32.7
26-02-01 04:00,30.7
26-02-01 03:00,30.1
26-02-01 02:00,34.0
26-02-01 01:00,40.3
26-02-01 00:00,
25-02-01 23:00,41.2
25-02-01 22:00,48.6
25-02-01 21:00,49.8
25-02-01 20:00,41.5
25-02-01 19:00,39.1
25-02-01 18:00,31.5
25-02-01 17:00,
25-02-01 16:00,13.5
25-02-01 15:00,11.0
25-02-01 14:00,15.9
25-02-01 13:00,30.1
25-02-01 12:00,41.9
25-02-01 11:00,51.4
25-02-01 10:00,25.2
25-02-01 09:00,17.1
25-02-01 08:00,7.7
25-02-01 07:00,3.3
25-02-01 06:00,3.4
25-02-01 05:00,3.7
25-02-01 04:00,2.9
25-02-01 03:00,2.9
25-02-01 02:00,3.5
25-02-01 01:00,3.4
25-02-01 00:00,
24-02-01 23:00,3.3
24-02-01 22:00,1.6
24-02-01 21:00,2.0
24-02-01 20:00,1.8
24-02-01 19:00,2.1
24-02-01 18:00,1.3
24-02-01 17:00,
24-02-01 16:00,1.0
24-02-01 15:00,1.0
24-02-01 14:00,1.0
24-02-01 13:00,1.0
24-02-01 12:00,2.1
24-02-01 11:00,5.3
24-02-01 10:00,14.0
24-02-01 09:00,4.0
24-02-01 08:00,3.4
24-02-01 07:00,2.1
24-02-01 06:00,1.0
24-02-01 05:00,1.0
24-02-01 04:00,1.0
24-02-01 03:00,1.0
24-02-01 02:00,1.0
24-02-01 01:00,1.0
24-02-01 00:00,
23-02-01 23:00,1.2
23-02-01 22:00,1.3
23-02-01 21:00,1.9
23-02-01 20:00,1.8
23-02-01 19:00,1.0
23-02-01 18:00,
23-02-01 17:00,1.0
23-02-01 16:00,1.0
23-02-01 15:00,1.0
23-02-01 14:00,1.0
23-02-01 13:00,1.0
23-02-01 12:00,1.0
23-02-01 11:00,1.0
23-02-01 10:00,1.0
23-02-01 09:00,1.0
23-02-01 08:00,1.9
23-02-01 07:00,1.0
23-02-01 06:00,1.0
23-02-01 05:00,1.0
23-02-01 04:00,1.0
23-02-01 03:00,1.0
23-02-01 02:00,1.0
23-02-01 01:00,1.0
23-02-01 00:00,
22-02-01 23:00,1.0
22-02-01 22:00,1.0
22-02-01 21:00,1.0
22-02-01 20:00,1.0
22-02-01 19:00,1.0
22-02-01 18:00,
22-02-01 17:00,1.1
22-02-01 16:00,1.0
22-02-01 15:00,1.0
22-02-01 14:00,1.0
22-02-01 13:00,1.0
22-02-01 12:00,1.0
22-02-01 11:00,1.0
22-02-01 10:00,1.0
22-02-01 09:00,1.0
22-02-01 08:00,1.0
22-02-01 07:00,1.0
22-02-01 06:00,1.0
22-02-01 05:00,1.0
22-02-01 04:00,1.0
22-02-01 03:00,1.0
22-02-01 02:00,1.0
22-02-01 01:00,1.0
22-02-01 00:00,
21-02-01 23:00,1.0
21-02-01 22:00,1.0
21-02-01 21:00,1.0
21-02-01 20:00,1.0
21-02-01 19:00,
21-02-01 18:00,1.1
21-02-01 17:00,1.3
21-02-01 16:00,1.3
21-02-01 15:00,1.6
21-02-01 14:00,1.6
21-02-01 13:00,3.3
21-02-01 12:00,3.4
21-02-01 11:00,2.3
21-02-01 10:00,2.6
