Datum,Zeit,BEN,NO,NO2,O3,PM10_HVS,PM10_TEOM,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³
2018-08-01,,,,,,18.90,,11.42,
2018-08-01,01:00,,1,10,110,,14,,
2018-08-01,02:00,,1,7,117,,17,,
2018-08-01,03:00,,1,6,111,,18,,
2018-08-01,04:00,,1,7,102,,19,,
2018-08-01,05:00,,1,13,73,,18,,
2018-08-01,06:00,,1,15,63,,16,,
2018-08-01,07:00,,1,14,60,,12,,
2018-08-01,08:00,,1,14,63,,13,,
2018-08-01,09:00,,1,12,75,,13,,
2018-08-01,10:00,,1,10,94,,23,,
2018-08-01,11:00,,1,8,123,,22,,
2018-08-01,12:00,,1,6,133,,23,,
2018-08-01,13:00,,1,5,141,,22,,
2018-08-01,14:00,,1,4,144,,22,,
2018-08-01,15:00,,1,4,139,,20,,
2018-08-01,16:00,,1,5,137,,19,,
2018-08-01,17:00,,1,4,141,,17,,
2018-08-01,18:00,,1,4,145,,16,,
2018-08-01,19:00,,1,4,141,,17,,
2018-08-01,20:00,,1,4,138,,16,,
2018-08-01,21:00,,1,5,133,,15,,
2018-08-01,22:00,,1,5,126,,14,,
2018-08-01,23:00,,1,7,113,,13,,
2018-08-02,,,,,,15.57,,9.17,
2018-08-02,00:00,,1,8,103,,14,,
2018-08-02,01:00,,1,7,100,,14,,
2018-08-02,02:00,,1,7,98,,19,,
2018-08-02,03:00,,1,9,84,,19,,
2018-08-02,04:00,,1,11,73,,18,,
2018-08-02,05:00,,1,9,74,,16,,
2018-08-02,06:00,,1,6,81,,13,,
2018-08-02,07:00,,1,6,84,,13,,
2018-08-02,08:00,,1,6,95,,12,,
2018-08-02,09:00,,1,5,108,,11,,
2018-08-02,10:00,,1,4,118,,10,,
2018-08-02,11:00,,1,5,120,,12,,
2018-08-02,12:00,,1,4,119,,14,,
2018-08-02,13:00,,1,4,122,,11,,
2018-08-02,14:00,,1,4,129,,12,,
2018-08-02,15:00,,1,4,139,,14,,
2018-08-02,16:00,,1,3,145,,17,,
2018-08-02,17:00,,1,3,141,,17,,
2018-08-02,18:00,,1,4,139,,16,,
2018-08-02,19:00,,1,4,136,,15,,
2018-08-02,20:00,,1,5,132,,15,,
2018-08-02,21:00,,1,5,126,,15,,
2018-08-02,22:00,,1,6,118,,15,,
2018-08-02,23:00,,1,7,105,,14,,
2018-08-03,,,,,,19.41,,10.44,
2018-08-03,00:00,,1,7,98,,14,,
2018-08-03,01:00,,1,6,101,,13,,
2018-08-03,02:00,,1,6,98,,14,,
2018-08-03,03:00,,1,6,93,,15,,
2018-08-03,04:00,,1,8,83,,13,,
2018-08-03,05:00,,1,7,81,,11,,
2018-08-03,06:00,,1,7,83,,12,,
2018-08-03,07:00,,1,8,80,,14,,
2018-08-03,08:00,,1,8,80,,15,,
2018-08-03,09:00,,1,9,92,,16,,
2018-08-03,10:00,,1,6,106,,15,,
2018-08-03,11:00,,1,4,116,,17,,
2018-08-03,12:00,,1,3,123,,16,,
2018-08-03,13:00,,1,3,132,,17,,
2018-08-03,14:00,,1,3,138,,17,,
2018-08-03,15:00,,1,2,142,,19,,
2018-08-03,16:00,,1,3,151,,19,,
2018-08-03,17:00,,1,3,153,,20,,
2018-08-03,18:00,,1,3,143,,21,,
2018-08-03,19:00,,1,3,138,,18,,
2018-08-03,20:00,,1,3,130,,16,,
2018-08-03,21:00,,1,3,127,,16,,
2018-08-03,22:00,,1,3,126,,19,,
2018-08-03,23:00,,1,4,121,,18,,
2018-08-04,,,,,,19.12,,12.58,
2018-08-04,00:00,,1,6,119,,16,,
2018-08-04,01:00,,1,7,113,,16,,
2018-08-04,02:00,,1,7,109,,16,,
2018-08-04,03:00,,1,8,100,,15,,
2018-08-04,04:00,,1,6,101,,15,,
2018-08-04,05:00,,1,5,101,,16,,
2018-08-04,06:00,,1,8,98,,16,,
2018-08-04,07:00,,1,11,91,,15,,
2018-08-04,08:00,,1,11,89,,20,,
2018-08-04,09:00,,1,6,112,,25,,
2018-08-04,10:00,,1,5,129,,22,,
2018-08-04,11:00,,1,4,140,,22,,
2018-08-04,12:00,,1,3,143,,20,,
2018-08-04,13:00,,1,3,146,,20,,
2018-08-04,14:00,,1,3,150,,19,,
2018-08-04,15:00,,1,3,151,,18,,
2018-08-04,16:00,,1,3,154,,20,,
2018-08-04,17:00,,1,3,159,,21,,
2018-08-04,18:00,,1,3,156,,17,,
2018-08-04,19:00,,1,3,159,,16,,
2018-08-04,20:00,,1,4,159,,15,,
2018-08-04,21:00,,1,4,156,,15,,
2018-08-04,22:00,,1,6,148,,17,,
2018-08-04,23:00,,1,5,142,,20,,
2018-08-05,,,,,,9.19,,4.44,
2018-08-05,00:00,,1,5,138,,19,,
2018-08-05,01:00,,1,5,127,,19,,
2018-08-05,02:00,,1,5,122,,19,,
2018-08-05,03:00,,1,6,116,,20,,
2018-08-05,04:00,,1,6,105,,19,,
2018-08-05,05:00,,1,8,86,,18,,
2018-08-05,06:00,,1,8,73,,13,,
2018-08-05,07:00,,1,7,64,,10,,
2018-08-05,08:00,,1,5,65,,7,,
2018-08-05,09:00,,1,6,66,,5,,
2018-08-05,10:00,,1,4,69,,6,,
2018-08-05,11:00,,1,4,69,,7,,
2018-08-05,12:00,,1,4,72,,8,,
2018-08-05,13:00,,1,3,79,,6,,
2018-08-05,14:00,,1,2,80,,5,,
2018-08-05,15:00,,1,2,89,,6,,
2018-08-05,16:00,,1,2,92,,7,,
2018-08-05,17:00,,1,2,92,,5,,
2018-08-05,18:00,,1,2,94,,8,,
2018-08-05,19:00,,1,2,94,,7,,
2018-08-05,20:00,,1,2,94,,6,,
2018-08-05,21:00,,1,3,88,,6,,
2018-08-05,22:00,,1,3,84,,7,,
2018-08-05,23:00,,1,2,85,,7,,
2018-08-06,,,,,,9.41,,3.78,
2018-08-06,00:00,,1,2,86,,6,,
2018-08-06,01:00,,1,1,89,,7,,
2018-08-06,02:00,,1,2,86,,7,,
2018-08-06,03:00,,1,2,85,,8,,
2018-08-06,04:00,,1,2,85,,7,,
2018-08-06,05:00,,1,2,84,,8,,
2018-08-06,06:00,,1,4,81,,7,,
2018-08-06,07:00,,1,10,65,,7,,
2018-08-06,08:00,,1,13,58,,11,,
2018-08-06,09:00,,1,6,80,,10,,
2018-08-06,10:00,,1,3,89,,8,,
2018-08-06,11:00,,1,2,91,,10,,
2018-08-06,12:00,,1,2,97,,9,,
2018-08-06,13:00,,1,2,102,,10,,
2018-08-06,14:00,,1,2,107,,10,,
2018-08-06,15:00,,1,2,112,,10,,
2018-08-06,16:00,,1,2,115,,12,,
2018-08-06,17:00,,1,2,117,,10,,
2018-08-06,18:00,,1,2,113,,9,,
2018-08-06,19:00,,1,2,115,,9,,
2018-08-06,20:00,,1,2,119,,7,,
2018-08-06,21:00,,1,3,119,,8,,
2018-08-06,22:00,,1,5,103,,10,,
2018-08-06,23:00,,1,7,100,,10,,
2018-08-07,,,,,,16.49,,6.48,
2018-08-07,00:00,,1,10,93,,11,,
2018-08-07,01:00,,1,8,94,,10,,
2018-08-07,02:00,,1,8,95,,9,,
2018-08-07,03:00,,1,8,97,,10,,
2018-08-07,04:00,,1,8,95,,10,,
2018-08-07,05:00,,1,8,95,,9,,
2018-08-07,06:00,,1,9,94,,10,,
2018-08-07,07:00,,1,12,93,,19,,
2018-08-07,08:00,,1,11,89,,14,,
2018-08-07,09:00,,1,11,89,,38,,
