Datum Zeit,Radebeul-Wahnsdorf SO2
,µg/m³
01-11-07 00:00,1.0
31-10-07 23:00,1.2
31-10-07 22:00,2.2
31-10-07 21:00,2.3
31-10-07 20:00,3.4
31-10-07 19:00,3.7
31-10-07 18:00,4.0
31-10-07 17:00,1.0
31-10-07 16:00,1.0
31-10-07 15:00,1.0
31-10-07 14:00,1.0
31-10-07 13:00,1.0
31-10-07 12:00,1.0
31-10-07 11:00,1.0
31-10-07 10:00,1.0
31-10-07 09:00,1.4
31-10-07 08:00,1.7
31-10-07 07:00,2.3
31-10-07 06:00,2.3
31-10-07 05:00,1.6
31-10-07 04:00,1.0
31-10-07 03:00,1.0
31-10-07 02:00,1.0
31-10-07 01:00,1.0
31-10-07 00:00,1.1
30-10-07 23:00,1.1
30-10-07 22:00,1.0
30-10-07 21:00,1.0
30-10-07 20:00,1.0
30-10-07 19:00,1.0
30-10-07 18:00,1.0
30-10-07 17:00,1.6
30-10-07 16:00,2.3
30-10-07 15:00,2.9
30-10-07 14:00,3.1
30-10-07 13:00,2.0
30-10-07 12:00,3.6
30-10-07 11:00,13.5
30-10-07 10:00,22.7
30-10-07 09:00,15.3
30-10-07 08:00,12.6
30-10-07 07:00,15.8
30-10-07 06:00,14.6
30-10-07 05:00,12.8
30-10-07 04:00,12.4
30-10-07 03:00,12.8
30-10-07 02:00,12.8
30-10-07 01:00,13.3
30-10-07 00:00,
29-10-07 23:00,8.7
29-10-07 22:00,8.2
29-10-07 21:00,9.9
29-10-07 20:00,8.5
29-10-07 19:00,7.4
29-10-07 18:00,12.2
29-10-07 17:00,16.4
29-10-07 16:00,16.9
29-10-07 15:00,17.2
29-10-07 14:00,17.9
29-10-07 13:00,16.4
29-10-07 12:00,11.5
29-10-07 11:00,9.8
29-10-07 10:00,9.0
29-10-07 09:00,7.4
29-10-07 08:00,6.5
29-10-07 07:00,6.3
29-10-07 06:00,4.8
29-10-07 05:00,4.7
29-10-07 04:00,5.2
29-10-07 03:00,7.1
29-10-07 02:00,6.6
29-10-07 01:00,8.1
29-10-07 00:00,9.1
28-10-07 23:00,8.5
28-10-07 22:00,9.5
28-10-07 21:00,8.2
28-10-07 20:00,9.1
28-10-07 19:00,4.9
28-10-07 18:00,3.9
28-10-07 17:00,4.9
28-10-07 16:00,1.8
28-10-07 15:00,2.5
28-10-07 14:00,3.2
28-10-07 13:00,3.2
28-10-07 12:00,2.7
28-10-07 11:00,1.6
28-10-07 10:00,1.0
28-10-07 09:00,1.0
28-10-07 08:00,1.0
28-10-07 07:00,1.4
28-10-07 06:00,1.7
28-10-07 05:00,2.0
28-10-07 04:00,3.6
28-10-07 03:00,2.4
28-10-07 02:00,2.5
28-10-07 01:00,3.6
28-10-07 00:00,4.6
27-10-07 23:00,6.8
27-10-07 22:00,3.7
27-10-07 21:00,3.8
27-10-07 20:00,2.5
27-10-07 19:00,1.8
27-10-07 18:00,1.4
27-10-07 17:00,1.2
27-10-07 16:00,1.0
27-10-07 15:00,1.0
27-10-07 14:00,1.0
27-10-07 13:00,2.0
27-10-07 12:00,3.6
27-10-07 11:00,4.2
27-10-07 10:00,5.9
27-10-07 09:00,6.3
27-10-07 08:00,3.6
27-10-07 07:00,4.2
27-10-07 06:00,5.6
27-10-07 05:00,5.9
27-10-07 04:00,4.9
27-10-07 03:00,3.9
27-10-07 02:00,2.4
27-10-07 01:00,1.8
27-10-07 00:00,1.3
26-10-07 23:00,1.2
26-10-07 22:00,1.4
26-10-07 21:00,2.0
26-10-07 20:00,1.8
26-10-07 19:00,1.5
26-10-07 18:00,1.5
26-10-07 17:00,1.7
26-10-07 16:00,1.4
26-10-07 15:00,1.1
26-10-07 14:00,1.3
26-10-07 13:00,1.8
26-10-07 12:00,2.0
26-10-07 11:00,2.1
26-10-07 10:00,2.7
26-10-07 09:00,2.8
26-10-07 08:00,3.0
26-10-07 07:00,3.5
26-10-07 06:00,3.1
26-10-07 05:00,3.4
26-10-07 04:00,3.0
26-10-07 03:00,3.1
26-10-07 02:00,3.0
26-10-07 01:00,2.8
26-10-07 00:00,3.5
25-10-07 23:00,4.0
25-10-07 22:00,1.4
25-10-07 21:00,1.3
25-10-07 20:00,1.0
25-10-07 19:00,1.0
25-10-07 18:00,1.0
25-10-07 17:00,1.0
25-10-07 16:00,1.0
25-10-07 15:00,1.0
25-10-07 14:00,1.0
25-10-07 13:00,1.0
25-10-07 12:00,3.3
25-10-07 11:00,3.2
25-10-07 10:00,3.5
25-10-07 09:00,1.6
25-10-07 08:00,1.1
25-10-07 07:00,1.0
25-10-07 06:00,1.0
25-10-07 05:00,1.0
25-10-07 04:00,1.0
25-10-07 03:00,1.0
25-10-07 02:00,1.0
25-10-07 01:00,1.1
25-10-07 00:00,1.3
24-10-07 23:00,1.0
24-10-07 22:00,1.5
24-10-07 21:00,1.7
24-10-07 20:00,1.7
24-10-07 19:00,2.3
24-10-07 18:00,2.7
24-10-07 17:00,3.7
24-10-07 16:00,3.3
24-10-07 15:00,3.8
24-10-07 14:00,3.8
24-10-07 13:00,3.2
24-10-07 12:00,2.8
24-10-07 11:00,2.7
24-10-07 10:00,2.4
24-10-07 09:00,2.3
24-10-07 08:00,2.3
24-10-07 07:00,2.6
24-10-07 06:00,2.1
24-10-07 05:00,2.2
24-10-07 04:00,2.4
24-10-07 03:00,2.5
24-10-07 02:00,2.2
24-10-07 01:00,1.6
24-10-07 00:00,1.0
23-10-07 23:00,1.0
23-10-07 22:00,1.0
23-10-07 21:00,1.1
23-10-07 20:00,2.2
23-10-07 19:00,2.3
23-10-07 18:00,3.0
23-10-07 17:00,2.0
23-10-07 16:00,1.1
23-10-07 15:00,3.0
23-10-07 14:00,5.2
23-10-07 13:00,5.6
23-10-07 12:00,5.6
23-10-07 11:00,8.2
23-10-07 10:00,5.4
23-10-07 09:00,4.9
23-10-07 08:00,4.7
23-10-07 07:00,8.8
23-10-07 06:00,4.8
23-10-07 05:00,3.3
23-10-07 04:00,3.6
23-10-07 03:00,4.1
23-10-07 02:00,2.5
23-10-07 01:00,2.7
23-10-07 00:00,3.7
22-10-07 23:00,2.3
22-10-07 22:00,4.2
22-10-07 21:00,9.8
22-10-07 20:00,5.4
22-10-07 19:00,4.1
22-10-07 18:00,7.1
22-10-07 17:00,11.2
22-10-07 16:00,13.8
22-10-07 15:00,3.5
22-10-07 14:00,4.4
22-10-07 13:00,6.9
22-10-07 12:00,4.8
22-10-07 11:00,4.5
22-10-07 10:00,3.7
22-10-07 09:00,3.0
22-10-07 08:00,2.6
22-10-07 07:00,1.6
22-10-07 06:00,1.0
22-10-07 05:00,1.0
22-10-07 04:00,1.0
22-10-07 03:00,1.7
22-10-07 02:00,1.3
22-10-07 01:00,1.2
22-10-07 00:00,2.7
21-10-07 23:00,2.7
21-10-07 22:00,2.1
21-10-07 21:00,2.9
21-10-07 20:00,1.7
21-10-07 19:00,1.4
21-10-07 18:00,1.4
21-10-07 17:00,2.2
21-10-07 16:00,2.5
21-10-07 15:00,1.6
21-10-07 14:00,1.2
21-10-07 13:00,1.2
21-10-07 12:00,1.5
21-10-07 11:00,1.1
21-10-07 10:00,1.2
21-10-07 09:00,1.3
21-10-07 08:00,1.1
21-10-07 07:00,1.2
21-10-07 06:00,1.6
21-10-07 05:00,1.5
21-10-07 04:00,1.3
21-10-07 03:00,1.6
21-10-07 02:00,1.8
21-10-07 01:00,1.5
21-10-07 00:00,1.4
20-10-07 23:00,1.4
20-10-07 22:00,1.2
20-10-07 21:00,1.4
20-10-07 20:00,1.4
20-10-07 19:00,1.0
20-10-07 18:00,1.0
20-10-07 17:00,1.0
20-10-07 16:00,1.1
20-10-07 15:00,1.1
20-10-07 14:00,1.1
20-10-07 13:00,1.0
20-10-07 12:00,1.3
20-10-07 11:00,1.1
20-10-07 10:00,1.0
20-10-07 09:00,1.0
20-10-07 08:00,1.1
20-10-07 07:00,1.7
20-10-07 06:00,1.2
20-10-07 05:00,1.7
20-10-07 04:00,1.4
20-10-07 03:00,1.3
20-10-07 02:00,1.0
20-10-07 01:00,1.0
20-10-07 00:00,1.0
19-10-07 23:00,1.0
19-10-07 22:00,1.0
19-10-07 21:00,1.0
19-10-07 20:00,1.0
19-10-07 19:00,1.0
19-10-07 18:00,1.0
19-10-07 17:00,1.4
19-10-07 16:00,1.0
19-10-07 15:00,1.0
19-10-07 14:00,1.0
19-10-07 13:00,1.0
19-10-07 12:00,1.0
19-10-07 11:00,1.0
19-10-07 10:00,1.0
19-10-07 09:00,1.0
19-10-07 08:00,1.0
19-10-07 07:00,1.0
19-10-07 06:00,1.0
19-10-07 05:00,1.0
19-10-07 04:00,1.0
19-10-07 03:00,1.0
19-10-07 02:00,1.0
19-10-07 01:00,1.1
19-10-07 00:00,1.2
18-10-07 23:00,1.0
18-10-07 22:00,1.0
18-10-07 21:00,1.0
18-10-07 20:00,1.0
18-10-07 19:00,1.0
18-10-07 18:00,1.0
18-10-07 17:00,1.0
18-10-07 16:00,1.0
18-10-07 15:00,1.0
18-10-07 14:00,1.0
18-10-07 13:00,1.0
18-10-07 12:00,1.0
18-10-07 11:00,1.0
18-10-07 10:00,1.0
18-10-07 09:00,1.0
18-10-07 08:00,1.0
18-10-07 07:00,1.0
18-10-07 06:00,1.0
18-10-07 05:00,1.0
18-10-07 04:00,1.0
18-10-07 03:00,1.0
18-10-07 02:00,1.0
18-10-07 01:00,1.0
18-10-07 00:00,1.0
17-10-07 23:00,1.0
17-10-07 22:00,1.0
17-10-07 21:00,1.0
17-10-07 20:00,1.4
17-10-07 19:00,1.5
17-10-07 18:00,1.0
17-10-07 17:00,1.1
17-10-07 16:00,1.9
17-10-07 15:00,1.6
17-10-07 14:00,1.3
17-10-07 13:00,2.0
17-10-07 12:00,3.2
17-10-07 11:00,7.0
17-10-07 10:00,6.4
17-10-07 09:00,6.7
17-10-07 08:00,7.1
17-10-07 07:00,6.9
17-10-07 06:00,5.9
17-10-07 05:00,4.1
17-10-07 04:00,2.6
17-10-07 03:00,2.0
17-10-07 02:00,2.3
17-10-07 01:00,3.1
17-10-07 00:00,3.3
16-10-07 23:00,4.4
16-10-07 22:00,3.4
16-10-07 21:00,3.5
16-10-07 20:00,4.4
