Datum Zeit,Dresden-Nord PM10
,µg/m³
31-10-07,34
30-10-07,42
29-10-07,49
28-10-07,43
27-10-07,45
26-10-07,42
25-10-07,40
24-10-07,28
23-10-07,22
22-10-07,29
21-10-07,14
20-10-07,16
19-10-07,11
18-10-07,13
17-10-07,44
16-10-07,50
15-10-07,33
14-10-07,23
13-10-07,14
12-10-07,44
11-10-07,47
10-10-07,41
09-10-07,23
08-10-07,42
07-10-07,27
06-10-07,27
05-10-07,34
04-10-07,44
03-10-07,20
02-10-07,47
01-10-07,29

