Datum Zeit,Leipzig-Luetzner Straße PM10
,µg/m³
30-09-06,37
29-09-06,39
28-09-06,41
27-09-06,34
26-09-06,58
25-09-06,41
24-09-06,31
23-09-06,33
22-09-06,38
21-09-06,29
20-09-06,35
19-09-06,49
18-09-06,56
17-09-06,37
16-09-06,40
15-09-06,50
14-09-06,53
13-09-06,47
12-09-06,46
11-09-06,38
10-09-06,26
09-09-06,25
08-09-06,26
07-09-06,33
06-09-06,45
05-09-06,
04-09-06,
03-09-06,
02-09-06,26
01-09-06,25

