Datum Zeit,Niesky PM2.5
,µg/m³
30-09-06,
29-09-06,17.45
28-09-06,
27-09-06,
26-09-06,
25-09-06,19.04
24-09-06,
23-09-06,
22-09-06,
21-09-06,16.04
20-09-06,
19-09-06,
18-09-06,
17-09-06,20.64
16-09-06,
15-09-06,
14-09-06,
13-09-06,24.48
12-09-06,
11-09-06,
10-09-06,
09-09-06,8.45
08-09-06,
07-09-06,
06-09-06,
05-09-06,7.96
04-09-06,
03-09-06,
02-09-06,
01-09-06,9.62

