Datum Zeit,Schkeuditz O3
,µg/m³
01-10-06 00:00,38
30-09-06 23:00,44
30-09-06 22:00,55
30-09-06 21:00,65
30-09-06 20:00,54
30-09-06 19:00,48
30-09-06 18:00,66
30-09-06 17:00,76
30-09-06 16:00,75
30-09-06 15:00,78
30-09-06 14:00,94
30-09-06 13:00,90
30-09-06 12:00,87
30-09-06 11:00,59
30-09-06 10:00,26
30-09-06 09:00,18
30-09-06 08:00,13
30-09-06 07:00,6
30-09-06 06:00,11
30-09-06 05:00,13
30-09-06 04:00,14
30-09-06 03:00,18
30-09-06 02:00,20
30-09-06 01:00,15
30-09-06 00:00,23
29-09-06 23:00,21
29-09-06 22:00,17
29-09-06 21:00,30
29-09-06 20:00,50
29-09-06 19:00,59
29-09-06 18:00,82
29-09-06 17:00,97
29-09-06 16:00,103
29-09-06 15:00,95
29-09-06 14:00,80
29-09-06 13:00,79
29-09-06 12:00,62
29-09-06 11:00,45
29-09-06 10:00,23
29-09-06 09:00,8
29-09-06 08:00,3
29-09-06 07:00,1
29-09-06 06:00,1
29-09-06 05:00,3
29-09-06 04:00,5
29-09-06 03:00,9
29-09-06 02:00,10
29-09-06 01:00,15
29-09-06 00:00,17
28-09-06 23:00,23
28-09-06 22:00,18
28-09-06 21:00,25
28-09-06 20:00,39
28-09-06 19:00,59
28-09-06 18:00,63
28-09-06 17:00,80
28-09-06 16:00,91
28-09-06 15:00,87
28-09-06 14:00,85
28-09-06 13:00,73
28-09-06 12:00,38
28-09-06 11:00,21
28-09-06 10:00,13
28-09-06 09:00,9
28-09-06 08:00,4
28-09-06 07:00,1
28-09-06 06:00,1
28-09-06 05:00,1
28-09-06 04:00,1
28-09-06 03:00,1
28-09-06 02:00,1
28-09-06 01:00,1
28-09-06 00:00,5
27-09-06 23:00,7
27-09-06 22:00,9
27-09-06 21:00,16
27-09-06 20:00,14
27-09-06 19:00,14
27-09-06 18:00,22
27-09-06 17:00,25
27-09-06 16:00,38
27-09-06 15:00,39
27-09-06 14:00,51
27-09-06 13:00,43
27-09-06 12:00,42
27-09-06 11:00,40
27-09-06 10:00,30
27-09-06 09:00,18
27-09-06 08:00,15
27-09-06 07:00,19
27-09-06 06:00,23
27-09-06 05:00,22
27-09-06 04:00,24
27-09-06 03:00,23
27-09-06 02:00,17
27-09-06 01:00,6
27-09-06 00:00,1
26-09-06 23:00,1
26-09-06 22:00,1
26-09-06 21:00,6
26-09-06 20:00,22
26-09-06 19:00,18
26-09-06 18:00,36
26-09-06 17:00,56
26-09-06 16:00,60
26-09-06 15:00,60
26-09-06 14:00,61
26-09-06 13:00,67
26-09-06 12:00,72
26-09-06 11:00,55
26-09-06 10:00,39
