Datum Zeit,Leipzig-West O3
,µg/m³
01-10-06 00:00,29
30-09-06 23:00,27
30-09-06 22:00,41
30-09-06 21:00,45
30-09-06 20:00,38
30-09-06 19:00,50
30-09-06 18:00,61
30-09-06 17:00,75
30-09-06 16:00,82
30-09-06 15:00,86
30-09-06 14:00,89
30-09-06 13:00,91
30-09-06 12:00,82
30-09-06 11:00,60
30-09-06 10:00,27
30-09-06 09:00,15
30-09-06 08:00,12
30-09-06 07:00,8
30-09-06 06:00,6
30-09-06 05:00,11
30-09-06 04:00,12
30-09-06 03:00,11
30-09-06 02:00,10
30-09-06 01:00,19
30-09-06 00:00,24
29-09-06 23:00,24
29-09-06 22:00,22
29-09-06 21:00,22
29-09-06 20:00,31
29-09-06 19:00,51
29-09-06 18:00,64
29-09-06 17:00,87
29-09-06 16:00,92
29-09-06 15:00,94
29-09-06 14:00,85
29-09-06 13:00,71
29-09-06 12:00,55
29-09-06 11:00,45
29-09-06 10:00,27
29-09-06 09:00,10
29-09-06 08:00,4
29-09-06 07:00,1
29-09-06 06:00,1
29-09-06 05:00,3
29-09-06 04:00,7
29-09-06 03:00,10
29-09-06 02:00,14
29-09-06 01:00,20
29-09-06 00:00,24
28-09-06 23:00,16
28-09-06 22:00,10
28-09-06 21:00,16
28-09-06 20:00,21
28-09-06 19:00,36
28-09-06 18:00,64
28-09-06 17:00,75
28-09-06 16:00,79
28-09-06 15:00,80
28-09-06 14:00,82
28-09-06 13:00,54
28-09-06 12:00,40
28-09-06 11:00,19
28-09-06 10:00,11
28-09-06 09:00,10
28-09-06 08:00,5
28-09-06 07:00,1
28-09-06 06:00,1
28-09-06 05:00,1
28-09-06 04:00,1
28-09-06 03:00,1
28-09-06 02:00,1
28-09-06 01:00,1
28-09-06 00:00,8
27-09-06 23:00,5
27-09-06 22:00,7
27-09-06 21:00,4
27-09-06 20:00,15
27-09-06 19:00,15
27-09-06 18:00,26
27-09-06 17:00,33
27-09-06 16:00,44
27-09-06 15:00,43
27-09-06 14:00,50
27-09-06 13:00,33
27-09-06 12:00,33
27-09-06 11:00,40
27-09-06 10:00,32
27-09-06 09:00,26
27-09-06 08:00,26
27-09-06 07:00,33
27-09-06 06:00,25
27-09-06 05:00,27
27-09-06 04:00,26
27-09-06 03:00,16
27-09-06 02:00,17
27-09-06 01:00,12
27-09-06 00:00,7
26-09-06 23:00,1
26-09-06 22:00,3
26-09-06 21:00,13
26-09-06 20:00,22
26-09-06 19:00,36
26-09-06 18:00,51
26-09-06 17:00,59
26-09-06 16:00,60
26-09-06 15:00,56
26-09-06 14:00,58
26-09-06 13:00,59
26-09-06 12:00,67
26-09-06 11:00,48
26-09-06 10:00,35
26-09-06 09:00,12
26-09-06 08:00,4
26-09-06 07:00,2
26-09-06 06:00,9
26-09-06 05:00,31
26-09-06 04:00,44
26-09-06 03:00,50
26-09-06 02:00,53
26-09-06 01:00,51
26-09-06 00:00,46
25-09-06 23:00,48
25-09-06 22:00,43
25-09-06 21:00,48
25-09-06 20:00,56
25-09-06 19:00,72
