Datum Zeit,Dresden-Bergstraße NO2
,µg/m³
01-10-06 00:00,45
30-09-06 23:00,76
30-09-06 22:00,92
30-09-06 21:00,76
30-09-06 20:00,66
30-09-06 19:00,98
30-09-06 18:00,83
30-09-06 17:00,81
30-09-06 16:00,88
30-09-06 15:00,85
30-09-06 14:00,64
30-09-06 13:00,62
30-09-06 12:00,56
30-09-06 11:00,51
30-09-06 10:00,49
30-09-06 09:00,45
30-09-06 08:00,44
30-09-06 07:00,34
30-09-06 06:00,29
30-09-06 05:00,27
30-09-06 04:00,25
30-09-06 03:00,22
30-09-06 02:00,21
30-09-06 01:00,27
30-09-06 00:00,41
29-09-06 23:00,38
29-09-06 22:00,57
29-09-06 21:00,59
29-09-06 20:00,87
29-09-06 19:00,85
29-09-06 18:00,88
29-09-06 17:00,65
29-09-06 16:00,86
29-09-06 15:00,
29-09-06 14:00,
29-09-06 13:00,
29-09-06 12:00,
29-09-06 11:00,63
29-09-06 10:00,63
29-09-06 09:00,74
29-09-06 08:00,80
29-09-06 07:00,75
29-09-06 06:00,67
29-09-06 05:00,51
29-09-06 04:00,37
29-09-06 03:00,37
29-09-06 02:00,37
29-09-06 01:00,35
29-09-06 00:00,45
28-09-06 23:00,69
28-09-06 22:00,94
28-09-06 21:00,100
28-09-06 20:00,107
28-09-06 19:00,141
28-09-06 18:00,115
28-09-06 17:00,106
28-09-06 16:00,100
28-09-06 15:00,101
28-09-06 14:00,86
28-09-06 13:00,76
28-09-06 12:00,79
28-09-06 11:00,78
28-09-06 10:00,84
28-09-06 09:00,97
28-09-06 08:00,90
28-09-06 07:00,95
28-09-06 06:00,66
28-09-06 05:00,47
28-09-06 04:00,26
28-09-06 03:00,32
28-09-06 02:00,35
28-09-06 01:00,23
28-09-06 00:00,35
27-09-06 23:00,33
27-09-06 22:00,40
27-09-06 21:00,45
27-09-06 20:00,66
27-09-06 19:00,55
27-09-06 18:00,56
27-09-06 17:00,105
27-09-06 16:00,97
27-09-06 15:00,85
27-09-06 14:00,81
27-09-06 13:00,73
27-09-06 12:00,63
27-09-06 11:00,54
27-09-06 10:00,46
27-09-06 09:00,55
27-09-06 08:00,65
27-09-06 07:00,67
27-09-06 06:00,54
27-09-06 05:00,36
27-09-06 04:00,29
27-09-06 03:00,25
27-09-06 02:00,33
27-09-06 01:00,32
27-09-06 00:00,35
26-09-06 23:00,42
26-09-06 22:00,49
26-09-06 21:00,61
26-09-06 20:00,71
26-09-06 19:00,93
26-09-06 18:00,95
26-09-06 17:00,82
26-09-06 16:00,124
26-09-06 15:00,105
26-09-06 14:00,71
26-09-06 13:00,73
26-09-06 12:00,59
26-09-06 11:00,43
26-09-06 10:00,53
26-09-06 09:00,77
26-09-06 08:00,96
26-09-06 07:00,102
26-09-06 06:00,90
26-09-06 05:00,81
26-09-06 04:00,53
26-09-06 03:00,46
26-09-06 02:00,48
26-09-06 01:00,53
26-09-06 00:00,53
25-09-06 23:00,81
25-09-06 22:00,87
25-09-06 21:00,77
25-09-06 20:00,124
25-09-06 19:00,124
25-09-06 18:00,102
25-09-06 17:00,59
25-09-06 16:00,62
25-09-06 15:00,64
25-09-06 14:00,55
25-09-06 13:00,44
25-09-06 12:00,42
25-09-06 11:00,38
25-09-06 10:00,43
25-09-06 09:00,52
25-09-06 08:00,69
25-09-06 07:00,129
25-09-06 06:00,105
25-09-06 05:00,80
25-09-06 04:00,41
25-09-06 03:00,31
25-09-06 02:00,33
25-09-06 01:00,34
25-09-06 00:00,15
24-09-06 23:00,42
24-09-06 22:00,28
24-09-06 21:00,24
24-09-06 20:00,37
24-09-06 19:00,38
24-09-06 18:00,37
24-09-06 17:00,34
24-09-06 16:00,27
24-09-06 15:00,28
24-09-06 14:00,28
24-09-06 13:00,26
24-09-06 12:00,21
24-09-06 11:00,27
24-09-06 10:00,26
24-09-06 09:00,22
24-09-06 08:00,17
24-09-06 07:00,17
24-09-06 06:00,13
