Datum Zeit,Schwartenberg PM2.5
,µg/m³
30-09-06,
29-09-06,20.66
28-09-06,
27-09-06,10.02
26-09-06,
25-09-06,17.63
24-09-06,
23-09-06,13.00
22-09-06,
21-09-06,15.45
20-09-06,
19-09-06,
18-09-06,
17-09-06,16.31
16-09-06,
15-09-06,22.52
14-09-06,
13-09-06,22.08
12-09-06,
11-09-06,12.50
10-09-06,
09-09-06,3.39
08-09-06,
07-09-06,10.49
06-09-06,
05-09-06,7.12
04-09-06,
03-09-06,5.57
02-09-06,
01-09-06,4.69

