Datum Zeit,Dresden-Nord PM10
,µg/m³
30-09-06,44
29-09-06,41
28-09-06,33
27-09-06,40
26-09-06,70
25-09-06,49
24-09-06,31
23-09-06,36
22-09-06,45
21-09-06,42
20-09-06,39
19-09-06,61
18-09-06,54
17-09-06,33
16-09-06,40
15-09-06,
14-09-06,
13-09-06,
12-09-06,43
11-09-06,38
10-09-06,20
09-09-06,24
08-09-06,29
07-09-06,47
06-09-06,48
05-09-06,29
04-09-06,23
03-09-06,20
02-09-06,31
01-09-06,37

