Datum Zeit,Dresden-Bergstraße NO2
,µg/m³
01-08-06 00:00,32
31-07-06 23:00,39
31-07-06 22:00,47
31-07-06 21:00,45
31-07-06 20:00,61
31-07-06 19:00,71
31-07-06 18:00,70
31-07-06 17:00,70
31-07-06 16:00,78
31-07-06 15:00,78
31-07-06 14:00,76
31-07-06 13:00,76
31-07-06 12:00,64
31-07-06 11:00,55
31-07-06 10:00,60
31-07-06 09:00,60
31-07-06 08:00,56
31-07-06 07:00,63
31-07-06 06:00,80
31-07-06 05:00,68
31-07-06 04:00,50
31-07-06 03:00,19
31-07-06 02:00,24
31-07-06 01:00,34
31-07-06 00:00,43
30-07-06 23:00,72
30-07-06 22:00,74
30-07-06 21:00,102
30-07-06 20:00,73
30-07-06 19:00,81
30-07-06 18:00,74
30-07-06 17:00,63
30-07-06 16:00,71
30-07-06 15:00,52
30-07-06 14:00,54
30-07-06 13:00,47
30-07-06 12:00,52
30-07-06 11:00,38
30-07-06 10:00,40
30-07-06 09:00,43
30-07-06 08:00,40
30-07-06 07:00,44
30-07-06 06:00,44
30-07-06 05:00,43
30-07-06 04:00,40
30-07-06 03:00,33
30-07-06 02:00,45
30-07-06 01:00,49
30-07-06 00:00,66
29-07-06 23:00,67
29-07-06 22:00,61
29-07-06 21:00,71
29-07-06 20:00,79
29-07-06 19:00,80
29-07-06 18:00,94
29-07-06 17:00,75
29-07-06 16:00,56
29-07-06 15:00,54
29-07-06 14:00,57
29-07-06 13:00,46
29-07-06 12:00,58
29-07-06 11:00,57
29-07-06 10:00,60
29-07-06 09:00,59
29-07-06 08:00,46
29-07-06 07:00,43
29-07-06 06:00,47
29-07-06 05:00,43
29-07-06 04:00,45
29-07-06 03:00,36
29-07-06 02:00,45
29-07-06 01:00,43
29-07-06 00:00,50
28-07-06 23:00,56
28-07-06 22:00,59
28-07-06 21:00,81
28-07-06 20:00,89
28-07-06 19:00,86
28-07-06 18:00,82
28-07-06 17:00,175
28-07-06 16:00,177
28-07-06 15:00,132
28-07-06 14:00,151
28-07-06 13:00,128
28-07-06 12:00,108
28-07-06 11:00,95
28-07-06 10:00,108
28-07-06 09:00,115
28-07-06 08:00,93
28-07-06 07:00,100
28-07-06 06:00,84
28-07-06 05:00,55
28-07-06 04:00,53
28-07-06 03:00,42
28-07-06 02:00,45
28-07-06 01:00,52
28-07-06 00:00,50
27-07-06 23:00,79
27-07-06 22:00,73
27-07-06 21:00,52
27-07-06 20:00,112
27-07-06 19:00,134
27-07-06 18:00,130
27-07-06 17:00,121
27-07-06 16:00,141
27-07-06 15:00,136
27-07-06 14:00,137
27-07-06 13:00,107
27-07-06 12:00,128
27-07-06 11:00,146
27-07-06 10:00,127
27-07-06 09:00,119
27-07-06 08:00,95
27-07-06 07:00,83
27-07-06 06:00,78
27-07-06 05:00,67
27-07-06 04:00,50
27-07-06 03:00,43
27-07-06 02:00,34
27-07-06 01:00,44
27-07-06 00:00,48
26-07-06 23:00,73
26-07-06 22:00,77
26-07-06 21:00,88
26-07-06 20:00,95
26-07-06 19:00,122
26-07-06 18:00,145
26-07-06 17:00,158
26-07-06 16:00,166
26-07-06 15:00,143
26-07-06 14:00,130
26-07-06 13:00,121
26-07-06 12:00,90
26-07-06 11:00,120
26-07-06 10:00,108
26-07-06 09:00,115
26-07-06 08:00,110
26-07-06 07:00,83
26-07-06 06:00,69
26-07-06 05:00,57
26-07-06 04:00,50
26-07-06 03:00,34
26-07-06 02:00,45
26-07-06 01:00,56
26-07-06 00:00,71
25-07-06 23:00,82
25-07-06 22:00,96
25-07-06 21:00,115
25-07-06 20:00,102
25-07-06 19:00,99
25-07-06 18:00,103
25-07-06 17:00,120
25-07-06 16:00,132
25-07-06 15:00,115
25-07-06 14:00,115
25-07-06 13:00,116
25-07-06 12:00,114
25-07-06 11:00,97
25-07-06 10:00,85
25-07-06 09:00,92
25-07-06 08:00,99
25-07-06 07:00,90
25-07-06 06:00,67
25-07-06 05:00,56
25-07-06 04:00,44
25-07-06 03:00,42
25-07-06 02:00,34
25-07-06 01:00,42
25-07-06 00:00,62
24-07-06 23:00,85
24-07-06 22:00,78
24-07-06 21:00,75
24-07-06 20:00,75
24-07-06 19:00,80
24-07-06 18:00,85
24-07-06 17:00,106
24-07-06 16:00,112
24-07-06 15:00,93
24-07-06 14:00,95
24-07-06 13:00,94
24-07-06 12:00,98
24-07-06 11:00,98
24-07-06 10:00,90
24-07-06 09:00,92
24-07-06 08:00,96
24-07-06 07:00,84
24-07-06 06:00,83
24-07-06 05:00,60
24-07-06 04:00,57
24-07-06 03:00,47
24-07-06 02:00,45
24-07-06 01:00,44
24-07-06 00:00,54
23-07-06 23:00,63
23-07-06 22:00,62
23-07-06 21:00,75
23-07-06 20:00,78
23-07-06 19:00,68
23-07-06 18:00,63
23-07-06 17:00,98
23-07-06 16:00,84
23-07-06 15:00,72
23-07-06 14:00,58
23-07-06 13:00,40
23-07-06 12:00,51
23-07-06 11:00,50
23-07-06 10:00,55
23-07-06 09:00,57
23-07-06 08:00,53
23-07-06 07:00,55
23-07-06 06:00,52
23-07-06 05:00,37
23-07-06 04:00,48
23-07-06 03:00,55
23-07-06 02:00,64
23-07-06 01:00,90
23-07-06 00:00,99
22-07-06 23:00,95
22-07-06 22:00,93
22-07-06 21:00,95
22-07-06 20:00,71
22-07-06 19:00,65
22-07-06 18:00,81
22-07-06 17:00,74
22-07-06 16:00,82
22-07-06 15:00,64
22-07-06 14:00,64
22-07-06 13:00,67
22-07-06 12:00,92
22-07-06 11:00,79
22-07-06 10:00,99
22-07-06 09:00,70
22-07-06 08:00,82
22-07-06 07:00,87
22-07-06 06:00,70
22-07-06 05:00,64
22-07-06 04:00,71
22-07-06 03:00,66
22-07-06 02:00,52
22-07-06 01:00,73
22-07-06 00:00,78
21-07-06 23:00,84
21-07-06 22:00,84
21-07-06 21:00,83
21-07-06 20:00,85
21-07-06 19:00,86
21-07-06 18:00,90
21-07-06 17:00,106
21-07-06 16:00,110
21-07-06 15:00,101
21-07-06 14:00,109
21-07-06 13:00,123
21-07-06 12:00,112
21-07-06 11:00,116
21-07-06 10:00,
21-07-06 09:00,
21-07-06 08:00,
21-07-06 07:00,122
21-07-06 06:00,131
21-07-06 05:00,74
21-07-06 04:00,43
21-07-06 03:00,44
21-07-06 02:00,54
21-07-06 01:00,58
21-07-06 00:00,92
20-07-06 23:00,140
20-07-06 22:00,133
20-07-06 21:00,120
20-07-06 20:00,146
20-07-06 19:00,146
20-07-06 18:00,163
20-07-06 17:00,132
20-07-06 16:00,171
20-07-06 15:00,175
20-07-06 14:00,167
20-07-06 13:00,165
20-07-06 12:00,156
20-07-06 11:00,161
20-07-06 10:00,143
20-07-06 09:00,116
20-07-06 08:00,130
20-07-06 07:00,106
20-07-06 06:00,88
20-07-06 05:00,82
20-07-06 04:00,53
20-07-06 03:00,39
20-07-06 02:00,66
20-07-06 01:00,79
20-07-06 00:00,102
19-07-06 23:00,115
19-07-06 22:00,113
19-07-06 21:00,115
19-07-06 20:00,111
19-07-06 19:00,185
19-07-06 18:00,171
19-07-06 17:00,164
19-07-06 16:00,175
19-07-06 15:00,170
19-07-06 14:00,151
19-07-06 13:00,156
19-07-06 12:00,138
19-07-06 11:00,155
19-07-06 10:00,157
19-07-06 09:00,144
19-07-06 08:00,128
19-07-06 07:00,105
19-07-06 06:00,93
19-07-06 05:00,75
19-07-06 04:00,64
19-07-06 03:00,44
19-07-06 02:00,48
19-07-06 01:00,49
19-07-06 00:00,64
18-07-06 23:00,106
18-07-06 22:00,109
18-07-06 21:00,104
18-07-06 20:00,142
18-07-06 19:00,124
18-07-06 18:00,130
18-07-06 17:00,123
18-07-06 16:00,121
18-07-06 15:00,113
18-07-06 14:00,132
18-07-06 13:00,118
18-07-06 12:00,112
18-07-06 11:00,106
18-07-06 10:00,123
18-07-06 09:00,107
18-07-06 08:00,99
18-07-06 07:00,97
18-07-06 06:00,71
18-07-06 05:00,68
18-07-06 04:00,50
18-07-06 03:00,46
18-07-06 02:00,45
18-07-06 01:00,50
18-07-06 00:00,76
17-07-06 23:00,83
17-07-06 22:00,93
17-07-06 21:00,114
17-07-06 20:00,99
17-07-06 19:00,110
17-07-06 18:00,111
17-07-06 17:00,129
17-07-06 16:00,121
17-07-06 15:00,100
17-07-06 14:00,107
17-07-06 13:00,93
17-07-06 12:00,84
17-07-06 11:00,78
17-07-06 10:00,76
17-07-06 09:00,94
17-07-06 08:00,90
17-07-06 07:00,75
17-07-06 06:00,65
17-07-06 05:00,55
17-07-06 04:00,41
17-07-06 03:00,31
17-07-06 02:00,35
17-07-06 01:00,36
17-07-06 00:00,51
16-07-06 23:00,71
16-07-06 22:00,91
16-07-06 21:00,67
16-07-06 20:00,68
16-07-06 19:00,51
16-07-06 18:00,44
16-07-06 17:00,47
16-07-06 16:00,39
16-07-06 15:00,33
16-07-06 14:00,30
16-07-06 13:00,29
16-07-06 12:00,32
16-07-06 11:00,29
16-07-06 10:00,30
16-07-06 09:00,20
16-07-06 08:00,27
16-07-06 07:00,27
16-07-06 06:00,35
16-07-06 05:00,35
16-07-06 04:00,29
16-07-06 03:00,35
16-07-06 02:00,48
16-07-06 01:00,49
16-07-06 00:00,65
15-07-06 23:00,70
15-07-06 22:00,85
15-07-06 21:00,53
15-07-06 20:00,48
15-07-06 19:00,49
15-07-06 18:00,67
15-07-06 17:00,82
15-07-06 16:00,79
15-07-06 15:00,75
15-07-06 14:00,75
15-07-06 13:00,66
15-07-06 12:00,75
15-07-06 11:00,69
15-07-06 10:00,64
15-07-06 09:00,69
15-07-06 08:00,62
15-07-06 07:00,63
15-07-06 06:00,53
15-07-06 05:00,49
15-07-06 04:00,52
15-07-06 03:00,46
15-07-06 02:00,54
15-07-06 01:00,53
15-07-06 00:00,59
14-07-06 23:00,63
14-07-06 22:00,54
14-07-06 21:00,67
14-07-06 20:00,69
14-07-06 19:00,60
14-07-06 18:00,71
14-07-06 17:00,76
14-07-06 16:00,83
14-07-06 15:00,79
14-07-06 14:00,76
14-07-06 13:00,91
14-07-06 12:00,89
14-07-06 11:00,68
14-07-06 10:00,54
14-07-06 09:00,70
14-07-06 08:00,59
14-07-06 07:00,63
14-07-06 06:00,73
14-07-06 05:00,55
14-07-06 04:00,33
14-07-06 03:00,28
14-07-06 02:00,36
14-07-06 01:00,46
14-07-06 00:00,53
13-07-06 23:00,48
13-07-06 22:00,36
13-07-06 21:00,69
13-07-06 20:00,111
13-07-06 19:00,115
13-07-06 18:00,141
13-07-06 17:00,157
13-07-06 16:00,152
13-07-06 15:00,164
13-07-06 14:00,147
13-07-06 13:00,141
13-07-06 12:00,136
