Datum Zeit,Plauen-DWD O3
,µg/m³
01-08-06 00:00,9
31-07-06 23:00,8
31-07-06 22:00,13
31-07-06 21:00,19
31-07-06 20:00,26
31-07-06 19:00,41
31-07-06 18:00,35
31-07-06 17:00,64
31-07-06 16:00,70
31-07-06 15:00,83
31-07-06 14:00,83
31-07-06 13:00,77
31-07-06 12:00,78
31-07-06 11:00,74
31-07-06 10:00,75
31-07-06 09:00,75
31-07-06 08:00,50
31-07-06 07:00,24
31-07-06 06:00,8
31-07-06 05:00,17
31-07-06 04:00,24
31-07-06 03:00,32
31-07-06 02:00,54
31-07-06 01:00,66
31-07-06 00:00,73
30-07-06 23:00,56
30-07-06 22:00,51
30-07-06 21:00,43
30-07-06 20:00,65
30-07-06 19:00,130
30-07-06 18:00,90
30-07-06 17:00,108
30-07-06 16:00,142
30-07-06 15:00,140
30-07-06 14:00,134
30-07-06 13:00,134
30-07-06 12:00,144
30-07-06 11:00,139
30-07-06 10:00,119
30-07-06 09:00,62
30-07-06 08:00,40
30-07-06 07:00,22
30-07-06 06:00,8
30-07-06 05:00,7
30-07-06 04:00,9
30-07-06 03:00,10
30-07-06 02:00,14
30-07-06 01:00,18
30-07-06 00:00,23
29-07-06 23:00,41
29-07-06 22:00,42
29-07-06 21:00,65
29-07-06 20:00,102
29-07-06 19:00,116
29-07-06 18:00,137
29-07-06 17:00,136
29-07-06 16:00,129
29-07-06 15:00,125
29-07-06 14:00,108
29-07-06 13:00,125
29-07-06 12:00,129
29-07-06 11:00,113
29-07-06 10:00,87
29-07-06 09:00,65
29-07-06 08:00,33
29-07-06 07:00,5
29-07-06 06:00,5
29-07-06 05:00,6
29-07-06 04:00,10
29-07-06 03:00,14
29-07-06 02:00,15
29-07-06 01:00,22
29-07-06 00:00,24
28-07-06 23:00,29
28-07-06 22:00,44
28-07-06 21:00,55
28-07-06 20:00,88
28-07-06 19:00,99
28-07-06 18:00,109
28-07-06 17:00,139
28-07-06 16:00,155
28-07-06 15:00,180
28-07-06 14:00,161
28-07-06 13:00,141
28-07-06 12:00,119
28-07-06 11:00,89
28-07-06 10:00,88
28-07-06 09:00,78
28-07-06 08:00,40
28-07-06 07:00,21
28-07-06 06:00,12
28-07-06 05:00,18
28-07-06 04:00,28
28-07-06 03:00,64
28-07-06 02:00,104
28-07-06 01:00,126
28-07-06 00:00,137
27-07-06 23:00,141
27-07-06 22:00,153
27-07-06 21:00,142
27-07-06 20:00,148
27-07-06 19:00,169
27-07-06 18:00,177
27-07-06 17:00,190
27-07-06 16:00,204
27-07-06 15:00,192
27-07-06 14:00,191
27-07-06 13:00,187
27-07-06 12:00,181
27-07-06 11:00,167
27-07-06 10:00,128
27-07-06 09:00,67
27-07-06 08:00,47
27-07-06 07:00,12
27-07-06 06:00,9
27-07-06 05:00,9
27-07-06 04:00,16
27-07-06 03:00,24
27-07-06 02:00,14
27-07-06 01:00,18
27-07-06 00:00,19
26-07-06 23:00,19
26-07-06 22:00,30
26-07-06 21:00,51
26-07-06 20:00,58
26-07-06 19:00,61
26-07-06 18:00,80
26-07-06 17:00,81
26-07-06 16:00,132
26-07-06 15:00,152
26-07-06 14:00,164
26-07-06 13:00,152
26-07-06 12:00,169
26-07-06 11:00,152
26-07-06 10:00,96
26-07-06 09:00,75
26-07-06 08:00,41
26-07-06 07:00,10
26-07-06 06:00,10
26-07-06 05:00,21
26-07-06 04:00,38
26-07-06 03:00,38
26-07-06 02:00,49
26-07-06 01:00,65
26-07-06 00:00,70
25-07-06 23:00,87
25-07-06 22:00,101
25-07-06 21:00,121
25-07-06 20:00,155
25-07-06 19:00,167
25-07-06 18:00,171
25-07-06 17:00,178
25-07-06 16:00,175
25-07-06 15:00,173
25-07-06 14:00,174
25-07-06 13:00,172
25-07-06 12:00,158
25-07-06 11:00,135
25-07-06 10:00,99
25-07-06 09:00,61
25-07-06 08:00,44
25-07-06 07:00,10
25-07-06 06:00,9
25-07-06 05:00,15
25-07-06 04:00,22
25-07-06 03:00,32
25-07-06 02:00,41
25-07-06 01:00,64
25-07-06 00:00,84
24-07-06 23:00,102
24-07-06 22:00,119
24-07-06 21:00,156
24-07-06 20:00,177
24-07-06 19:00,185
24-07-06 18:00,183
24-07-06 17:00,173
24-07-06 16:00,168
24-07-06 15:00,168
24-07-06 14:00,164
24-07-06 13:00,160
24-07-06 12:00,158
24-07-06 11:00,146
24-07-06 10:00,117
24-07-06 09:00,89
24-07-06 08:00,37
24-07-06 07:00,12
24-07-06 06:00,7
24-07-06 05:00,9
24-07-06 04:00,16
24-07-06 03:00,20
24-07-06 02:00,24
24-07-06 01:00,24
24-07-06 00:00,28
23-07-06 23:00,41
23-07-06 22:00,51
23-07-06 21:00,82
23-07-06 20:00,92
23-07-06 19:00,134
23-07-06 18:00,151
23-07-06 17:00,151
23-07-06 16:00,127
23-07-06 15:00,138
23-07-06 14:00,159
23-07-06 13:00,154
23-07-06 12:00,149
23-07-06 11:00,144
23-07-06 10:00,136
23-07-06 09:00,108
23-07-06 08:00,83
23-07-06 07:00,88
23-07-06 06:00,75
23-07-06 05:00,70
23-07-06 04:00,75
23-07-06 03:00,98
23-07-06 02:00,96
23-07-06 01:00,114
23-07-06 00:00,127
22-07-06 23:00,132
22-07-06 22:00,149
22-07-06 21:00,101
22-07-06 20:00,119
22-07-06 19:00,130
22-07-06 18:00,136
22-07-06 17:00,142
22-07-06 16:00,150
22-07-06 15:00,148
22-07-06 14:00,153
22-07-06 13:00,150
22-07-06 12:00,159
22-07-06 11:00,157
22-07-06 10:00,112
22-07-06 09:00,79
22-07-06 08:00,47
22-07-06 07:00,12
22-07-06 06:00,4
22-07-06 05:00,2
22-07-06 04:00,3
22-07-06 03:00,7
22-07-06 02:00,8
22-07-06 01:00,10
22-07-06 00:00,21
21-07-06 23:00,47
21-07-06 22:00,78
21-07-06 21:00,114
21-07-06 20:00,143
21-07-06 19:00,163
21-07-06 18:00,163
21-07-06 17:00,162
21-07-06 16:00,165
21-07-06 15:00,151
21-07-06 14:00,105
21-07-06 13:00,149
21-07-06 12:00,174
21-07-06 11:00,182
21-07-06 10:00,167
21-07-06 09:00,133
21-07-06 08:00,96
21-07-06 07:00,68
21-07-06 06:00,50
21-07-06 05:00,73
21-07-06 04:00,113
21-07-06 03:00,119
21-07-06 02:00,100
21-07-06 01:00,93
21-07-06 00:00,116
20-07-06 23:00,109
20-07-06 22:00,108
20-07-06 21:00,130
20-07-06 20:00,175
20-07-06 19:00,193
20-07-06 18:00,196
20-07-06 17:00,197
20-07-06 16:00,189
20-07-06 15:00,190
20-07-06 14:00,187
20-07-06 13:00,181
20-07-06 12:00,180
20-07-06 11:00,176
20-07-06 10:00,153
20-07-06 09:00,122
20-07-06 08:00,65
20-07-06 07:00,41
20-07-06 06:00,45
20-07-06 05:00,55
20-07-06 04:00,60
20-07-06 03:00,83
20-07-06 02:00,79
20-07-06 01:00,74
20-07-06 00:00,80
19-07-06 23:00,95
19-07-06 22:00,126
19-07-06 21:00,173
19-07-06 20:00,176
19-07-06 19:00,155
19-07-06 18:00,162
19-07-06 17:00,160
19-07-06 16:00,162
19-07-06 15:00,166
19-07-06 14:00,176
19-07-06 13:00,179
19-07-06 12:00,170
19-07-06 11:00,162
19-07-06 10:00,137
19-07-06 09:00,80
19-07-06 08:00,43
19-07-06 07:00,30
19-07-06 06:00,37
19-07-06 05:00,45
19-07-06 04:00,51
19-07-06 03:00,59
19-07-06 02:00,65
19-07-06 01:00,60
19-07-06 00:00,59
18-07-06 23:00,74
18-07-06 22:00,88
18-07-06 21:00,114
18-07-06 20:00,143
18-07-06 19:00,154
18-07-06 18:00,154
18-07-06 17:00,148
18-07-06 16:00,153
18-07-06 15:00,154
18-07-06 14:00,154
18-07-06 13:00,150
18-07-06 12:00,144
18-07-06 11:00,136
18-07-06 10:00,124
18-07-06 09:00,64
18-07-06 08:00,32
18-07-06 07:00,26
18-07-06 06:00,20
18-07-06 05:00,30
18-07-06 04:00,36
18-07-06 03:00,37
18-07-06 02:00,29
18-07-06 01:00,30
18-07-06 00:00,52
17-07-06 23:00,62
17-07-06 22:00,83
17-07-06 21:00,115
17-07-06 20:00,132
17-07-06 19:00,137
17-07-06 18:00,135
17-07-06 17:00,132
17-07-06 16:00,127
17-07-06 15:00,120
17-07-06 14:00,113
17-07-06 13:00,101
17-07-06 12:00,95
17-07-06 11:00,89
17-07-06 10:00,79
17-07-06 09:00,55
17-07-06 08:00,31
17-07-06 07:00,12
17-07-06 06:00,6
17-07-06 05:00,8
17-07-06 04:00,17
17-07-06 03:00,9
17-07-06 02:00,13
17-07-06 01:00,26
17-07-06 00:00,30
16-07-06 23:00,43
16-07-06 22:00,67
16-07-06 21:00,86
16-07-06 20:00,96
16-07-06 19:00,97
16-07-06 18:00,99
16-07-06 17:00,100
16-07-06 16:00,100
16-07-06 15:00,99
16-07-06 14:00,98
16-07-06 13:00,93
16-07-06 12:00,88
16-07-06 11:00,82
16-07-06 10:00,76
16-07-06 09:00,63
16-07-06 08:00,39
16-07-06 07:00,21
16-07-06 06:00,14
16-07-06 05:00,11
16-07-06 04:00,16
16-07-06 03:00,22
16-07-06 02:00,18
16-07-06 01:00,32
16-07-06 00:00,39
15-07-06 23:00,51
15-07-06 22:00,63
15-07-06 21:00,87
15-07-06 20:00,109
15-07-06 19:00,110
15-07-06 18:00,112
15-07-06 17:00,114
15-07-06 16:00,116
15-07-06 15:00,112
15-07-06 14:00,112
15-07-06 13:00,107
15-07-06 12:00,97
15-07-06 11:00,91
15-07-06 10:00,85
15-07-06 09:00,67
15-07-06 08:00,50
15-07-06 07:00,35
15-07-06 06:00,15
15-07-06 05:00,13
15-07-06 04:00,24
15-07-06 03:00,33
15-07-06 02:00,39
15-07-06 01:00,46
15-07-06 00:00,45
14-07-06 23:00,58
14-07-06 22:00,76
14-07-06 21:00,91
14-07-06 20:00,103
14-07-06 19:00,114
14-07-06 18:00,108
14-07-06 17:00,121
14-07-06 16:00,126
14-07-06 15:00,109
14-07-06 14:00,94
14-07-06 13:00,92
14-07-06 12:00,80
14-07-06 11:00,77
14-07-06 10:00,77
14-07-06 09:00,79
14-07-06 08:00,82
14-07-06 07:00,78
14-07-06 06:00,73
14-07-06 05:00,64
14-07-06 04:00,37
14-07-06 03:00,33
14-07-06 02:00,45
14-07-06 01:00,55
14-07-06 00:00,64
13-07-06 23:00,68
13-07-06 22:00,80
13-07-06 21:00,117
13-07-06 20:00,113
13-07-06 19:00,129
13-07-06 18:00,126
13-07-06 17:00,128
13-07-06 16:00,136
13-07-06 15:00,142
13-07-06 14:00,143
13-07-06 13:00,132
13-07-06 12:00,146
13-07-06 11:00,142
13-07-06 10:00,92
13-07-06 09:00,85
13-07-06 08:00,65
13-07-06 07:00,14
13-07-06 06:00,7
13-07-06 05:00,5
13-07-06 04:00,9
13-07-06 03:00,20
13-07-06 02:00,30
13-07-06 01:00,43
13-07-06 00:00,65
12-07-06 23:00,78
12-07-06 22:00,111
12-07-06 21:00,126
12-07-06 20:00,146
12-07-06 19:00,148
12-07-06 18:00,147
12-07-06 17:00,147
12-07-06 16:00,143
12-07-06 15:00,135
12-07-06 14:00,122
12-07-06 13:00,113
12-07-06 12:00,103
12-07-06 11:00,92
12-07-06 10:00,88
12-07-06 09:00,83
12-07-06 08:00,76
12-07-06 07:00,68
12-07-06 06:00,69
12-07-06 05:00,69
12-07-06 04:00,74
12-07-06 03:00,75
12-07-06 02:00,69
12-07-06 01:00,61
12-07-06 00:00,48
11-07-06 23:00,57
11-07-06 22:00,71
11-07-06 21:00,100
11-07-06 20:00,119
11-07-06 19:00,129
11-07-06 18:00,139
11-07-06 17:00,144
11-07-06 16:00,137
11-07-06 15:00,130
11-07-06 14:00,114
11-07-06 13:00,120
11-07-06 12:00,122
11-07-06 11:00,118
11-07-06 10:00,102
11-07-06 09:00,52
11-07-06 08:00,21
11-07-06 07:00,17
11-07-06 06:00,11
11-07-06 05:00,14
11-07-06 04:00,16
11-07-06 03:00,11
11-07-06 02:00,16
11-07-06 01:00,21
11-07-06 00:00,24
10-07-06 23:00,28
10-07-06 22:00,52
10-07-06 21:00,80
10-07-06 20:00,99
10-07-06 19:00,110
10-07-06 18:00,110
10-07-06 17:00,108
10-07-06 16:00,103
10-07-06 15:00,
10-07-06 14:00,
10-07-06 13:00,
10-07-06 12:00,87
10-07-06 11:00,89
10-07-06 10:00,91
10-07-06 09:00,76
10-07-06 08:00,53
10-07-06 07:00,28
10-07-06 06:00,11
10-07-06 05:00,20
10-07-06 04:00,29
10-07-06 03:00,36
10-07-06 02:00,42
10-07-06 01:00,49
10-07-06 00:00,52
09-07-06 23:00,53
09-07-06 22:00,62
09-07-06 21:00,66
09-07-06 20:00,84
09-07-06 19:00,103
09-07-06 18:00,102
09-07-06 17:00,105
09-07-06 16:00,107
09-07-06 15:00,106
09-07-06 14:00,106
09-07-06 13:00,107
09-07-06 12:00,105
09-07-06 11:00,103
09-07-06 10:00,95
09-07-06 09:00,75
09-07-06 08:00,58
09-07-06 07:00,23
09-07-06 06:00,20
09-07-06 05:00,13
09-07-06 04:00,13
09-07-06 03:00,14
09-07-06 02:00,15
09-07-06 01:00,12
09-07-06 00:00,15
08-07-06 23:00,27
08-07-06 22:00,32
08-07-06 21:00,59
08-07-06 20:00,82
08-07-06 19:00,94
08-07-06 18:00,104
08-07-06 17:00,118
08-07-06 16:00,118
08-07-06 15:00,122
08-07-06 14:00,119
08-07-06 13:00,103
08-07-06 12:00,93
08-07-06 11:00,95
08-07-06 10:00,91
08-07-06 09:00,72
08-07-06 08:00,58
08-07-06 07:00,52
08-07-06 06:00,32
08-07-06 05:00,30
08-07-06 04:00,65
08-07-06 03:00,56
08-07-06 02:00,71
08-07-06 01:00,49
08-07-06 00:00,38
07-07-06 23:00,49
07-07-06 22:00,75
07-07-06 21:00,100
07-07-06 20:00,78
07-07-06 19:00,88
07-07-06 18:00,92
07-07-06 17:00,80
07-07-06 16:00,89
07-07-06 15:00,77
07-07-06 14:00,63
07-07-06 13:00,58
07-07-06 12:00,57
07-07-06 11:00,71
07-07-06 10:00,63
07-07-06 09:00,57
07-07-06 08:00,50
07-07-06 07:00,61
07-07-06 06:00,63
07-07-06 05:00,81
07-07-06 04:00,107
07-07-06 03:00,122
07-07-06 02:00,104
07-07-06 01:00,72
07-07-06 00:00,89
06-07-06 23:00,113
06-07-06 22:00,135
06-07-06 21:00,145
06-07-06 20:00,156
06-07-06 19:00,161
06-07-06 18:00,161
06-07-06 17:00,159
06-07-06 16:00,154
06-07-06 15:00,156
06-07-06 14:00,158
06-07-06 13:00,149
06-07-06 12:00,143
06-07-06 11:00,138
06-07-06 10:00,126
06-07-06 09:00,122
06-07-06 08:00,95
06-07-06 07:00,77
06-07-06 06:00,75
06-07-06 05:00,82
06-07-06 04:00,93
06-07-06 03:00,89
06-07-06 02:00,89
06-07-06 01:00,92
06-07-06 00:00,100
05-07-06 23:00,103
05-07-06 22:00,104
05-07-06 21:00,108
05-07-06 20:00,115
05-07-06 19:00,125
05-07-06 18:00,123
05-07-06 17:00,124
05-07-06 16:00,126
05-07-06 15:00,123
05-07-06 14:00,115
05-07-06 13:00,107
05-07-06 12:00,109
05-07-06 11:00,107
05-07-06 10:00,96
05-07-06 09:00,89
05-07-06 08:00,78
05-07-06 07:00,74
05-07-06 06:00,57
05-07-06 05:00,73
05-07-06 04:00,81
05-07-06 03:00,82
05-07-06 02:00,84
05-07-06 01:00,101
05-07-06 00:00,97
04-07-06 23:00,88
04-07-06 22:00,99
04-07-06 21:00,99
04-07-06 20:00,105
04-07-06 19:00,112
04-07-06 18:00,114
04-07-06 17:00,117
04-07-06 16:00,114
04-07-06 15:00,112
04-07-06 14:00,107
04-07-06 13:00,105
04-07-06 12:00,102
04-07-06 11:00,93
04-07-06 10:00,89
04-07-06 09:00,68
04-07-06 08:00,38
04-07-06 07:00,31
04-07-06 06:00,15
04-07-06 05:00,8
04-07-06 04:00,20
04-07-06 03:00,31
04-07-06 02:00,40
04-07-06 01:00,47
04-07-06 00:00,57
03-07-06 23:00,75
03-07-06 22:00,102
03-07-06 21:00,109
03-07-06 20:00,113
03-07-06 19:00,112
03-07-06 18:00,111
03-07-06 17:00,112
03-07-06 16:00,109
03-07-06 15:00,104
03-07-06 14:00,105
03-07-06 13:00,101
03-07-06 12:00,96
03-07-06 11:00,80
03-07-06 10:00,69
03-07-06 09:00,71
03-07-06 08:00,24
03-07-06 07:00,15
03-07-06 06:00,6
03-07-06 05:00,2
03-07-06 04:00,5
03-07-06 03:00,14
03-07-06 02:00,26
03-07-06 01:00,39
03-07-06 00:00,52
02-07-06 23:00,73
02-07-06 22:00,96
02-07-06 21:00,99
02-07-06 20:00,107
02-07-06 19:00,118
02-07-06 18:00,126
02-07-06 17:00,119
02-07-06 16:00,119
02-07-06 15:00,116
02-07-06 14:00,111
02-07-06 13:00,106
02-07-06 12:00,99
02-07-06 11:00,91
02-07-06 10:00,86
02-07-06 09:00,73
02-07-06 08:00,42
02-07-06 07:00,24
02-07-06 06:00,9
02-07-06 05:00,5
02-07-06 04:00,8
02-07-06 03:00,13
02-07-06 02:00,18
02-07-06 01:00,28
02-07-06 00:00,40
01-07-06 23:00,57
01-07-06 22:00,71
01-07-06 21:00,95
01-07-06 20:00,110
01-07-06 19:00,120
01-07-06 18:00,119
01-07-06 17:00,114
01-07-06 16:00,112
01-07-06 15:00,117
01-07-06 14:00,119
01-07-06 13:00,116
01-07-06 12:00,107
01-07-06 11:00,94
01-07-06 10:00,79
01-07-06 09:00,59
01-07-06 08:00,45
01-07-06 07:00,27
01-07-06 06:00,6
01-07-06 05:00,2
01-07-06 04:00,1
01-07-06 03:00,8
01-07-06 02:00,16
01-07-06 01:00,30

