Datum Zeit,Dresden-Winckelmannstr. PM2.5
,µg/m³
31-05-11,13.76
30-05-11,9.26
29-05-11,8.83
28-05-11,7.72
27-05-11,5.82
26-05-11,10.20
25-05-11,8.80
24-05-11,
23-05-11,9.97
22-05-11,15.83
21-05-11,14.12
20-05-11,12.62
19-05-11,13.92
18-05-11,9.41
17-05-11,7.05
16-05-11,8.50
15-05-11,7.73
14-05-11,15.47
13-05-11,12.14
12-05-11,18.36
11-05-11,15.54
10-05-11,14.38
09-05-11,13.88
08-05-11,15.18
07-05-11,14.78
06-05-11,17.10
05-05-11,10.97
04-05-11,11.66
03-05-11,7.32
02-05-11,14.33
01-05-11,16.26

