Datum Zeit,Brockau PM10
,µg/m³
31-05-11,18
30-05-11,11
29-05-11,10
28-05-11,12
27-05-11,10
26-05-11,17
25-05-11,16
24-05-11,19
23-05-11,14
22-05-11,15
21-05-11,13
20-05-11,11
19-05-11,12
18-05-11,12
17-05-11,13
16-05-11,11
15-05-11,11
14-05-11,21
13-05-11,14
12-05-11,18
11-05-11,25
10-05-11,20
09-05-11,20
08-05-11,19
07-05-11,16
06-05-11,15
05-05-11,12
04-05-11,13
03-05-11,11
02-05-11,20
01-05-11,25

