Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
31-05-11,20
30-05-11,20
29-05-11,14
28-05-11,13
27-05-11,16
26-05-11,23
25-05-11,20
24-05-11,22
23-05-11,16
22-05-11,15
21-05-11,16
20-05-11,15
19-05-11,13
18-05-11,12
17-05-11,13
16-05-11,13
15-05-11,12
14-05-11,19
13-05-11,14
12-05-11,23
11-05-11,25
10-05-11,26
09-05-11,21
08-05-11,16
07-05-11,18
06-05-11,23
05-05-11,17
04-05-11,16
03-05-11,12
02-05-11,23
01-05-11,16

