Datum Zeit,Dresden-Nord PM10
,µg/m³
31-05-11,24
30-05-11,21
29-05-11,20
28-05-11,19
27-05-11,23
26-05-11,29
25-05-11,25
24-05-11,30
23-05-11,20
22-05-11,23
21-05-11,24
20-05-11,25
19-05-11,23
18-05-11,20
17-05-11,23
16-05-11,20
15-05-11,14
14-05-11,22
13-05-11,25
12-05-11,32
11-05-11,32
10-05-11,29
09-05-11,26
08-05-11,22
07-05-11,23
06-05-11,27
05-05-11,17
04-05-11,21
03-05-11,12
02-05-11,22
01-05-11,21

