Datum Zeit,Goerlitz PM10
,µg/m³
31-05-11,28
30-05-11,23
29-05-11,19
28-05-11,19
27-05-11,22
26-05-11,26
25-05-11,26
24-05-11,28
23-05-11,18
22-05-11,22
21-05-11,21
20-05-11,25
19-05-11,23
18-05-11,20
17-05-11,21
16-05-11,18
15-05-11,14
14-05-11,24
13-05-11,24
12-05-11,33
11-05-11,31
10-05-11,29
09-05-11,27
08-05-11,23
07-05-11,25
06-05-11,34
05-05-11,24
04-05-11,41
03-05-11,16
02-05-11,21
01-05-11,19

