Datum Zeit,Annaberg-Buchholz NO
,µg/m³
01-01-02 00:00,1
31-12-01 23:00,1
31-12-01 22:00,1
31-12-01 21:00,1
31-12-01 20:00,1
31-12-01 19:00,1
31-12-01 18:00,1
31-12-01 17:00,1
31-12-01 16:00,2
31-12-01 15:00,3
31-12-01 14:00,15
31-12-01 13:00,
31-12-01 12:00,6
31-12-01 11:00,5
31-12-01 10:00,2
31-12-01 09:00,2
31-12-01 08:00,1
31-12-01 07:00,3
31-12-01 06:00,1
31-12-01 05:00,4
31-12-01 04:00,1
31-12-01 03:00,1
31-12-01 02:00,1
31-12-01 01:00,1
31-12-01 00:00,1
30-12-01 23:00,3
30-12-01 22:00,2
30-12-01 21:00,5
30-12-01 20:00,5
30-12-01 19:00,8
30-12-01 18:00,4
30-12-01 17:00,9
30-12-01 16:00,3
30-12-01 15:00,4
30-12-01 14:00,
30-12-01 13:00,6
30-12-01 12:00,7
30-12-01 11:00,5
30-12-01 10:00,2
30-12-01 09:00,2
30-12-01 08:00,1
30-12-01 07:00,1
30-12-01 06:00,5
30-12-01 05:00,5
30-12-01 04:00,4
30-12-01 03:00,1
30-12-01 02:00,1
30-12-01 01:00,5
30-12-01 00:00,5
29-12-01 23:00,5
29-12-01 22:00,8
29-12-01 21:00,12
29-12-01 20:00,6
29-12-01 19:00,17
29-12-01 18:00,12
29-12-01 17:00,18
29-12-01 16:00,20
29-12-01 15:00,22
29-12-01 14:00,
29-12-01 13:00,15
29-12-01 12:00,18
29-12-01 11:00,13
29-12-01 10:00,17
29-12-01 09:00,8
29-12-01 08:00,4
29-12-01 07:00,7
29-12-01 06:00,7
29-12-01 05:00,3
29-12-01 04:00,2
29-12-01 03:00,1
29-12-01 02:00,2
29-12-01 01:00,3
29-12-01 00:00,2
28-12-01 23:00,3
28-12-01 22:00,2
28-12-01 21:00,4
28-12-01 20:00,6
28-12-01 19:00,7
28-12-01 18:00,8
28-12-01 17:00,14
28-12-01 16:00,16
28-12-01 15:00,
28-12-01 14:00,
28-12-01 13:00,
28-12-01 12:00,
28-12-01 11:00,
28-12-01 10:00,
28-12-01 09:00,
28-12-01 08:00,
28-12-01 07:00,
28-12-01 06:00,
28-12-01 05:00,
28-12-01 04:00,
28-12-01 03:00,
28-12-01 02:00,
28-12-01 01:00,
28-12-01 00:00,
27-12-01 23:00,
27-12-01 22:00,
27-12-01 21:00,
27-12-01 20:00,
27-12-01 19:00,
27-12-01 18:00,
27-12-01 17:00,
27-12-01 16:00,
27-12-01 15:00,
27-12-01 14:00,
27-12-01 13:00,
27-12-01 12:00,
27-12-01 11:00,
27-12-01 10:00,
27-12-01 09:00,
27-12-01 08:00,
27-12-01 07:00,
27-12-01 06:00,
27-12-01 05:00,
27-12-01 04:00,
27-12-01 03:00,
27-12-01 02:00,
27-12-01 01:00,
27-12-01 00:00,
26-12-01 23:00,
26-12-01 22:00,
26-12-01 21:00,
26-12-01 20:00,
26-12-01 19:00,
26-12-01 18:00,
26-12-01 17:00,
26-12-01 16:00,
26-12-01 15:00,
26-12-01 14:00,
26-12-01 13:00,
26-12-01 12:00,
26-12-01 11:00,
26-12-01 10:00,
26-12-01 09:00,
26-12-01 08:00,
26-12-01 07:00,
26-12-01 06:00,
26-12-01 05:00,
26-12-01 04:00,
26-12-01 03:00,
26-12-01 02:00,
26-12-01 01:00,
26-12-01 00:00,
25-12-01 23:00,
25-12-01 22:00,
25-12-01 21:00,
25-12-01 20:00,
25-12-01 19:00,
25-12-01 18:00,
25-12-01 17:00,
25-12-01 16:00,
25-12-01 15:00,
