Datum Zeit,Dresden-Nord PM10
,µg/m³
31-12-01,26
30-12-01,17
29-12-01,17
28-12-01,9
27-12-01,18
26-12-01,13
25-12-01,5
24-12-01,7
23-12-01,18
22-12-01,20
21-12-01,22
20-12-01,18
19-12-01,21
18-12-01,23
17-12-01,35
16-12-01,31
15-12-01,65
14-12-01,75
13-12-01,43
12-12-01,14
11-12-01,19
10-12-01,59
09-12-01,60
08-12-01,27
07-12-01,40
06-12-01,27
05-12-01,33
04-12-01,32
03-12-01,42
02-12-01,50
01-12-01,40

