Datum Zeit,Collmberg NO2
,µg/m³
01-01-02 00:00,12
31-12-01 23:00,12
31-12-01 22:00,10
31-12-01 21:00,8
31-12-01 20:00,9
31-12-01 19:00,9
31-12-01 18:00,10
31-12-01 17:00,11
31-12-01 16:00,10
31-12-01 15:00,8
31-12-01 14:00,9
31-12-01 13:00,8
31-12-01 12:00,8
31-12-01 11:00,7
31-12-01 10:00,9
31-12-01 09:00,10
31-12-01 08:00,8
31-12-01 07:00,8
31-12-01 06:00,
31-12-01 05:00,5
31-12-01 04:00,4
31-12-01 03:00,4
31-12-01 02:00,4
31-12-01 01:00,7
31-12-01 00:00,7
30-12-01 23:00,9
30-12-01 22:00,9
30-12-01 21:00,10
30-12-01 20:00,11
30-12-01 19:00,12
30-12-01 18:00,13
30-12-01 17:00,14
30-12-01 16:00,13
30-12-01 15:00,13
30-12-01 14:00,11
30-12-01 13:00,9
30-12-01 12:00,9
30-12-01 11:00,6
30-12-01 10:00,8
30-12-01 09:00,6
30-12-01 08:00,5
30-12-01 07:00,5
30-12-01 06:00,
30-12-01 05:00,8
30-12-01 04:00,8
30-12-01 03:00,7
30-12-01 02:00,7
30-12-01 01:00,8
30-12-01 00:00,9
29-12-01 23:00,11
29-12-01 22:00,11
29-12-01 21:00,10
29-12-01 20:00,9
29-12-01 19:00,12
29-12-01 18:00,13
29-12-01 17:00,14
29-12-01 16:00,14
29-12-01 15:00,13
29-12-01 14:00,10
29-12-01 13:00,10
29-12-01 12:00,10
29-12-01 11:00,9
29-12-01 10:00,8
29-12-01 09:00,7
29-12-01 08:00,7
29-12-01 07:00,
29-12-01 06:00,4
29-12-01 05:00,5
29-12-01 04:00,6
29-12-01 03:00,8
29-12-01 02:00,12
29-12-01 01:00,11
29-12-01 00:00,12
28-12-01 23:00,10
28-12-01 22:00,11
28-12-01 21:00,11
28-12-01 20:00,10
28-12-01 19:00,8
28-12-01 18:00,9
28-12-01 17:00,10
28-12-01 16:00,9
28-12-01 15:00,10
28-12-01 14:00,10
28-12-01 13:00,10
28-12-01 12:00,10
28-12-01 11:00,10
28-12-01 10:00,11
28-12-01 09:00,11
28-12-01 08:00,11
28-12-01 07:00,
28-12-01 06:00,10
28-12-01 05:00,10
28-12-01 04:00,9
28-12-01 03:00,9
28-12-01 02:00,9
28-12-01 01:00,9
28-12-01 00:00,10
27-12-01 23:00,10
27-12-01 22:00,9
27-12-01 21:00,9
27-12-01 20:00,10
27-12-01 19:00,13
27-12-01 18:00,13
27-12-01 17:00,11
27-12-01 16:00,10
27-12-01 15:00,10
27-12-01 14:00,11
27-12-01 13:00,12
27-12-01 12:00,12
27-12-01 11:00,13
27-12-01 10:00,13
27-12-01 09:00,9
27-12-01 08:00,
27-12-01 07:00,9
27-12-01 06:00,9
27-12-01 05:00,9
27-12-01 04:00,9
27-12-01 03:00,11
27-12-01 02:00,13
27-12-01 01:00,13
27-12-01 00:00,13
26-12-01 23:00,10
26-12-01 22:00,10
26-12-01 21:00,11
26-12-01 20:00,11
26-12-01 19:00,11
26-12-01 18:00,9
26-12-01 17:00,7
26-12-01 16:00,7
26-12-01 15:00,6
26-12-01 14:00,7
26-12-01 13:00,6
26-12-01 12:00,9
26-12-01 11:00,9
26-12-01 10:00,10
26-12-01 09:00,10
26-12-01 08:00,
26-12-01 07:00,9
26-12-01 06:00,9
26-12-01 05:00,8
26-12-01 04:00,7
26-12-01 03:00,7
26-12-01 02:00,8
26-12-01 01:00,8
26-12-01 00:00,8
25-12-01 23:00,9
25-12-01 22:00,9
25-12-01 21:00,9
25-12-01 20:00,8
25-12-01 19:00,9
25-12-01 18:00,11
25-12-01 17:00,11
25-12-01 16:00,9
25-12-01 15:00,8
25-12-01 14:00,8
25-12-01 13:00,7
25-12-01 12:00,7
25-12-01 11:00,7
25-12-01 10:00,7
25-12-01 09:00,
25-12-01 08:00,7
25-12-01 07:00,8
25-12-01 06:00,8
25-12-01 05:00,8
25-12-01 04:00,8
25-12-01 03:00,9
25-12-01 02:00,10
25-12-01 01:00,11
25-12-01 00:00,11
24-12-01 23:00,11
24-12-01 22:00,11
24-12-01 21:00,10
24-12-01 20:00,10
24-12-01 19:00,10
24-12-01 18:00,10
24-12-01 17:00,10
24-12-01 16:00,11
24-12-01 15:00,11
24-12-01 14:00,10
24-12-01 13:00,9
24-12-01 12:00,8
24-12-01 11:00,8
24-12-01 10:00,8
24-12-01 09:00,
24-12-01 08:00,6
24-12-01 07:00,7
24-12-01 06:00,6
24-12-01 05:00,6
24-12-01 04:00,7
24-12-01 03:00,8
24-12-01 02:00,8
24-12-01 01:00,9
24-12-01 00:00,10
23-12-01 23:00,11
23-12-01 22:00,12
23-12-01 21:00,13
23-12-01 20:00,13
23-12-01 19:00,12
23-12-01 18:00,12
23-12-01 17:00,13
23-12-01 16:00,13
23-12-01 15:00,10
23-12-01 14:00,6
23-12-01 13:00,5
23-12-01 12:00,4
23-12-01 11:00,4
23-12-01 10:00,
23-12-01 09:00,3
23-12-01 08:00,3
23-12-01 07:00,4
23-12-01 06:00,7
23-12-01 05:00,9
23-12-01 04:00,6
23-12-01 03:00,4
23-12-01 02:00,6
23-12-01 01:00,7
23-12-01 00:00,9
22-12-01 23:00,16
22-12-01 22:00,17
22-12-01 21:00,18
22-12-01 20:00,15
22-12-01 19:00,12
22-12-01 18:00,21
22-12-01 17:00,25
22-12-01 16:00,21
22-12-01 15:00,14
22-12-01 14:00,9
22-12-01 13:00,9
22-12-01 12:00,6
22-12-01 11:00,8
22-12-01 10:00,
22-12-01 09:00,7
22-12-01 08:00,5
22-12-01 07:00,5
22-12-01 06:00,6
22-12-01 05:00,9
22-12-01 04:00,17
22-12-01 03:00,21
22-12-01 02:00,22
22-12-01 01:00,23
22-12-01 00:00,23
21-12-01 23:00,22
21-12-01 22:00,22
21-12-01 21:00,22
21-12-01 20:00,23
21-12-01 19:00,23
21-12-01 18:00,25
21-12-01 17:00,26
21-12-01 16:00,25
21-12-01 15:00,23
21-12-01 14:00,22
21-12-01 13:00,20
21-12-01 12:00,17
21-12-01 11:00,
21-12-01 10:00,14
21-12-01 09:00,13
21-12-01 08:00,13
21-12-01 07:00,12
21-12-01 06:00,12
21-12-01 05:00,11
21-12-01 04:00,12
21-12-01 03:00,12
21-12-01 02:00,13
21-12-01 01:00,17
21-12-01 00:00,28
20-12-01 23:00,27
20-12-01 22:00,26
20-12-01 21:00,34
20-12-01 20:00,37
20-12-01 19:00,18
20-12-01 18:00,6
20-12-01 17:00,6
20-12-01 16:00,5
20-12-01 15:00,4
20-12-01 14:00,4
20-12-01 13:00,4
20-12-01 12:00,5
20-12-01 11:00,
20-12-01 10:00,4
20-12-01 09:00,4
20-12-01 08:00,5
20-12-01 07:00,6
20-12-01 06:00,9
20-12-01 05:00,9
20-12-01 04:00,9
20-12-01 03:00,11
20-12-01 02:00,25
20-12-01 01:00,31
20-12-01 00:00,30
19-12-01 23:00,32
19-12-01 22:00,34
19-12-01 21:00,48
19-12-01 20:00,58
19-12-01 19:00,54
19-12-01 18:00,50
19-12-01 17:00,41
19-12-01 16:00,35
19-12-01 15:00,34
19-12-01 14:00,33
19-12-01 13:00,30
19-12-01 12:00,
19-12-01 11:00,33
19-12-01 10:00,34
19-12-01 09:00,40
19-12-01 08:00,35
19-12-01 07:00,29
19-12-01 06:00,27
19-12-01 05:00,25
19-12-01 04:00,26
19-12-01 03:00,27
19-12-01 02:00,26
19-12-01 01:00,26
19-12-01 00:00,28
18-12-01 23:00,25
18-12-01 22:00,23
18-12-01 21:00,19
18-12-01 20:00,25
18-12-01 19:00,34
18-12-01 18:00,38
18-12-01 17:00,34
18-12-01 16:00,27
18-12-01 15:00,27
18-12-01 14:00,27
18-12-01 13:00,19
18-12-01 12:00,
18-12-01 11:00,19
18-12-01 10:00,17
18-12-01 09:00,15
18-12-01 08:00,13
18-12-01 07:00,13
18-12-01 06:00,18
18-12-01 05:00,25
18-12-01 04:00,24
18-12-01 03:00,21
18-12-01 02:00,22
18-12-01 01:00,24
18-12-01 00:00,23
17-12-01 23:00,19
17-12-01 22:00,13
17-12-01 21:00,10
17-12-01 20:00,13
17-12-01 19:00,12
17-12-01 18:00,18
17-12-01 17:00,14
17-12-01 16:00,14
17-12-01 15:00,15
17-12-01 14:00,19
17-12-01 13:00,
17-12-01 12:00,
