Datum Zeit,Dresden-Nord NO2
,µg/m³
01-01-02 00:00,28
31-12-01 23:00,25
31-12-01 22:00,27
31-12-01 21:00,33
31-12-01 20:00,41
31-12-01 19:00,46
31-12-01 18:00,35
31-12-01 17:00,51
31-12-01 16:00,42
31-12-01 15:00,38
31-12-01 14:00,33
31-12-01 13:00,37
31-12-01 12:00,53
31-12-01 11:00,35
31-12-01 10:00,45
31-12-01 09:00,48
31-12-01 08:00,52
31-12-01 07:00,41
31-12-01 06:00,29
31-12-01 05:00,21
31-12-01 04:00,
31-12-01 03:00,12
31-12-01 02:00,11
31-12-01 01:00,19
31-12-01 00:00,23
30-12-01 23:00,31
30-12-01 22:00,36
30-12-01 21:00,30
30-12-01 20:00,30
30-12-01 19:00,34
30-12-01 18:00,33
30-12-01 17:00,37
30-12-01 16:00,30
30-12-01 15:00,35
30-12-01 14:00,33
30-12-01 13:00,28
30-12-01 12:00,28
30-12-01 11:00,33
30-12-01 10:00,39
30-12-01 09:00,33
30-12-01 08:00,44
30-12-01 07:00,45
30-12-01 06:00,50
30-12-01 05:00,
30-12-01 04:00,36
30-12-01 03:00,32
30-12-01 02:00,26
30-12-01 01:00,54
30-12-01 00:00,67
29-12-01 23:00,58
29-12-01 22:00,57
29-12-01 21:00,45
29-12-01 20:00,49
29-12-01 19:00,47
29-12-01 18:00,62
29-12-01 17:00,64
29-12-01 16:00,53
29-12-01 15:00,55
29-12-01 14:00,50
29-12-01 13:00,51
29-12-01 12:00,49
29-12-01 11:00,40
29-12-01 10:00,38
29-12-01 09:00,30
29-12-01 08:00,23
29-12-01 07:00,20
29-12-01 06:00,17
29-12-01 05:00,
29-12-01 04:00,13
29-12-01 03:00,14
29-12-01 02:00,14
29-12-01 01:00,17
29-12-01 00:00,20
28-12-01 23:00,27
28-12-01 22:00,26
28-12-01 21:00,29
28-12-01 20:00,36
28-12-01 19:00,30
28-12-01 18:00,28
28-12-01 17:00,40
28-12-01 16:00,41
28-12-01 15:00,43
28-12-01 14:00,53
28-12-01 13:00,60
28-12-01 12:00,57
28-12-01 11:00,57
28-12-01 10:00,57
28-12-01 09:00,51
28-12-01 08:00,53
28-12-01 07:00,47
28-12-01 06:00,
28-12-01 05:00,26
28-12-01 04:00,19
28-12-01 03:00,18
28-12-01 02:00,21
28-12-01 01:00,26
28-12-01 00:00,24
27-12-01 23:00,26
27-12-01 22:00,23
27-12-01 21:00,26
27-12-01 20:00,29
27-12-01 19:00,42
27-12-01 18:00,45
27-12-01 17:00,50
27-12-01 16:00,59
27-12-01 15:00,60
27-12-01 14:00,53
27-12-01 13:00,49
27-12-01 12:00,56
27-12-01 11:00,52
27-12-01 10:00,47
27-12-01 09:00,56
27-12-01 08:00,48
27-12-01 07:00,48
27-12-01 06:00,
27-12-01 05:00,27
27-12-01 04:00,20
27-12-01 03:00,24
27-12-01 02:00,23
27-12-01 01:00,31
27-12-01 00:00,38
26-12-01 23:00,39
26-12-01 22:00,37
26-12-01 21:00,42
26-12-01 20:00,46
26-12-01 19:00,48
26-12-01 18:00,43
26-12-01 17:00,46
26-12-01 16:00,45
26-12-01 15:00,35
26-12-01 14:00,25
26-12-01 13:00,26
26-12-01 12:00,30
26-12-01 11:00,30
26-12-01 10:00,27
26-12-01 09:00,26
26-12-01 08:00,22
26-12-01 07:00,
26-12-01 06:00,32
26-12-01 05:00,19
26-12-01 04:00,15
26-12-01 03:00,17
26-12-01 02:00,19
26-12-01 01:00,30
26-12-01 00:00,27
25-12-01 23:00,40
25-12-01 22:00,36
25-12-01 21:00,31
25-12-01 20:00,32
25-12-01 19:00,34
25-12-01 18:00,32
25-12-01 17:00,32
25-12-01 16:00,26
25-12-01 15:00,26
25-12-01 14:00,17
25-12-01 13:00,20
25-12-01 12:00,22
25-12-01 11:00,19
25-12-01 10:00,16
25-12-01 09:00,12
25-12-01 08:00,14
25-12-01 07:00,
25-12-01 06:00,26
25-12-01 05:00,12
25-12-01 04:00,15
25-12-01 03:00,15
25-12-01 02:00,17
25-12-01 01:00,21
25-12-01 00:00,23
24-12-01 23:00,25
24-12-01 22:00,29
24-12-01 21:00,41
24-12-01 20:00,28
24-12-01 19:00,17
24-12-01 18:00,21
24-12-01 17:00,26
24-12-01 16:00,28
24-12-01 15:00,33
24-12-01 14:00,31
24-12-01 13:00,35
24-12-01 12:00,35
24-12-01 11:00,40
24-12-01 10:00,39
24-12-01 09:00,34
24-12-01 08:00,
24-12-01 07:00,51
24-12-01 06:00,41
24-12-01 05:00,36
24-12-01 04:00,20
24-12-01 03:00,20
24-12-01 02:00,26
24-12-01 01:00,46
24-12-01 00:00,78
23-12-01 23:00,55
23-12-01 22:00,40
23-12-01 21:00,36
23-12-01 20:00,40
23-12-01 19:00,54
23-12-01 18:00,61
23-12-01 17:00,65
23-12-01 16:00,48
23-12-01 15:00,40
23-12-01 14:00,33
23-12-01 13:00,33
23-12-01 12:00,43
23-12-01 11:00,43
23-12-01 10:00,48
23-12-01 09:00,52
23-12-01 08:00,
23-12-01 07:00,37
23-12-01 06:00,32
23-12-01 05:00,24
23-12-01 04:00,21
23-12-01 03:00,17
23-12-01 02:00,19
23-12-01 01:00,36
23-12-01 00:00,36
22-12-01 23:00,46
22-12-01 22:00,44
22-12-01 21:00,65
22-12-01 20:00,63
22-12-01 19:00,50
22-12-01 18:00,48
22-12-01 17:00,48
22-12-01 16:00,50
22-12-01 15:00,41
22-12-01 14:00,55
22-12-01 13:00,55
22-12-01 12:00,63
22-12-01 11:00,75
22-12-01 10:00,81
22-12-01 09:00,
22-12-01 08:00,75
22-12-01 07:00,55
22-12-01 06:00,55
22-12-01 05:00,36
22-12-01 04:00,31
22-12-01 03:00,28
22-12-01 02:00,30
22-12-01 01:00,35
22-12-01 00:00,30
21-12-01 23:00,32
21-12-01 22:00,32
21-12-01 21:00,34
21-12-01 20:00,37
21-12-01 19:00,43
21-12-01 18:00,43
21-12-01 17:00,47
21-12-01 16:00,49
21-12-01 15:00,53
21-12-01 14:00,53
21-12-01 13:00,54
21-12-01 12:00,54
21-12-01 11:00,52
21-12-01 10:00,54
21-12-01 09:00,
21-12-01 08:00,55
21-12-01 07:00,58
21-12-01 06:00,46
21-12-01 05:00,32
21-12-01 04:00,47
21-12-01 03:00,40
21-12-01 02:00,46
21-12-01 01:00,49
21-12-01 00:00,62
20-12-01 23:00,71
20-12-01 22:00,73
20-12-01 21:00,63
20-12-01 20:00,85
20-12-01 19:00,103
20-12-01 18:00,108
20-12-01 17:00,87
20-12-01 16:00,57
20-12-01 15:00,58
20-12-01 14:00,60
20-12-01 13:00,34
20-12-01 12:00,47
20-12-01 11:00,58
20-12-01 10:00,
20-12-01 09:00,73
20-12-01 08:00,63
20-12-01 07:00,72
20-12-01 06:00,60
20-12-01 05:00,57
20-12-01 04:00,28
20-12-01 03:00,30
20-12-01 02:00,38
20-12-01 01:00,41
20-12-01 00:00,40
19-12-01 23:00,48
19-12-01 22:00,48
19-12-01 21:00,58
19-12-01 20:00,65
19-12-01 19:00,69
19-12-01 18:00,65
19-12-01 17:00,69
19-12-01 16:00,70
19-12-01 15:00,66
19-12-01 14:00,65
19-12-01 13:00,65
19-12-01 12:00,68
19-12-01 11:00,79
19-12-01 10:00,
19-12-01 09:00,77
19-12-01 08:00,76
19-12-01 07:00,60
19-12-01 06:00,42
19-12-01 05:00,47
19-12-01 04:00,31
19-12-01 03:00,28
19-12-01 02:00,31
19-12-01 01:00,38
19-12-01 00:00,45
18-12-01 23:00,49
18-12-01 22:00,49
18-12-01 21:00,44
18-12-01 20:00,57
18-12-01 19:00,62
18-12-01 18:00,70
18-12-01 17:00,67
18-12-01 16:00,66
18-12-01 15:00,71
18-12-01 14:00,65
18-12-01 13:00,74
18-12-01 12:00,80
18-12-01 11:00,
18-12-01 10:00,64
18-12-01 09:00,92
18-12-01 08:00,66
18-12-01 07:00,62
18-12-01 06:00,46
18-12-01 05:00,39
18-12-01 04:00,31
18-12-01 03:00,28
18-12-01 02:00,34
18-12-01 01:00,34
18-12-01 00:00,34
17-12-01 23:00,62
17-12-01 22:00,56
17-12-01 21:00,59
17-12-01 20:00,57
17-12-01 19:00,68
17-12-01 18:00,64
17-12-01 17:00,79
17-12-01 16:00,77
17-12-01 15:00,66
17-12-01 14:00,71
17-12-01 13:00,82
17-12-01 12:00,72
17-12-01 11:00,
17-12-01 10:00,85
17-12-01 09:00,87
17-12-01 08:00,87
17-12-01 07:00,79
17-12-01 06:00,54
17-12-01 05:00,43
17-12-01 04:00,25
17-12-01 03:00,19
17-12-01 02:00,24
17-12-01 01:00,28
17-12-01 00:00,30
16-12-01 23:00,40
16-12-01 22:00,42
16-12-01 21:00,54
16-12-01 20:00,62
16-12-01 19:00,75
16-12-01 18:00,59
16-12-01 17:00,56
16-12-01 16:00,56
16-12-01 15:00,51
16-12-01 14:00,56
16-12-01 13:00,54
16-12-01 12:00,
16-12-01 11:00,56
16-12-01 10:00,60
16-12-01 09:00,51
16-12-01 08:00,45
16-12-01 07:00,46
16-12-01 06:00,40
16-12-01 05:00,36
16-12-01 04:00,39
16-12-01 03:00,42
16-12-01 02:00,41
16-12-01 01:00,45
16-12-01 00:00,50
15-12-01 23:00,53
15-12-01 22:00,44
15-12-01 21:00,46
15-12-01 20:00,56
15-12-01 19:00,62
15-12-01 18:00,63
15-12-01 17:00,64
15-12-01 16:00,65
15-12-01 15:00,74
15-12-01 14:00,76
15-12-01 13:00,67
15-12-01 12:00,
15-12-01 11:00,60
15-12-01 10:00,81
15-12-01 09:00,66
15-12-01 08:00,69
15-12-01 07:00,62
15-12-01 06:00,58
15-12-01 05:00,53
15-12-01 04:00,53
15-12-01 03:00,55
15-12-01 02:00,58
15-12-01 01:00,64
15-12-01 00:00,67
14-12-01 23:00,69
14-12-01 22:00,76
14-12-01 21:00,73
14-12-01 20:00,79
14-12-01 19:00,83
14-12-01 18:00,79
14-12-01 17:00,66
14-12-01 16:00,55
14-12-01 15:00,63
14-12-01 14:00,66
14-12-01 13:00,
14-12-01 12:00,67
14-12-01 11:00,51
14-12-01 10:00,59
14-12-01 09:00,59
14-12-01 08:00,51
14-12-01 07:00,47
14-12-01 06:00,43
14-12-01 05:00,45
14-12-01 04:00,38
14-12-01 03:00,35
14-12-01 02:00,33
14-12-01 01:00,34
14-12-01 00:00,34
13-12-01 23:00,37
13-12-01 22:00,43
13-12-01 21:00,42
13-12-01 20:00,44
13-12-01 19:00,43
13-12-01 18:00,42
13-12-01 17:00,41
13-12-01 16:00,40
13-12-01 15:00,38
13-12-01 14:00,29
13-12-01 13:00,
13-12-01 12:00,23
13-12-01 11:00,26
13-12-01 10:00,24
13-12-01 09:00,29
13-12-01 08:00,42
13-12-01 07:00,31
13-12-01 06:00,18
13-12-01 05:00,22
13-12-01 04:00,13
13-12-01 03:00,14
13-12-01 02:00,11
13-12-01 01:00,23
13-12-01 00:00,37
12-12-01 23:00,36
12-12-01 22:00,41
12-12-01 21:00,58
12-12-01 20:00,44
12-12-01 19:00,32
12-12-01 18:00,44
12-12-01 17:00,44
12-12-01 16:00,42
12-12-01 15:00,41
12-12-01 14:00,
12-12-01 13:00,47
12-12-01 12:00,59
12-12-01 11:00,53
12-12-01 10:00,59
12-12-01 09:00,69
12-12-01 08:00,68
12-12-01 07:00,52
12-12-01 06:00,47
12-12-01 05:00,47
12-12-01 04:00,31
12-12-01 03:00,30
12-12-01 02:00,34
12-12-01 01:00,36
12-12-01 00:00,45
11-12-01 23:00,52
11-12-01 22:00,44
11-12-01 21:00,51
11-12-01 20:00,59
11-12-01 19:00,53
11-12-01 18:00,62
11-12-01 17:00,62
11-12-01 16:00,56
11-12-01 15:00,60
11-12-01 14:00,
11-12-01 13:00,63
11-12-01 12:00,69
11-12-01 11:00,62
11-12-01 10:00,62
11-12-01 09:00,77
11-12-01 08:00,69
11-12-01 07:00,64
11-12-01 06:00,60
11-12-01 05:00,64
11-12-01 04:00,46
11-12-01 03:00,44
11-12-01 02:00,47
11-12-01 01:00,57
11-12-01 00:00,56
10-12-01 23:00,73
10-12-01 22:00,69
10-12-01 21:00,74
10-12-01 20:00,77
10-12-01 19:00,98
10-12-01 18:00,104
10-12-01 17:00,122
10-12-01 16:00,99
10-12-01 15:00,
10-12-01 14:00,91
10-12-01 13:00,97
10-12-01 12:00,93
10-12-01 11:00,84
10-12-01 10:00,77
10-12-01 09:00,88
10-12-01 08:00,69
10-12-01 07:00,57
10-12-01 06:00,52
10-12-01 05:00,40
10-12-01 04:00,40
10-12-01 03:00,39
10-12-01 02:00,40
10-12-01 01:00,41
10-12-01 00:00,46
09-12-01 23:00,48
09-12-01 22:00,52
09-12-01 21:00,55
09-12-01 20:00,56
09-12-01 19:00,58
09-12-01 18:00,64
09-12-01 17:00,87
09-12-01 16:00,62
09-12-01 15:00,
09-12-01 14:00,34
09-12-01 13:00,33
09-12-01 12:00,33
09-12-01 11:00,28
09-12-01 10:00,30
09-12-01 09:00,31
09-12-01 08:00,23
09-12-01 07:00,19
09-12-01 06:00,21
09-12-01 05:00,22
09-12-01 04:00,18
09-12-01 03:00,21
09-12-01 02:00,25
09-12-01 01:00,30
09-12-01 00:00,39
08-12-01 23:00,36
08-12-01 22:00,44
08-12-01 21:00,35
08-12-01 20:00,34
08-12-01 19:00,43
08-12-01 18:00,
08-12-01 17:00,38
08-12-01 16:00,37
08-12-01 15:00,31
08-12-01 14:00,32
08-12-01 13:00,39
08-12-01 12:00,27
08-12-01 11:00,27
08-12-01 10:00,27
08-12-01 09:00,27
08-12-01 08:00,51
08-12-01 07:00,35
08-12-01 06:00,19
08-12-01 05:00,17
08-12-01 04:00,24
08-12-01 03:00,24
08-12-01 02:00,24
08-12-01 01:00,22
08-12-01 00:00,29
07-12-01 23:00,41
07-12-01 22:00,44
07-12-01 21:00,50
07-12-01 20:00,59
07-12-01 19:00,
07-12-01 18:00,61
07-12-01 17:00,60
07-12-01 16:00,51
07-12-01 15:00,46
07-12-01 14:00,45
07-12-01 13:00,41
07-12-01 12:00,48
07-12-01 11:00,56
07-12-01 10:00,62
07-12-01 09:00,70
07-12-01 08:00,61
07-12-01 07:00,60
07-12-01 06:00,47
07-12-01 05:00,41
07-12-01 04:00,35
07-12-01 03:00,25
07-12-01 02:00,31
07-12-01 01:00,38
07-12-01 00:00,48
06-12-01 23:00,38
06-12-01 22:00,39
06-12-01 21:00,40
06-12-01 20:00,45
06-12-01 19:00,
06-12-01 18:00,50
06-12-01 17:00,45
06-12-01 16:00,47
06-12-01 15:00,44
06-12-01 14:00,56
06-12-01 13:00,68
06-12-01 12:00,68
06-12-01 11:00,74
06-12-01 10:00,69
06-12-01 09:00,65
06-12-01 08:00,62
06-12-01 07:00,48
06-12-01 06:00,37
06-12-01 05:00,28
06-12-01 04:00,30
06-12-01 03:00,33
06-12-01 02:00,37
06-12-01 01:00,39
06-12-01 00:00,46
05-12-01 23:00,48
05-12-01 22:00,54
05-12-01 21:00,55
05-12-01 20:00,
05-12-01 19:00,56
05-12-01 18:00,61
05-12-01 17:00,84
05-12-01 16:00,92
05-12-01 15:00,95
05-12-01 14:00,75
05-12-01 13:00,75
05-12-01 12:00,86
05-12-01 11:00,83
05-12-01 10:00,102
05-12-01 09:00,126
05-12-01 08:00,92
05-12-01 07:00,62
05-12-01 06:00,46
05-12-01 05:00,40
05-12-01 04:00,38
05-12-01 03:00,38
05-12-01 02:00,40
05-12-01 01:00,40
05-12-01 00:00,39
04-12-01 23:00,39
04-12-01 22:00,40
04-12-01 21:00,42
04-12-01 20:00,
04-12-01 19:00,42
04-12-01 18:00,47
04-12-01 17:00,48
04-12-01 16:00,48
04-12-01 15:00,44
04-12-01 14:00,41
04-12-01 13:00,38
04-12-01 12:00,42
04-12-01 11:00,37
04-12-01 10:00,40
04-12-01 09:00,49
04-12-01 08:00,49
04-12-01 07:00,42
04-12-01 06:00,41
04-12-01 05:00,48
04-12-01 04:00,35
04-12-01 03:00,34
04-12-01 02:00,43
04-12-01 01:00,47
04-12-01 00:00,46
03-12-01 23:00,47
03-12-01 22:00,49
