Datum Zeit,Plauen-Sued O3
,µg/m³
01-01-02 00:00,33
31-12-01 23:00,29
31-12-01 22:00,28
31-12-01 21:00,23
31-12-01 20:00,59
31-12-01 19:00,60
31-12-01 18:00,55
31-12-01 17:00,56
31-12-01 16:00,66
31-12-01 15:00,
31-12-01 14:00,54
31-12-01 13:00,54
31-12-01 12:00,55
31-12-01 11:00,58
31-12-01 10:00,55
31-12-01 09:00,58
31-12-01 08:00,41
31-12-01 07:00,42
31-12-01 06:00,40
31-12-01 05:00,39
31-12-01 04:00,41
31-12-01 03:00,37
31-12-01 02:00,40
31-12-01 01:00,45
31-12-01 00:00,53
30-12-01 23:00,61
30-12-01 22:00,63
30-12-01 21:00,63
30-12-01 20:00,57
30-12-01 19:00,55
30-12-01 18:00,52
30-12-01 17:00,53
30-12-01 16:00,58
30-12-01 15:00,
30-12-01 14:00,61
30-12-01 13:00,62
30-12-01 12:00,65
30-12-01 11:00,66
30-12-01 10:00,69
30-12-01 09:00,74
30-12-01 08:00,77
30-12-01 07:00,71
30-12-01 06:00,46
30-12-01 05:00,42
30-12-01 04:00,30
30-12-01 03:00,27
30-12-01 02:00,30
30-12-01 01:00,25
30-12-01 00:00,20
29-12-01 23:00,19
29-12-01 22:00,23
29-12-01 21:00,22
29-12-01 20:00,15
29-12-01 19:00,10
29-12-01 18:00,30
29-12-01 17:00,21
29-12-01 16:00,
29-12-01 15:00,28
29-12-01 14:00,28
29-12-01 13:00,24
29-12-01 12:00,23
29-12-01 11:00,32
29-12-01 10:00,49
29-12-01 09:00,58
29-12-01 08:00,58
29-12-01 07:00,61
29-12-01 06:00,63
29-12-01 05:00,68
29-12-01 04:00,70
29-12-01 03:00,70
29-12-01 02:00,70
29-12-01 01:00,70
29-12-01 00:00,71
28-12-01 23:00,73
28-12-01 22:00,70
28-12-01 21:00,75
28-12-01 20:00,62
28-12-01 19:00,61
28-12-01 18:00,62
28-12-01 17:00,61
28-12-01 16:00,
28-12-01 15:00,
28-12-01 14:00,43
28-12-01 13:00,40
28-12-01 12:00,38
28-12-01 11:00,31
28-12-01 10:00,40
28-12-01 09:00,46
28-12-01 08:00,
28-12-01 07:00,45
28-12-01 06:00,46
28-12-01 05:00,49
28-12-01 04:00,52
28-12-01 03:00,60
28-12-01 02:00,63
28-12-01 01:00,64
28-12-01 00:00,64
27-12-01 23:00,66
27-12-01 22:00,67
27-12-01 21:00,65
27-12-01 20:00,66
27-12-01 19:00,61
27-12-01 18:00,56
27-12-01 17:00,50
27-12-01 16:00,54
27-12-01 15:00,50
27-12-01 14:00,52
27-12-01 13:00,52
27-12-01 12:00,53
27-12-01 11:00,43
27-12-01 10:00,50
27-12-01 09:00,45
27-12-01 08:00,41
27-12-01 07:00,33
