Datum Zeit,Glauchau BEN
,µg/m³
01-08-00 00:00,1.0
31-07-00 23:00,1.2
31-07-00 22:00,2.0
31-07-00 21:00,2.2
31-07-00 20:00,1.0
31-07-00 19:00,1.0
31-07-00 18:00,1.1
31-07-00 17:00,1.2
31-07-00 16:00,0.8
31-07-00 15:00,1.2
31-07-00 14:00,1.4
31-07-00 13:00,1.1
31-07-00 12:00,2.3
31-07-00 11:00,1.8
31-07-00 10:00,1.3
31-07-00 09:00,1.2
31-07-00 08:00,1.1
31-07-00 07:00,1.4
31-07-00 06:00,1.3
31-07-00 05:00,0.8
31-07-00 04:00,1.0
31-07-00 03:00,0.8
31-07-00 02:00,1.0
31-07-00 01:00,1.0
31-07-00 00:00,0.8
30-07-00 23:00,1.0
30-07-00 22:00,1.1
30-07-00 21:00,1.0
30-07-00 20:00,0.9
30-07-00 19:00,0.8
30-07-00 18:00,0.6
30-07-00 17:00,0.7
30-07-00 16:00,0.6
30-07-00 15:00,0.7
30-07-00 14:00,0.5
30-07-00 13:00,0.5
30-07-00 12:00,0.6
30-07-00 11:00,0.8
30-07-00 10:00,0.6
30-07-00 09:00,0.6
30-07-00 08:00,0.6
30-07-00 07:00,0.5
30-07-00 06:00,0.6
30-07-00 05:00,0.5
30-07-00 04:00,0.5
30-07-00 03:00,0.6
30-07-00 02:00,0.7
30-07-00 01:00,0.9
30-07-00 00:00,0.8
29-07-00 23:00,0.9
29-07-00 22:00,0.8
29-07-00 21:00,0.9
29-07-00 20:00,0.7
29-07-00 19:00,0.5
29-07-00 18:00,0.6
29-07-00 17:00,0.8
29-07-00 16:00,0.7
29-07-00 15:00,0.6
29-07-00 14:00,0.6
29-07-00 13:00,0.7
29-07-00 12:00,0.9
29-07-00 11:00,1.2
29-07-00 10:00,1.1
29-07-00 09:00,1.0
29-07-00 08:00,0.7
29-07-00 07:00,0.8
29-07-00 06:00,0.7
29-07-00 05:00,0.5
29-07-00 04:00,0.5
29-07-00 03:00,
29-07-00 02:00,
29-07-00 01:00,
29-07-00 00:00,
28-07-00 23:00,
28-07-00 22:00,0.9
28-07-00 21:00,0.7
28-07-00 20:00,1.1
28-07-00 19:00,1.2
28-07-00 18:00,1.4
28-07-00 17:00,0.8
28-07-00 16:00,1.0
28-07-00 15:00,0.9
28-07-00 14:00,0.9
28-07-00 13:00,1.1
28-07-00 12:00,1.3
28-07-00 11:00,1.3
28-07-00 10:00,0.9
28-07-00 09:00,0.9
28-07-00 08:00,0.9
28-07-00 07:00,1.1
28-07-00 06:00,1.0
28-07-00 05:00,0.6
28-07-00 04:00,0.5
28-07-00 03:00,0.3
28-07-00 02:00,0.3
28-07-00 01:00,0.4
28-07-00 00:00,0.4
27-07-00 23:00,0.7
27-07-00 22:00,2.0
27-07-00 21:00,1.9
27-07-00 20:00,1.2
27-07-00 19:00,1.0
27-07-00 18:00,1.3
27-07-00 17:00,1.1
27-07-00 16:00,1.4
27-07-00 15:00,1.2
27-07-00 14:00,1.1
27-07-00 13:00,
27-07-00 12:00,0.9
27-07-00 11:00,0.9
27-07-00 10:00,1.3
27-07-00 09:00,1.3
27-07-00 08:00,1.1
27-07-00 07:00,1.3
27-07-00 06:00,1.4
27-07-00 05:00,0.7
27-07-00 04:00,0.4
27-07-00 03:00,0.4
27-07-00 02:00,0.5
27-07-00 01:00,0.5
27-07-00 00:00,0.6
26-07-00 23:00,0.8
26-07-00 22:00,1.0
26-07-00 21:00,1.0
26-07-00 20:00,0.9
26-07-00 19:00,0.8
26-07-00 18:00,0.9
26-07-00 17:00,1.1
26-07-00 16:00,1.7
26-07-00 15:00,1.1
26-07-00 14:00,1.1
26-07-00 13:00,0.9
26-07-00 12:00,1.1
26-07-00 11:00,1.0
26-07-00 10:00,1.1
26-07-00 09:00,0.9
26-07-00 08:00,0.9
26-07-00 07:00,1.9
26-07-00 06:00,1.6
26-07-00 05:00,1.6
26-07-00 04:00,1.0
26-07-00 03:00,0.5
26-07-00 02:00,0.5
26-07-00 01:00,0.7
26-07-00 00:00,0.7
25-07-00 23:00,1.1
25-07-00 22:00,1.2
25-07-00 21:00,0.8
25-07-00 20:00,0.8
25-07-00 19:00,0.9
25-07-00 18:00,1.1
25-07-00 17:00,1.1
25-07-00 16:00,1.0
25-07-00 15:00,1.5
25-07-00 14:00,0.9
25-07-00 13:00,0.9
25-07-00 12:00,0.9
25-07-00 11:00,1.2
25-07-00 10:00,0.8
25-07-00 09:00,0.9
25-07-00 08:00,
25-07-00 07:00,
25-07-00 06:00,
25-07-00 05:00,
25-07-00 04:00,
25-07-00 03:00,0.5
25-07-00 02:00,1.3
25-07-00 01:00,1.4
25-07-00 00:00,1.5
24-07-00 23:00,1.6
24-07-00 22:00,1.4
24-07-00 21:00,1.3
24-07-00 20:00,1.2
24-07-00 19:00,0.7
24-07-00 18:00,1.0
24-07-00 17:00,1.7
24-07-00 16:00,1.6
24-07-00 15:00,1.3
24-07-00 14:00,1.4
24-07-00 13:00,1.6
24-07-00 12:00,2.5
24-07-00 11:00,3.2
24-07-00 10:00,3.1
24-07-00 09:00,2.5
24-07-00 08:00,3.7
24-07-00 07:00,4.9
24-07-00 06:00,4.7
24-07-00 05:00,1.8
24-07-00 04:00,1.5
24-07-00 03:00,1.2
24-07-00 02:00,1.2
24-07-00 01:00,1.4
24-07-00 00:00,1.8
23-07-00 23:00,1.4
23-07-00 22:00,1.2
23-07-00 21:00,0.8
23-07-00 20:00,0.5
23-07-00 19:00,0.5
23-07-00 18:00,0.5
23-07-00 17:00,0.6
23-07-00 16:00,0.5
23-07-00 15:00,0.4
23-07-00 14:00,0.5
23-07-00 13:00,0.4
23-07-00 12:00,0.4
23-07-00 11:00,0.4
23-07-00 10:00,0.6
23-07-00 09:00,0.8
23-07-00 08:00,0.9
23-07-00 07:00,1.0
23-07-00 06:00,1.9
23-07-00 05:00,2.1
23-07-00 04:00,1.4
23-07-00 03:00,1.4
23-07-00 02:00,2.5
23-07-00 01:00,2.1
23-07-00 00:00,2.6
22-07-00 23:00,2.7
22-07-00 22:00,3.8
22-07-00 21:00,1.8
22-07-00 20:00,0.6
22-07-00 19:00,0.5
22-07-00 18:00,0.9
22-07-00 17:00,0.7
22-07-00 16:00,0.5
22-07-00 15:00,0.6
22-07-00 14:00,0.9
22-07-00 13:00,0.7
22-07-00 12:00,0.7
22-07-00 11:00,0.8
22-07-00 10:00,1.0
22-07-00 09:00,0.8
22-07-00 08:00,0.7
22-07-00 07:00,1.0
22-07-00 06:00,0.9
22-07-00 05:00,1.8
22-07-00 04:00,1.6
22-07-00 03:00,0.8
22-07-00 02:00,0.4
22-07-00 01:00,0.7
22-07-00 00:00,0.9
21-07-00 23:00,0.8
21-07-00 22:00,1.5
21-07-00 21:00,0.9
21-07-00 20:00,0.7
21-07-00 19:00,0.9
21-07-00 18:00,0.8
21-07-00 17:00,1.1
21-07-00 16:00,1.0
21-07-00 15:00,1.3
21-07-00 14:00,1.2
21-07-00 13:00,
21-07-00 12:00,
21-07-00 11:00,
21-07-00 10:00,
21-07-00 09:00,
21-07-00 08:00,0.8
21-07-00 07:00,1.8
21-07-00 06:00,1.0
21-07-00 05:00,0.5
21-07-00 04:00,0.3
21-07-00 03:00,0.3
21-07-00 02:00,0.5
21-07-00 01:00,0.4
21-07-00 00:00,0.7
20-07-00 23:00,0.9
20-07-00 22:00,1.4
20-07-00 21:00,1.3
20-07-00 20:00,1.6
20-07-00 19:00,1.1
20-07-00 18:00,0.9
20-07-00 17:00,1.1
20-07-00 16:00,1.0
20-07-00 15:00,1.0
20-07-00 14:00,0.7
20-07-00 13:00,0.8
20-07-00 12:00,0.7
20-07-00 11:00,0.7
20-07-00 10:00,0.9
20-07-00 09:00,1.0
20-07-00 08:00,1.0
20-07-00 07:00,1.3
20-07-00 06:00,1.3
20-07-00 05:00,0.6
20-07-00 04:00,0.3
20-07-00 03:00,0.2
20-07-00 02:00,0.3
20-07-00 01:00,0.3
20-07-00 00:00,0.4
19-07-00 23:00,0.6
19-07-00 22:00,1.4
19-07-00 21:00,0.7
19-07-00 20:00,0.8
19-07-00 19:00,1.1
19-07-00 18:00,0.9
19-07-00 17:00,1.3
19-07-00 16:00,1.0
19-07-00 15:00,0.7
19-07-00 14:00,0.7
19-07-00 13:00,0.6
19-07-00 12:00,1.0
19-07-00 11:00,0.7
19-07-00 10:00,0.5
19-07-00 09:00,0.8
19-07-00 08:00,1.2
19-07-00 07:00,1.2
19-07-00 06:00,1.2
19-07-00 05:00,0.6
19-07-00 04:00,0.7
19-07-00 03:00,0.7
19-07-00 02:00,0.7
19-07-00 01:00,1.0
19-07-00 00:00,0.7
18-07-00 23:00,0.7
18-07-00 22:00,1.3
18-07-00 21:00,1.0
18-07-00 20:00,0.8
18-07-00 19:00,1.3
18-07-00 18:00,1.0
18-07-00 17:00,1.1
18-07-00 16:00,1.5
18-07-00 15:00,1.1
18-07-00 14:00,1.3
18-07-00 13:00,1.2
18-07-00 12:00,0.9
18-07-00 11:00,1.5
18-07-00 10:00,1.4
18-07-00 09:00,1.2
18-07-00 08:00,1.3
18-07-00 07:00,1.6
18-07-00 06:00,1.5
18-07-00 05:00,0.8
18-07-00 04:00,0.5
18-07-00 03:00,0.6
18-07-00 02:00,0.6
18-07-00 01:00,0.7
18-07-00 00:00,1.8
17-07-00 23:00,1.4
17-07-00 22:00,1.8
17-07-00 21:00,1.8
17-07-00 20:00,1.7
17-07-00 19:00,1.4
17-07-00 18:00,
17-07-00 17:00,
17-07-00 16:00,
17-07-00 15:00,
17-07-00 14:00,
17-07-00 13:00,1.1
17-07-00 12:00,1.1
17-07-00 11:00,1.0
17-07-00 10:00,1.1
17-07-00 09:00,1.1
17-07-00 08:00,1.5
17-07-00 07:00,1.3
17-07-00 06:00,1.2
17-07-00 05:00,0.5
17-07-00 04:00,0.4
17-07-00 03:00,0.5
17-07-00 02:00,0.7
17-07-00 01:00,0.5
17-07-00 00:00,0.7
16-07-00 23:00,0.9
16-07-00 22:00,1.5
16-07-00 21:00,1.3
16-07-00 20:00,0.9
16-07-00 19:00,0.3
16-07-00 18:00,0.4
16-07-00 17:00,0.5
16-07-00 16:00,0.5
16-07-00 15:00,0.4
16-07-00 14:00,0.4
16-07-00 13:00,0.4
16-07-00 12:00,0.4
16-07-00 11:00,0.4
16-07-00 10:00,0.5
16-07-00 09:00,0.4
16-07-00 08:00,0.5
16-07-00 07:00,0.5
16-07-00 06:00,0.5
16-07-00 05:00,0.6
16-07-00 04:00,0.5
16-07-00 03:00,0.6
16-07-00 02:00,0.9
16-07-00 01:00,1.6
16-07-00 00:00,1.4
15-07-00 23:00,1.4
15-07-00 22:00,1.2
15-07-00 21:00,0.9
15-07-00 20:00,0.9
15-07-00 19:00,0.5
15-07-00 18:00,0.4
15-07-00 17:00,0.3
15-07-00 16:00,0.4
15-07-00 15:00,0.4
15-07-00 14:00,0.7
15-07-00 13:00,0.5
15-07-00 12:00,1.3
15-07-00 11:00,1.0
15-07-00 10:00,
15-07-00 09:00,
15-07-00 08:00,
15-07-00 07:00,
15-07-00 06:00,0.6
15-07-00 05:00,0.4
15-07-00 04:00,0.4
15-07-00 03:00,0.4
15-07-00 02:00,0.4
15-07-00 01:00,0.6
15-07-00 00:00,0.7
14-07-00 23:00,0.7
14-07-00 22:00,1.4
14-07-00 21:00,1.2
14-07-00 20:00,2.1
14-07-00 19:00,1.0
14-07-00 18:00,1.6
14-07-00 17:00,1.7
14-07-00 16:00,2.0
14-07-00 15:00,2.4
14-07-00 14:00,1.4
14-07-00 13:00,1.1
14-07-00 12:00,1.6
14-07-00 11:00,1.5
14-07-00 10:00,1.7
14-07-00 09:00,1.2
14-07-00 08:00,1.1
14-07-00 07:00,1.4
14-07-00 06:00,1.0
14-07-00 05:00,0.7
14-07-00 04:00,0.6
14-07-00 03:00,0.4
14-07-00 02:00,0.4
14-07-00 01:00,0.5
14-07-00 00:00,0.4
13-07-00 23:00,0.6
13-07-00 22:00,0.7
13-07-00 21:00,0.5
13-07-00 20:00,0.7
13-07-00 19:00,0.8
13-07-00 18:00,1.1
13-07-00 17:00,1.1
13-07-00 16:00,1.3
13-07-00 15:00,1.0
13-07-00 14:00,1.0
13-07-00 13:00,0.8
13-07-00 12:00,0.8
13-07-00 11:00,1.0
13-07-00 10:00,1.0
13-07-00 09:00,1.0
13-07-00 08:00,1.0
13-07-00 07:00,1.3
13-07-00 06:00,1.4
13-07-00 05:00,0.6
13-07-00 04:00,0.5
13-07-00 03:00,0.5
13-07-00 02:00,0.5
13-07-00 01:00,0.7
13-07-00 00:00,0.5
12-07-00 23:00,1.1
12-07-00 22:00,1.6
12-07-00 21:00,1.3
12-07-00 20:00,1.0
12-07-00 19:00,0.9
12-07-00 18:00,0.9
12-07-00 17:00,1.3
12-07-00 16:00,1.3
12-07-00 15:00,1.2
12-07-00 14:00,0.9
12-07-00 13:00,0.5
12-07-00 12:00,0.7
12-07-00 11:00,0.7
12-07-00 10:00,0.8
12-07-00 09:00,0.5
12-07-00 08:00,0.7
12-07-00 07:00,0.9
12-07-00 06:00,1.1
12-07-00 05:00,0.6
12-07-00 04:00,0.5
12-07-00 03:00,0.4
12-07-00 02:00,0.5
12-07-00 01:00,0.4
12-07-00 00:00,0.5
11-07-00 23:00,0.6
11-07-00 22:00,1.4
11-07-00 21:00,0.8
11-07-00 20:00,0.9
11-07-00 19:00,1.5
11-07-00 18:00,1.2
11-07-00 17:00,1.3
11-07-00 16:00,1.4
11-07-00 15:00,
11-07-00 14:00,
11-07-00 13:00,
11-07-00 12:00,
11-07-00 11:00,
11-07-00 10:00,
11-07-00 09:00,
11-07-00 08:00,
11-07-00 07:00,
11-07-00 06:00,
11-07-00 05:00,
11-07-00 04:00,
11-07-00 03:00,
11-07-00 02:00,
11-07-00 01:00,
11-07-00 00:00,
10-07-00 23:00,
10-07-00 22:00,
10-07-00 21:00,
10-07-00 20:00,
10-07-00 19:00,
10-07-00 18:00,
10-07-00 17:00,
10-07-00 16:00,
10-07-00 15:00,
10-07-00 14:00,
10-07-00 13:00,
10-07-00 12:00,
10-07-00 11:00,
10-07-00 10:00,
10-07-00 09:00,
10-07-00 08:00,
10-07-00 07:00,
10-07-00 06:00,
10-07-00 05:00,
10-07-00 04:00,
10-07-00 03:00,
10-07-00 02:00,
10-07-00 01:00,
10-07-00 00:00,
09-07-00 23:00,
09-07-00 22:00,
09-07-00 21:00,
09-07-00 20:00,
09-07-00 19:00,
09-07-00 18:00,
09-07-00 17:00,
09-07-00 16:00,
09-07-00 15:00,
09-07-00 14:00,
09-07-00 13:00,
09-07-00 12:00,
09-07-00 11:00,
09-07-00 10:00,
09-07-00 09:00,
09-07-00 08:00,
09-07-00 07:00,
09-07-00 06:00,
09-07-00 05:00,
09-07-00 04:00,
09-07-00 03:00,
09-07-00 02:00,
09-07-00 01:00,
09-07-00 00:00,
08-07-00 23:00,
08-07-00 22:00,
08-07-00 21:00,
08-07-00 20:00,
08-07-00 19:00,
08-07-00 18:00,
08-07-00 17:00,
08-07-00 16:00,
08-07-00 15:00,
08-07-00 14:00,
08-07-00 13:00,
08-07-00 12:00,
08-07-00 11:00,
08-07-00 10:00,
08-07-00 09:00,
08-07-00 08:00,
08-07-00 07:00,
08-07-00 06:00,
08-07-00 05:00,
08-07-00 04:00,
08-07-00 03:00,
08-07-00 02:00,
08-07-00 01:00,
08-07-00 00:00,
07-07-00 23:00,
07-07-00 22:00,
07-07-00 21:00,
07-07-00 20:00,
07-07-00 19:00,
07-07-00 18:00,
07-07-00 17:00,
07-07-00 16:00,
07-07-00 15:00,
07-07-00 14:00,
07-07-00 13:00,
07-07-00 12:00,
07-07-00 11:00,
07-07-00 10:00,
07-07-00 09:00,
07-07-00 08:00,
07-07-00 07:00,
07-07-00 06:00,
07-07-00 05:00,
07-07-00 04:00,
07-07-00 03:00,
07-07-00 02:00,
07-07-00 01:00,
07-07-00 00:00,
06-07-00 23:00,
06-07-00 22:00,
06-07-00 21:00,
06-07-00 20:00,
06-07-00 19:00,
06-07-00 18:00,
06-07-00 17:00,
06-07-00 16:00,
06-07-00 15:00,
06-07-00 14:00,
06-07-00 13:00,
06-07-00 12:00,
06-07-00 11:00,
06-07-00 10:00,
06-07-00 09:00,
06-07-00 08:00,
06-07-00 07:00,
06-07-00 06:00,
06-07-00 05:00,
06-07-00 04:00,
06-07-00 03:00,
06-07-00 02:00,
06-07-00 01:00,
06-07-00 00:00,
05-07-00 23:00,
05-07-00 22:00,
05-07-00 21:00,
05-07-00 20:00,
05-07-00 19:00,
05-07-00 18:00,
05-07-00 17:00,
05-07-00 16:00,
05-07-00 15:00,
05-07-00 14:00,
05-07-00 13:00,
05-07-00 12:00,
05-07-00 11:00,
05-07-00 10:00,
05-07-00 09:00,
05-07-00 08:00,
05-07-00 07:00,
05-07-00 06:00,
05-07-00 05:00,
05-07-00 04:00,
05-07-00 03:00,
05-07-00 02:00,
05-07-00 01:00,
05-07-00 00:00,
04-07-00 23:00,
04-07-00 22:00,
04-07-00 21:00,
04-07-00 20:00,
04-07-00 19:00,
04-07-00 18:00,
04-07-00 17:00,
04-07-00 16:00,
04-07-00 15:00,
04-07-00 14:00,
04-07-00 13:00,
04-07-00 12:00,
04-07-00 11:00,
04-07-00 10:00,
04-07-00 09:00,
04-07-00 08:00,
04-07-00 07:00,
04-07-00 06:00,
04-07-00 05:00,
04-07-00 04:00,
04-07-00 03:00,
04-07-00 02:00,
04-07-00 01:00,
04-07-00 00:00,
03-07-00 23:00,
03-07-00 22:00,
03-07-00 21:00,
03-07-00 20:00,
03-07-00 19:00,
03-07-00 18:00,
03-07-00 17:00,
03-07-00 16:00,
03-07-00 15:00,
03-07-00 14:00,
03-07-00 13:00,1.1
03-07-00 12:00,0.9
03-07-00 11:00,1.3
03-07-00 10:00,1.5
03-07-00 09:00,1.4
03-07-00 08:00,1.4
03-07-00 07:00,2.5
03-07-00 06:00,2.4
03-07-00 05:00,0.7
03-07-00 04:00,0.5
03-07-00 03:00,0.4
03-07-00 02:00,0.5
03-07-00 01:00,1.3
03-07-00 00:00,1.1
02-07-00 23:00,1.4
02-07-00 22:00,1.3
02-07-00 21:00,1.5
02-07-00 20:00,0.8
02-07-00 19:00,0.8
02-07-00 18:00,0.8
02-07-00 17:00,0.8
02-07-00 16:00,0.6
02-07-00 15:00,0.5
02-07-00 14:00,0.6
02-07-00 13:00,0.8
02-07-00 12:00,0.7
02-07-00 11:00,0.7
02-07-00 10:00,0.7
02-07-00 09:00,0.8
02-07-00 08:00,0.5
02-07-00 07:00,0.6
02-07-00 06:00,1.3
02-07-00 05:00,1.2
02-07-00 04:00,1.1
02-07-00 03:00,1.7
02-07-00 02:00,1.5
02-07-00 01:00,1.5
02-07-00 00:00,1.4
01-07-00 23:00,1.5
01-07-00 22:00,3.0
01-07-00 21:00,1.9
01-07-00 20:00,1.0
01-07-00 19:00,0.9
01-07-00 18:00,1.0
01-07-00 17:00,1.0
01-07-00 16:00,1.3
01-07-00 15:00,1.1
01-07-00 14:00,1.0
01-07-00 13:00,1.0
01-07-00 12:00,1.4
01-07-00 11:00,1.1
01-07-00 10:00,1.1
01-07-00 09:00,1.3
