Datum Zeit,Freiberg NO2
,µg/m³
01-08-00 00:00,36
31-07-00 23:00,
31-07-00 22:00,34
31-07-00 21:00,58
31-07-00 20:00,30
31-07-00 19:00,16
31-07-00 18:00,16
31-07-00 17:00,13
31-07-00 16:00,15
31-07-00 15:00,12
31-07-00 14:00,14
31-07-00 13:00,22
31-07-00 12:00,21
31-07-00 11:00,27
31-07-00 10:00,34
31-07-00 09:00,43
31-07-00 08:00,40
31-07-00 07:00,48
31-07-00 06:00,48
31-07-00 05:00,34
31-07-00 04:00,24
31-07-00 03:00,14
31-07-00 02:00,13
31-07-00 01:00,19
31-07-00 00:00,16
30-07-00 23:00,
30-07-00 22:00,18
30-07-00 21:00,19
30-07-00 20:00,15
30-07-00 19:00,14
30-07-00 18:00,12
30-07-00 17:00,10
30-07-00 16:00,7
30-07-00 15:00,8
30-07-00 14:00,8
30-07-00 13:00,7
30-07-00 12:00,7
30-07-00 11:00,8
30-07-00 10:00,9
30-07-00 09:00,9
30-07-00 08:00,10
30-07-00 07:00,10
30-07-00 06:00,10
30-07-00 05:00,11
30-07-00 04:00,10
30-07-00 03:00,13
30-07-00 02:00,11
30-07-00 01:00,14
30-07-00 00:00,
29-07-00 23:00,9
29-07-00 22:00,11
29-07-00 21:00,12
29-07-00 20:00,10
29-07-00 19:00,10
29-07-00 18:00,9
29-07-00 17:00,9
29-07-00 16:00,7
29-07-00 15:00,8
29-07-00 14:00,7
29-07-00 13:00,11
29-07-00 12:00,13
29-07-00 11:00,14
29-07-00 10:00,14
29-07-00 09:00,11
29-07-00 08:00,12
29-07-00 07:00,12
29-07-00 06:00,10
29-07-00 05:00,8
29-07-00 04:00,6
29-07-00 03:00,6
29-07-00 02:00,7
29-07-00 01:00,9
29-07-00 00:00,
28-07-00 23:00,12
28-07-00 22:00,21
28-07-00 21:00,36
28-07-00 20:00,30
28-07-00 19:00,21
28-07-00 18:00,13
28-07-00 17:00,21
28-07-00 16:00,28
28-07-00 15:00,23
28-07-00 14:00,22
28-07-00 13:00,32
28-07-00 12:00,30
28-07-00 11:00,41
28-07-00 10:00,37
28-07-00 09:00,32
28-07-00 08:00,38
28-07-00 07:00,42
28-07-00 06:00,49
28-07-00 05:00,36
28-07-00 04:00,14
28-07-00 03:00,7
28-07-00 02:00,11
28-07-00 01:00,
28-07-00 00:00,13
27-07-00 23:00,19
27-07-00 22:00,27
27-07-00 21:00,37
27-07-00 20:00,60
27-07-00 19:00,62
27-07-00 18:00,55
27-07-00 17:00,43
27-07-00 16:00,32
27-07-00 15:00,37
27-07-00 14:00,33
27-07-00 13:00,25
27-07-00 12:00,23
27-07-00 11:00,27
27-07-00 10:00,31
27-07-00 09:00,39
27-07-00 08:00,23
27-07-00 07:00,21
27-07-00 06:00,18
27-07-00 05:00,13
27-07-00 04:00,10
27-07-00 03:00,11
27-07-00 02:00,11
27-07-00 01:00,
27-07-00 00:00,11
26-07-00 23:00,15
26-07-00 22:00,25
26-07-00 21:00,34
26-07-00 20:00,30
26-07-00 19:00,33
26-07-00 18:00,19
26-07-00 17:00,45
26-07-00 16:00,56
26-07-00 15:00,52
26-07-00 14:00,30
26-07-00 13:00,41
26-07-00 12:00,34
26-07-00 11:00,35
26-07-00 10:00,35
26-07-00 09:00,38
