Datum Zeit,Goerlitz PM10
,µg/m³
31-07-00,52
30-07-00,21
29-07-00,17
28-07-00,30
27-07-00,34
26-07-00,31
25-07-00,35
24-07-00,26
23-07-00,17
22-07-00,23
21-07-00,22
20-07-00,23
19-07-00,20
18-07-00,25
17-07-00,23
16-07-00,12
15-07-00,19
14-07-00,24
13-07-00,26
12-07-00,21
11-07-00,26
10-07-00,21
09-07-00,19
08-07-00,14
07-07-00,23
06-07-00,23
05-07-00,20
04-07-00,31
03-07-00,30
02-07-00,30
01-07-00,34

