Datum Zeit,Schwartenberg PM10
,µg/m³
31-07-00,17
30-07-00,20
29-07-00,36
28-07-00,32
27-07-00,73
26-07-00,
25-07-00,
24-07-00,
23-07-00,21
22-07-00,26
21-07-00,19
20-07-00,8
19-07-00,8
18-07-00,8
17-07-00,10
16-07-00,7
15-07-00,5
14-07-00,8
13-07-00,11
12-07-00,9
11-07-00,8
10-07-00,5
09-07-00,8
08-07-00,6
07-07-00,13
06-07-00,11
05-07-00,8
04-07-00,14
03-07-00,16
02-07-00,18
01-07-00,24

