Datum Zeit,Plauen-Sued CO
,mg/m3
01-08-00 00:00,0.1
31-07-00 23:00,0.1
31-07-00 22:00,0.3
31-07-00 21:00,0.2
31-07-00 20:00,0.6
31-07-00 19:00,0.1
31-07-00 18:00,0.1
31-07-00 17:00,0.1
31-07-00 16:00,0.2
31-07-00 15:00,0.5
31-07-00 14:00,0.2
31-07-00 13:00,0.2
31-07-00 12:00,0.1
31-07-00 11:00,0.2
31-07-00 10:00,0.5
31-07-00 09:00,0.4
31-07-00 08:00,0.4
31-07-00 07:00,0.7
31-07-00 06:00,2.2
31-07-00 05:00,1.0
31-07-00 04:00,0.2
31-07-00 03:00,0.2
31-07-00 02:00,0.1
31-07-00 01:00,0.1
31-07-00 00:00,0.1
30-07-00 23:00,0.1
30-07-00 22:00,0.1
30-07-00 21:00,0.3
30-07-00 20:00,0.2
30-07-00 19:00,0.1
30-07-00 18:00,0.1
30-07-00 17:00,0.1
30-07-00 16:00,0.1
30-07-00 15:00,0.2
30-07-00 14:00,0.1
30-07-00 13:00,0.1
30-07-00 12:00,0.1
30-07-00 11:00,0.1
30-07-00 10:00,0.3
30-07-00 09:00,0.1
30-07-00 08:00,0.2
30-07-00 07:00,0.1
30-07-00 06:00,
30-07-00 05:00,0.1
30-07-00 04:00,0.1
30-07-00 03:00,0.1
30-07-00 02:00,0.1
30-07-00 01:00,0.1
30-07-00 00:00,0.1
29-07-00 23:00,0.1
29-07-00 22:00,0.3
29-07-00 21:00,0.2
29-07-00 20:00,0.2
29-07-00 19:00,0.2
29-07-00 18:00,0.1
29-07-00 17:00,0.1
29-07-00 16:00,0.1
29-07-00 15:00,0.1
29-07-00 14:00,0.1
29-07-00 13:00,0.1
29-07-00 12:00,0.1
29-07-00 11:00,0.1
29-07-00 10:00,0.2
29-07-00 09:00,0.7
29-07-00 08:00,0.5
29-07-00 07:00,0.1
29-07-00 06:00,0.1
29-07-00 05:00,0.2
29-07-00 04:00,0.1
29-07-00 03:00,0.1
29-07-00 02:00,0.1
29-07-00 01:00,0.1
29-07-00 00:00,0.2
28-07-00 23:00,0.3
28-07-00 22:00,0.4
28-07-00 21:00,0.4
28-07-00 20:00,0.8
28-07-00 19:00,0.9
28-07-00 18:00,0.8
28-07-00 17:00,0.5
28-07-00 16:00,0.3
28-07-00 15:00,0.3
28-07-00 14:00,0.3
28-07-00 13:00,0.5
28-07-00 12:00,0.1
28-07-00 11:00,0.3
28-07-00 10:00,0.4
28-07-00 09:00,0.3
28-07-00 08:00,0.8
28-07-00 07:00,0.7
28-07-00 06:00,
28-07-00 05:00,0.6
28-07-00 04:00,0.2
28-07-00 03:00,0.1
28-07-00 02:00,0.1
28-07-00 01:00,0.1
28-07-00 00:00,0.1
27-07-00 23:00,0.1
27-07-00 22:00,0.3
27-07-00 21:00,0.2
27-07-00 20:00,0.6
27-07-00 19:00,1.0
27-07-00 18:00,0.5
27-07-00 17:00,0.4
27-07-00 16:00,0.3
27-07-00 15:00,0.4
27-07-00 14:00,0.2
27-07-00 13:00,0.4
27-07-00 12:00,0.5
27-07-00 11:00,0.3
27-07-00 10:00,0.4
27-07-00 09:00,0.6
27-07-00 08:00,0.4
27-07-00 07:00,1.2
27-07-00 06:00,2.7
27-07-00 05:00,0.9
27-07-00 04:00,0.3
27-07-00 03:00,0.1
27-07-00 02:00,0.1
27-07-00 01:00,0.1
27-07-00 00:00,0.1
26-07-00 23:00,0.1
26-07-00 22:00,0.2
26-07-00 21:00,0.1
26-07-00 20:00,0.4
26-07-00 19:00,0.3
26-07-00 18:00,0.2
26-07-00 17:00,0.5
26-07-00 16:00,0.7
26-07-00 15:00,0.6
26-07-00 14:00,0.2
26-07-00 13:00,0.3
26-07-00 12:00,0.3
26-07-00 11:00,0.2
26-07-00 10:00,0.2
26-07-00 09:00,0.3
26-07-00 08:00,0.3
26-07-00 07:00,
26-07-00 06:00,1.6
26-07-00 05:00,0.9
26-07-00 04:00,0.2
26-07-00 03:00,0.1
26-07-00 02:00,0.1
26-07-00 01:00,0.1
26-07-00 00:00,0.1
25-07-00 23:00,0.1
25-07-00 22:00,0.2
25-07-00 21:00,0.4
25-07-00 20:00,0.3
25-07-00 19:00,0.2
25-07-00 18:00,0.3
25-07-00 17:00,0.2
25-07-00 16:00,0.3
25-07-00 15:00,0.3
25-07-00 14:00,0.2
25-07-00 13:00,0.1
25-07-00 12:00,0.2
25-07-00 11:00,0.1
25-07-00 10:00,0.2
25-07-00 09:00,0.4
25-07-00 08:00,0.4
25-07-00 07:00,0.4
25-07-00 06:00,0.8
25-07-00 05:00,0.5
25-07-00 04:00,0.2
25-07-00 03:00,0.1
25-07-00 02:00,0.1
25-07-00 01:00,0.1
25-07-00 00:00,0.2
24-07-00 23:00,0.2
24-07-00 22:00,0.3
24-07-00 21:00,0.4
24-07-00 20:00,1.0
24-07-00 19:00,0.5
