Datum Zeit,Chemnitz-Mitte O3
,µg/m³
01-08-00 00:00,35
31-07-00 23:00,39
31-07-00 22:00,34
31-07-00 21:00,26
31-07-00 20:00,70
31-07-00 19:00,92
31-07-00 18:00,96
31-07-00 17:00,94
31-07-00 16:00,93
31-07-00 15:00,93
31-07-00 14:00,88
31-07-00 13:00,89
31-07-00 12:00,84
31-07-00 11:00,70
31-07-00 10:00,61
31-07-00 09:00,51
31-07-00 08:00,
31-07-00 07:00,
31-07-00 06:00,
31-07-00 05:00,
31-07-00 04:00,
31-07-00 03:00,
31-07-00 02:00,
31-07-00 01:00,
31-07-00 00:00,
30-07-00 23:00,
30-07-00 22:00,
30-07-00 21:00,
30-07-00 20:00,
30-07-00 19:00,
30-07-00 18:00,
30-07-00 17:00,
30-07-00 16:00,
30-07-00 15:00,
30-07-00 14:00,
30-07-00 13:00,
30-07-00 12:00,
30-07-00 11:00,
30-07-00 10:00,78
30-07-00 09:00,77
30-07-00 08:00,63
30-07-00 07:00,56
30-07-00 06:00,42
30-07-00 05:00,54
30-07-00 04:00,55
30-07-00 03:00,60
30-07-00 02:00,68
30-07-00 01:00,62
30-07-00 00:00,59
29-07-00 23:00,59
29-07-00 22:00,68
29-07-00 21:00,72
29-07-00 20:00,73
29-07-00 19:00,82
29-07-00 18:00,86
29-07-00 17:00,86
29-07-00 16:00,97
29-07-00 15:00,95
29-07-00 14:00,97
29-07-00 13:00,85
29-07-00 12:00,
29-07-00 11:00,79
29-07-00 10:00,64
29-07-00 09:00,61
29-07-00 08:00,64
29-07-00 07:00,70
29-07-00 06:00,77
29-07-00 05:00,84
29-07-00 04:00,79
29-07-00 03:00,85
29-07-00 02:00,86
29-07-00 01:00,84
29-07-00 00:00,88
28-07-00 23:00,87
28-07-00 22:00,88
28-07-00 21:00,69
28-07-00 20:00,80
28-07-00 19:00,84
28-07-00 18:00,91
28-07-00 17:00,93
28-07-00 16:00,96
28-07-00 15:00,88
28-07-00 14:00,89
28-07-00 13:00,82
28-07-00 12:00,
28-07-00 11:00,70
28-07-00 10:00,67
28-07-00 09:00,53
28-07-00 08:00,44
28-07-00 07:00,29
28-07-00 06:00,15
28-07-00 05:00,7
28-07-00 04:00,30
28-07-00 03:00,37
28-07-00 02:00,53
28-07-00 01:00,59
28-07-00 00:00,64
27-07-00 23:00,72
27-07-00 22:00,43
27-07-00 21:00,38
27-07-00 20:00,53
27-07-00 19:00,74
27-07-00 18:00,88
27-07-00 17:00,85
27-07-00 16:00,100
27-07-00 15:00,99
27-07-00 14:00,97
27-07-00 13:00,
27-07-00 12:00,83
27-07-00 11:00,62
27-07-00 10:00,55
27-07-00 09:00,39
27-07-00 08:00,25
27-07-00 07:00,28
27-07-00 06:00,
27-07-00 05:00,37
27-07-00 04:00,41
27-07-00 03:00,50
27-07-00 02:00,50
27-07-00 01:00,43
27-07-00 00:00,48
26-07-00 23:00,
26-07-00 22:00,50
26-07-00 21:00,48
26-07-00 20:00,39
26-07-00 19:00,77
26-07-00 18:00,83
26-07-00 17:00,81
26-07-00 16:00,72
26-07-00 15:00,
26-07-00 14:00,
26-07-00 13:00,
26-07-00 12:00,90
26-07-00 11:00,80
26-07-00 10:00,75
26-07-00 09:00,69
26-07-00 08:00,57
26-07-00 07:00,
26-07-00 06:00,19
26-07-00 05:00,29
26-07-00 04:00,45
26-07-00 03:00,57
26-07-00 02:00,64
26-07-00 01:00,58
26-07-00 00:00,56
25-07-00 23:00,64
25-07-00 22:00,80
25-07-00 21:00,92
25-07-00 20:00,98
25-07-00 19:00,96
25-07-00 18:00,97
25-07-00 17:00,92
25-07-00 16:00,94
25-07-00 15:00,86
25-07-00 14:00,83
25-07-00 13:00,83
25-07-00 12:00,93
25-07-00 11:00,88
25-07-00 10:00,83
25-07-00 09:00,75
25-07-00 08:00,64
25-07-00 07:00,
25-07-00 06:00,32
25-07-00 05:00,51
25-07-00 04:00,45
25-07-00 03:00,21
25-07-00 02:00,20
25-07-00 01:00,
25-07-00 00:00,32
24-07-00 23:00,47
24-07-00 22:00,42
24-07-00 21:00,55
24-07-00 20:00,73
