Datum Zeit,Dresden-Nord PM10
,µg/m³
31-07-00,44
30-07-00,37
29-07-00,36
28-07-00,35
27-07-00,41
26-07-00,41
25-07-00,41
24-07-00,34
23-07-00,25
22-07-00,30
21-07-00,28
20-07-00,31
19-07-00,31
18-07-00,25
17-07-00,26
16-07-00,15
15-07-00,21
14-07-00,23
13-07-00,27
12-07-00,22
11-07-00,19
10-07-00,16
09-07-00,18
08-07-00,18
07-07-00,21
06-07-00,23
05-07-00,18
04-07-00,31
03-07-00,35
02-07-00,43
01-07-00,43

