Datum Zeit,Schwartenberg BEN
,µg/m³
01-08-00 00:00,0.4
31-07-00 23:00,0.5
31-07-00 22:00,0.4
31-07-00 21:00,0.4
31-07-00 20:00,0.3
31-07-00 19:00,0.1
31-07-00 18:00,0.1
31-07-00 17:00,0.1
31-07-00 16:00,0.1
31-07-00 15:00,0.1
31-07-00 14:00,0.1
31-07-00 13:00,0.3
31-07-00 12:00,0.3
31-07-00 11:00,0.3
31-07-00 10:00,0.4
31-07-00 09:00,0.4
31-07-00 08:00,0.3
31-07-00 07:00,0.3
31-07-00 06:00,0.3
31-07-00 05:00,0.1
31-07-00 04:00,0.2
31-07-00 03:00,0.2
31-07-00 02:00,0.2
31-07-00 01:00,0.3
31-07-00 00:00,0.3
30-07-00 23:00,0.3
30-07-00 22:00,0.3
30-07-00 21:00,0.3
30-07-00 20:00,0.3
30-07-00 19:00,0.3
30-07-00 18:00,0.2
30-07-00 17:00,0.1
30-07-00 16:00,0.1
30-07-00 15:00,0.2
30-07-00 14:00,0.1
30-07-00 13:00,0.1
30-07-00 12:00,0.3
30-07-00 11:00,0.3
30-07-00 10:00,0.3
30-07-00 09:00,0.3
30-07-00 08:00,0.4
30-07-00 07:00,0.4
30-07-00 06:00,0.3
30-07-00 05:00,0.3
30-07-00 04:00,0.2
30-07-00 03:00,0.1
30-07-00 02:00,0.2
30-07-00 01:00,0.3
30-07-00 00:00,0.2
29-07-00 23:00,0.1
29-07-00 22:00,0.1
29-07-00 21:00,0.1
29-07-00 20:00,0.1
29-07-00 19:00,0.1
29-07-00 18:00,0.1
29-07-00 17:00,0.1
29-07-00 16:00,0.1
29-07-00 15:00,0.3
29-07-00 14:00,0.3
29-07-00 13:00,0.3
29-07-00 12:00,0.3
29-07-00 11:00,0.3
29-07-00 10:00,0.4
29-07-00 09:00,0.3
29-07-00 08:00,0.3
29-07-00 07:00,0.3
29-07-00 06:00,0.3
29-07-00 05:00,0.2
29-07-00 04:00,0.1
29-07-00 03:00,0.2
29-07-00 02:00,0.3
29-07-00 01:00,0.3
29-07-00 00:00,0.3
28-07-00 23:00,0.4
28-07-00 22:00,0.5
28-07-00 21:00,0.6
28-07-00 20:00,0.4
28-07-00 19:00,
28-07-00 18:00,
28-07-00 17:00,
28-07-00 16:00,
28-07-00 15:00,0.1
28-07-00 14:00,0.1
28-07-00 13:00,0.1
28-07-00 12:00,0.1
28-07-00 11:00,0.1
28-07-00 10:00,0.1
28-07-00 09:00,0.1
28-07-00 08:00,0.1
28-07-00 07:00,0.2
28-07-00 06:00,0.2
28-07-00 05:00,0.1
28-07-00 04:00,0.1
28-07-00 03:00,0.1
28-07-00 02:00,0.1
28-07-00 01:00,0.1
28-07-00 00:00,0.1
27-07-00 23:00,0.3
27-07-00 22:00,0.4
27-07-00 21:00,0.5
27-07-00 20:00,0.4
27-07-00 19:00,0.3
27-07-00 18:00,0.4
27-07-00 17:00,0.3
27-07-00 16:00,0.1
27-07-00 15:00,0.1
27-07-00 14:00,0.1
27-07-00 13:00,0.1
27-07-00 12:00,0.1
27-07-00 11:00,0.2
27-07-00 10:00,0.3
27-07-00 09:00,0.4
27-07-00 08:00,0.3
27-07-00 07:00,0.3
27-07-00 06:00,0.3
27-07-00 05:00,0.3
27-07-00 04:00,0.3
27-07-00 03:00,0.5
27-07-00 02:00,0.2
27-07-00 01:00,0.2
27-07-00 00:00,0.3
26-07-00 23:00,0.4
26-07-00 22:00,0.2
26-07-00 21:00,0.3
26-07-00 20:00,0.2
26-07-00 19:00,0.2
26-07-00 18:00,0.5
26-07-00 17:00,0.4
26-07-00 16:00,0.6
26-07-00 15:00,0.4
26-07-00 14:00,0.5
26-07-00 13:00,0.6
26-07-00 12:00,0.1
26-07-00 11:00,0.4
26-07-00 10:00,0.2
26-07-00 09:00,0.4
26-07-00 08:00,0.3
26-07-00 07:00,0.2
26-07-00 06:00,0.1
26-07-00 05:00,0.1
26-07-00 04:00,0.1
26-07-00 03:00,0.1
26-07-00 02:00,0.2
26-07-00 01:00,0.3
26-07-00 00:00,0.5
25-07-00 23:00,0.2
25-07-00 22:00,0.1
25-07-00 21:00,0.1
25-07-00 20:00,0.1
25-07-00 19:00,0.1
25-07-00 18:00,0.1
25-07-00 17:00,0.1
25-07-00 16:00,0.1
25-07-00 15:00,0.2
25-07-00 14:00,0.1
25-07-00 13:00,0.1
25-07-00 12:00,0.1
25-07-00 11:00,0.1
25-07-00 10:00,0.1
25-07-00 09:00,0.2
25-07-00 08:00,0.2
25-07-00 07:00,0.1
25-07-00 06:00,0.1
25-07-00 05:00,0.1
25-07-00 04:00,0.5
25-07-00 03:00,0.3
25-07-00 02:00,0.6
25-07-00 01:00,0.7
25-07-00 00:00,
24-07-00 23:00,
24-07-00 22:00,
24-07-00 21:00,
24-07-00 20:00,1.2
24-07-00 19:00,0.7
24-07-00 18:00,0.7
24-07-00 17:00,0.7
24-07-00 16:00,1.0
24-07-00 15:00,1.6
24-07-00 14:00,1.4
24-07-00 13:00,0.5
24-07-00 12:00,2.0
24-07-00 11:00,4.9
24-07-00 10:00,0.5
24-07-00 09:00,0.1
24-07-00 08:00,0.1
24-07-00 07:00,0.1
24-07-00 06:00,0.1
24-07-00 05:00,0.1
24-07-00 04:00,0.1
24-07-00 03:00,0.3
24-07-00 02:00,0.3
24-07-00 01:00,0.1
24-07-00 00:00,0.1
23-07-00 23:00,0.1
23-07-00 22:00,0.2
23-07-00 21:00,0.4
23-07-00 20:00,0.1
23-07-00 19:00,0.1
23-07-00 18:00,0.1
23-07-00 17:00,0.1
23-07-00 16:00,0.1
23-07-00 15:00,0.1
23-07-00 14:00,0.1
23-07-00 13:00,0.1
23-07-00 12:00,0.1
23-07-00 11:00,0.1
23-07-00 10:00,0.1
23-07-00 09:00,0.2
23-07-00 08:00,0.2
23-07-00 07:00,0.2
23-07-00 06:00,0.1
23-07-00 05:00,0.1
23-07-00 04:00,0.1
23-07-00 03:00,0.1
23-07-00 02:00,0.3
23-07-00 01:00,0.3
23-07-00 00:00,0.3
22-07-00 23:00,0.2
22-07-00 22:00,0.2
22-07-00 21:00,0.1
22-07-00 20:00,0.2
22-07-00 19:00,0.3
22-07-00 18:00,0.3
22-07-00 17:00,0.2
22-07-00 16:00,0.1
22-07-00 15:00,0.1
22-07-00 14:00,0.4
22-07-00 13:00,0.1
22-07-00 12:00,0.1
22-07-00 11:00,0.1
22-07-00 10:00,0.1
22-07-00 09:00,0.2
22-07-00 08:00,0.3
22-07-00 07:00,0.1
22-07-00 06:00,0.1
22-07-00 05:00,0.1
22-07-00 04:00,0.1
22-07-00 03:00,0.1
22-07-00 02:00,0.1
22-07-00 01:00,0.1
22-07-00 00:00,0.3
21-07-00 23:00,0.3
21-07-00 22:00,0.3
21-07-00 21:00,0.3
21-07-00 20:00,0.2
21-07-00 19:00,0.2
21-07-00 18:00,0.1
21-07-00 17:00,0.1
21-07-00 16:00,0.1
21-07-00 15:00,0.1
21-07-00 14:00,0.1
21-07-00 13:00,0.1
21-07-00 12:00,0.1
21-07-00 11:00,0.1
21-07-00 10:00,0.1
21-07-00 09:00,0.1
21-07-00 08:00,0.1
21-07-00 07:00,0.1
21-07-00 06:00,0.1
21-07-00 05:00,
21-07-00 04:00,
21-07-00 03:00,
21-07-00 02:00,
21-07-00 01:00,0.2
21-07-00 00:00,0.3
20-07-00 23:00,0.3
20-07-00 22:00,0.2
20-07-00 21:00,0.2
20-07-00 20:00,0.1
20-07-00 19:00,0.1
20-07-00 18:00,0.1
20-07-00 17:00,0.1
20-07-00 16:00,0.1
20-07-00 15:00,0.1
20-07-00 14:00,0.1
20-07-00 13:00,0.1
20-07-00 12:00,0.1
20-07-00 11:00,0.1
20-07-00 10:00,0.1
20-07-00 09:00,0.1
20-07-00 08:00,0.1
20-07-00 07:00,0.1
20-07-00 06:00,0.1
20-07-00 05:00,0.1
20-07-00 04:00,0.1
20-07-00 03:00,0.1
20-07-00 02:00,0.1
20-07-00 01:00,0.1
20-07-00 00:00,0.1
19-07-00 23:00,0.1
19-07-00 22:00,0.1
19-07-00 21:00,0.1
19-07-00 20:00,0.1
19-07-00 19:00,0.1
19-07-00 18:00,0.1
19-07-00 17:00,0.1
19-07-00 16:00,0.1
19-07-00 15:00,0.1
19-07-00 14:00,0.1
19-07-00 13:00,0.1
19-07-00 12:00,0.1
19-07-00 11:00,0.1
19-07-00 10:00,0.1
19-07-00 09:00,0.1
19-07-00 08:00,0.2
19-07-00 07:00,0.3
19-07-00 06:00,0.4
19-07-00 05:00,0.4
19-07-00 04:00,0.4
19-07-00 03:00,0.4
19-07-00 02:00,0.4
19-07-00 01:00,0.4
19-07-00 00:00,0.4
18-07-00 23:00,0.4
18-07-00 22:00,0.4
18-07-00 21:00,0.5
18-07-00 20:00,0.5
18-07-00 19:00,0.4
18-07-00 18:00,0.4
18-07-00 17:00,0.3
18-07-00 16:00,0.3
18-07-00 15:00,0.3
18-07-00 14:00,0.3
18-07-00 13:00,0.4
18-07-00 12:00,0.4
18-07-00 11:00,0.4
18-07-00 10:00,0.4
18-07-00 09:00,0.5
18-07-00 08:00,0.7
18-07-00 07:00,0.6
18-07-00 06:00,0.4
18-07-00 05:00,0.4
18-07-00 04:00,0.4
18-07-00 03:00,0.5
18-07-00 02:00,0.4
18-07-00 01:00,0.5
18-07-00 00:00,0.4
17-07-00 23:00,0.3
17-07-00 22:00,0.4
17-07-00 21:00,0.4
17-07-00 20:00,0.3
17-07-00 19:00,0.2
17-07-00 18:00,0.3
17-07-00 17:00,0.2
17-07-00 16:00,0.3
17-07-00 15:00,0.1
17-07-00 14:00,0.2
17-07-00 13:00,0.1
17-07-00 12:00,0.1
17-07-00 11:00,0.2
17-07-00 10:00,
17-07-00 09:00,
17-07-00 08:00,
17-07-00 07:00,
17-07-00 06:00,0.0
17-07-00 05:00,0.2
