Datum Zeit,Zittau-Ost BEN
,µg/m³
01-08-00 00:00,2.9
31-07-00 23:00,3.0
31-07-00 22:00,4.8
31-07-00 21:00,2.4
31-07-00 20:00,
31-07-00 19:00,
31-07-00 18:00,
31-07-00 17:00,
31-07-00 16:00,0.7
31-07-00 15:00,1.2
31-07-00 14:00,0.8
31-07-00 13:00,0.9
31-07-00 12:00,0.9
31-07-00 11:00,0.9
31-07-00 10:00,1.4
31-07-00 09:00,2.9
31-07-00 08:00,3.5
31-07-00 07:00,2.5
31-07-00 06:00,1.6
31-07-00 05:00,1.4
31-07-00 04:00,2.3
31-07-00 03:00,2.1
31-07-00 02:00,1.8
31-07-00 01:00,2.1
31-07-00 00:00,2.2
30-07-00 23:00,2.4
30-07-00 22:00,3.0
30-07-00 21:00,3.2
30-07-00 20:00,3.1
30-07-00 19:00,0.5
30-07-00 18:00,0.4
30-07-00 17:00,0.5
30-07-00 16:00,0.5
30-07-00 15:00,0.5
30-07-00 14:00,0.3
30-07-00 13:00,0.4
30-07-00 12:00,0.5
30-07-00 11:00,0.7
30-07-00 10:00,0.5
30-07-00 09:00,0.6
30-07-00 08:00,0.6
30-07-00 07:00,0.5
30-07-00 06:00,0.3
30-07-00 05:00,0.2
30-07-00 04:00,0.3
30-07-00 03:00,0.4
30-07-00 02:00,0.4
30-07-00 01:00,0.4
30-07-00 00:00,0.4
29-07-00 23:00,0.4
29-07-00 22:00,0.4
29-07-00 21:00,0.4
29-07-00 20:00,0.4
29-07-00 19:00,0.5
29-07-00 18:00,0.5
29-07-00 17:00,0.5
29-07-00 16:00,0.5
29-07-00 15:00,0.6
29-07-00 14:00,0.5
29-07-00 13:00,0.6
29-07-00 12:00,1.0
29-07-00 11:00,1.4
29-07-00 10:00,0.9
29-07-00 09:00,0.9
29-07-00 08:00,0.8
29-07-00 07:00,0.4
29-07-00 06:00,0.3
29-07-00 05:00,0.4
29-07-00 04:00,0.4
29-07-00 03:00,0.5
29-07-00 02:00,0.6
29-07-00 01:00,0.6
29-07-00 00:00,0.7
28-07-00 23:00,0.8
28-07-00 22:00,0.8
28-07-00 21:00,1.4
28-07-00 20:00,2.0
28-07-00 19:00,1.2
28-07-00 18:00,1.1
28-07-00 17:00,0.9
28-07-00 16:00,0.9
28-07-00 15:00,1.4
28-07-00 14:00,1.3
28-07-00 13:00,1.5
28-07-00 12:00,1.9
28-07-00 11:00,2.3
28-07-00 10:00,6.3
28-07-00 09:00,1.4
28-07-00 08:00,0.8
28-07-00 07:00,1.2
28-07-00 06:00,1.2
28-07-00 05:00,0.9
28-07-00 04:00,1.0
28-07-00 03:00,1.7
28-07-00 02:00,1.7
28-07-00 01:00,
28-07-00 00:00,
27-07-00 23:00,
27-07-00 22:00,
27-07-00 21:00,3.0
27-07-00 20:00,1.8
27-07-00 19:00,1.1
27-07-00 18:00,0.9
27-07-00 17:00,1.5
27-07-00 16:00,1.1
27-07-00 15:00,0.9
27-07-00 14:00,1.1
27-07-00 13:00,1.2
27-07-00 12:00,1.2
27-07-00 11:00,1.9
27-07-00 10:00,1.7
27-07-00 09:00,1.3
27-07-00 08:00,0.9
27-07-00 07:00,1.0
27-07-00 06:00,0.7
27-07-00 05:00,0.5
27-07-00 04:00,0.5
27-07-00 03:00,0.6
27-07-00 02:00,1.1
27-07-00 01:00,1.1
27-07-00 00:00,1.5
26-07-00 23:00,1.5
26-07-00 22:00,1.2
26-07-00 21:00,1.7
26-07-00 20:00,1.3
26-07-00 19:00,2.2
26-07-00 18:00,1.9
26-07-00 17:00,1.4
26-07-00 16:00,1.9
26-07-00 15:00,1.4
26-07-00 14:00,1.2
26-07-00 13:00,1.3
26-07-00 12:00,1.1
26-07-00 11:00,0.7
26-07-00 10:00,0.7
26-07-00 09:00,1.4
26-07-00 08:00,1.9
26-07-00 07:00,3.0
26-07-00 06:00,2.0
26-07-00 05:00,1.6
26-07-00 04:00,0.8
26-07-00 03:00,0.7
26-07-00 02:00,1.0
26-07-00 01:00,1.3
26-07-00 00:00,1.7
25-07-00 23:00,1.3
25-07-00 22:00,1.2
25-07-00 21:00,1.0
25-07-00 20:00,0.8
25-07-00 19:00,0.8
25-07-00 18:00,0.9
25-07-00 17:00,0.7
25-07-00 16:00,1.8
25-07-00 15:00,1.2
25-07-00 14:00,0.9
25-07-00 13:00,1.1
25-07-00 12:00,1.1
25-07-00 11:00,1.7
25-07-00 10:00,1.7
25-07-00 09:00,2.0
25-07-00 08:00,1.9
25-07-00 07:00,2.0
25-07-00 06:00,1.1
25-07-00 05:00,0.9
25-07-00 04:00,1.0
25-07-00 03:00,1.4
25-07-00 02:00,1.9
25-07-00 01:00,2.8
25-07-00 00:00,3.1
24-07-00 23:00,2.9
24-07-00 22:00,5.3
24-07-00 21:00,1.9
24-07-00 20:00,1.7
24-07-00 19:00,1.3
24-07-00 18:00,1.0
24-07-00 17:00,1.3
24-07-00 16:00,1.1
24-07-00 15:00,1.2
24-07-00 14:00,1.4
24-07-00 13:00,3.8
