Datum Zeit,Leipzig-Mitte O3
,µg/m³
01-08-00 00:00,20
31-07-00 23:00,26
31-07-00 22:00,47
31-07-00 21:00,40
31-07-00 20:00,31
31-07-00 19:00,38
31-07-00 18:00,46
31-07-00 17:00,47
31-07-00 16:00,49
31-07-00 15:00,46
31-07-00 14:00,50
31-07-00 13:00,43
31-07-00 12:00,43
31-07-00 11:00,36
31-07-00 10:00,29
31-07-00 09:00,24
31-07-00 08:00,13
31-07-00 07:00,7
31-07-00 06:00,4
31-07-00 05:00,
31-07-00 04:00,22
31-07-00 03:00,39
31-07-00 02:00,45
31-07-00 01:00,34
31-07-00 00:00,18
30-07-00 23:00,14
30-07-00 22:00,27
30-07-00 21:00,52
30-07-00 20:00,60
30-07-00 19:00,54
30-07-00 18:00,60
30-07-00 17:00,71
30-07-00 16:00,74
30-07-00 15:00,71
30-07-00 14:00,66
30-07-00 13:00,65
30-07-00 12:00,55
30-07-00 11:00,45
30-07-00 10:00,47
30-07-00 09:00,43
30-07-00 08:00,44
30-07-00 07:00,38
30-07-00 06:00,
30-07-00 05:00,32
30-07-00 04:00,32
30-07-00 03:00,22
30-07-00 02:00,19
30-07-00 01:00,27
30-07-00 00:00,22
29-07-00 23:00,27
29-07-00 22:00,24
29-07-00 21:00,32
29-07-00 20:00,30
29-07-00 19:00,25
29-07-00 18:00,28
29-07-00 17:00,34
29-07-00 16:00,37
29-07-00 15:00,31
29-07-00 14:00,43
29-07-00 13:00,41
29-07-00 12:00,39
29-07-00 11:00,37
29-07-00 10:00,41
29-07-00 09:00,33
29-07-00 08:00,35
29-07-00 07:00,39
29-07-00 06:00,
29-07-00 05:00,53
29-07-00 04:00,56
29-07-00 03:00,50
29-07-00 02:00,40
29-07-00 01:00,43
29-07-00 00:00,39
28-07-00 23:00,44
28-07-00 22:00,57
28-07-00 21:00,47
28-07-00 20:00,48
28-07-00 19:00,65
28-07-00 18:00,55
28-07-00 17:00,52
28-07-00 16:00,51
28-07-00 15:00,65
28-07-00 14:00,55
28-07-00 13:00,58
28-07-00 12:00,53
28-07-00 11:00,43
28-07-00 10:00,35
28-07-00 09:00,33
28-07-00 08:00,24
28-07-00 07:00,
28-07-00 06:00,14
28-07-00 05:00,23
28-07-00 04:00,32
28-07-00 03:00,35
28-07-00 02:00,41
28-07-00 01:00,45
28-07-00 00:00,55
27-07-00 23:00,67
27-07-00 22:00,45
27-07-00 21:00,38
27-07-00 20:00,24
27-07-00 19:00,55
27-07-00 18:00,55
27-07-00 17:00,72
27-07-00 16:00,68
27-07-00 15:00,51
27-07-00 14:00,49
27-07-00 13:00,36
27-07-00 12:00,36
27-07-00 11:00,30
27-07-00 10:00,32
27-07-00 09:00,14
27-07-00 08:00,7
27-07-00 07:00,
27-07-00 06:00,11
27-07-00 05:00,30
27-07-00 04:00,38
27-07-00 03:00,37
27-07-00 02:00,36
27-07-00 01:00,25
27-07-00 00:00,21
26-07-00 23:00,22
26-07-00 22:00,28
26-07-00 21:00,39
26-07-00 20:00,49
26-07-00 19:00,52
26-07-00 18:00,71
26-07-00 17:00,51
26-07-00 16:00,45
26-07-00 15:00,55
26-07-00 14:00,65
26-07-00 13:00,67
26-07-00 12:00,55
26-07-00 11:00,49
26-07-00 10:00,49
26-07-00 09:00,42
26-07-00 08:00,
26-07-00 07:00,23
26-07-00 06:00,33
26-07-00 05:00,41
26-07-00 04:00,48
26-07-00 03:00,51
26-07-00 02:00,46
26-07-00 01:00,45
26-07-00 00:00,49
25-07-00 23:00,56
25-07-00 22:00,61
25-07-00 21:00,73
25-07-00 20:00,80
25-07-00 19:00,68
25-07-00 18:00,63
25-07-00 17:00,64
25-07-00 16:00,61
25-07-00 15:00,74
25-07-00 14:00,69
25-07-00 13:00,70
25-07-00 12:00,80
25-07-00 11:00,74
25-07-00 10:00,70
25-07-00 09:00,28
25-07-00 08:00,
25-07-00 07:00,18
25-07-00 06:00,20
25-07-00 05:00,11
25-07-00 04:00,31
25-07-00 03:00,24
25-07-00 02:00,21
25-07-00 01:00,17
25-07-00 00:00,11
24-07-00 23:00,11
24-07-00 22:00,16
24-07-00 21:00,17
24-07-00 20:00,27
24-07-00 19:00,19
24-07-00 18:00,32
24-07-00 17:00,32
24-07-00 16:00,30
24-07-00 15:00,24
24-07-00 14:00,25
24-07-00 13:00,23
24-07-00 12:00,15
24-07-00 11:00,15
24-07-00 10:00,18
24-07-00 09:00,
24-07-00 08:00,4
24-07-00 07:00,5
24-07-00 06:00,2
24-07-00 05:00,1
24-07-00 04:00,3
24-07-00 03:00,24
24-07-00 02:00,23
24-07-00 01:00,7
24-07-00 00:00,10
23-07-00 23:00,7
23-07-00 22:00,12
23-07-00 21:00,17
23-07-00 20:00,43
23-07-00 19:00,52
23-07-00 18:00,58
23-07-00 17:00,78
23-07-00 16:00,72
23-07-00 15:00,69
23-07-00 14:00,59
23-07-00 13:00,70
23-07-00 12:00,63
23-07-00 11:00,49
23-07-00 10:00,37
23-07-00 09:00,
23-07-00 08:00,28
23-07-00 07:00,14
23-07-00 06:00,7
23-07-00 05:00,5
23-07-00 04:00,5
23-07-00 03:00,5
23-07-00 02:00,3
23-07-00 01:00,1
23-07-00 00:00,3
22-07-00 23:00,3
22-07-00 22:00,3
22-07-00 21:00,21
22-07-00 20:00,19
22-07-00 19:00,23
22-07-00 18:00,37
22-07-00 17:00,40
22-07-00 16:00,31
22-07-00 15:00,25
22-07-00 14:00,14
22-07-00 13:00,11
22-07-00 12:00,12
22-07-00 11:00,16
22-07-00 10:00,
22-07-00 09:00,20
22-07-00 08:00,18
22-07-00 07:00,13
22-07-00 06:00,15
22-07-00 05:00,21
22-07-00 04:00,15
22-07-00 03:00,9
22-07-00 02:00,8
22-07-00 01:00,6
22-07-00 00:00,11
21-07-00 23:00,14
21-07-00 22:00,21
21-07-00 21:00,26
21-07-00 20:00,28
21-07-00 19:00,18
21-07-00 18:00,10
21-07-00 17:00,11
21-07-00 16:00,11
21-07-00 15:00,16
21-07-00 14:00,21
21-07-00 13:00,19
21-07-00 12:00,20
21-07-00 11:00,19
21-07-00 10:00,
21-07-00 09:00,22
21-07-00 08:00,24
21-07-00 07:00,15
21-07-00 06:00,22
21-07-00 05:00,32
21-07-00 04:00,38
21-07-00 03:00,34
21-07-00 02:00,38
21-07-00 01:00,34
21-07-00 00:00,32
20-07-00 23:00,28
20-07-00 22:00,14
20-07-00 21:00,16
20-07-00 20:00,23
20-07-00 19:00,21
20-07-00 18:00,22
20-07-00 17:00,17
20-07-00 16:00,23
20-07-00 15:00,22
20-07-00 14:00,22
20-07-00 13:00,21
20-07-00 12:00,21
20-07-00 11:00,19
20-07-00 10:00,
20-07-00 09:00,
20-07-00 08:00,11
20-07-00 07:00,7
20-07-00 06:00,9
20-07-00 05:00,18
20-07-00 04:00,23
20-07-00 03:00,28
20-07-00 02:00,35
20-07-00 01:00,35
20-07-00 00:00,34
19-07-00 23:00,31
19-07-00 22:00,35
19-07-00 21:00,15
19-07-00 20:00,12
19-07-00 19:00,7
19-07-00 18:00,4
19-07-00 17:00,5
19-07-00 16:00,12
19-07-00 15:00,17
19-07-00 14:00,17
19-07-00 13:00,20
19-07-00 12:00,27
19-07-00 11:00,30
19-07-00 10:00,
19-07-00 09:00,35
19-07-00 08:00,31
19-07-00 07:00,26
19-07-00 06:00,25
19-07-00 05:00,32
19-07-00 04:00,33
19-07-00 03:00,27
19-07-00 02:00,21
19-07-00 01:00,15
19-07-00 00:00,21
18-07-00 23:00,24
18-07-00 22:00,29
18-07-00 21:00,26
18-07-00 20:00,16
18-07-00 19:00,20
18-07-00 18:00,24
18-07-00 17:00,26
18-07-00 16:00,26
18-07-00 15:00,20
18-07-00 14:00,25
18-07-00 13:00,19
18-07-00 12:00,15
18-07-00 11:00,9
18-07-00 10:00,
18-07-00 09:00,11
18-07-00 08:00,10
18-07-00 07:00,7
18-07-00 06:00,9
18-07-00 05:00,11
18-07-00 04:00,20
18-07-00 03:00,26
18-07-00 02:00,24
18-07-00 01:00,26
18-07-00 00:00,22
17-07-00 23:00,17
17-07-00 22:00,18
17-07-00 21:00,22
17-07-00 20:00,25
17-07-00 19:00,31
17-07-00 18:00,33
17-07-00 17:00,24
17-07-00 16:00,12
17-07-00 15:00,24
17-07-00 14:00,
17-07-00 13:00,28
17-07-00 12:00,
17-07-00 11:00,
17-07-00 10:00,13
17-07-00 09:00,12
17-07-00 08:00,8
17-07-00 07:00,7
17-07-00 06:00,6
17-07-00 05:00,12
17-07-00 04:00,23
17-07-00 03:00,25
17-07-00 02:00,29
17-07-00 01:00,24
17-07-00 00:00,24
16-07-00 23:00,23
16-07-00 22:00,23
16-07-00 21:00,28
16-07-00 20:00,37
16-07-00 19:00,35
16-07-00 18:00,36
16-07-00 17:00,
16-07-00 16:00,50
16-07-00 15:00,46
16-07-00 14:00,40
16-07-00 13:00,36
16-07-00 12:00,47
16-07-00 11:00,34
16-07-00 10:00,35
16-07-00 09:00,30
16-07-00 08:00,26
16-07-00 07:00,20
16-07-00 06:00,14
16-07-00 05:00,13
16-07-00 04:00,11
16-07-00 03:00,9
16-07-00 02:00,7
16-07-00 01:00,8
16-07-00 00:00,12
15-07-00 23:00,15
15-07-00 22:00,13
15-07-00 21:00,20
15-07-00 20:00,34
15-07-00 19:00,
15-07-00 18:00,45
15-07-00 17:00,44
15-07-00 16:00,38
15-07-00 15:00,40
15-07-00 14:00,33
15-07-00 13:00,36
15-07-00 12:00,34
15-07-00 11:00,21
15-07-00 10:00,22
15-07-00 09:00,23
15-07-00 08:00,18
15-07-00 07:00,15
15-07-00 06:00,
15-07-00 05:00,14
15-07-00 04:00,12
15-07-00 03:00,13
15-07-00 02:00,15
15-07-00 01:00,15
15-07-00 00:00,12
14-07-00 23:00,24
14-07-00 22:00,22
14-07-00 21:00,33
14-07-00 20:00,17
14-07-00 19:00,14
14-07-00 18:00,24
14-07-00 17:00,21
14-07-00 16:00,24
14-07-00 15:00,21
14-07-00 14:00,19
14-07-00 13:00,24
14-07-00 12:00,19
14-07-00 11:00,13
14-07-00 10:00,10
14-07-00 09:00,10
14-07-00 08:00,11
14-07-00 07:00,
14-07-00 06:00,18
14-07-00 05:00,27
14-07-00 04:00,31
14-07-00 03:00,33
14-07-00 02:00,34
14-07-00 01:00,38
14-07-00 00:00,40
13-07-00 23:00,41
13-07-00 22:00,41
13-07-00 21:00,42
13-07-00 20:00,43
13-07-00 19:00,53
13-07-00 18:00,56
13-07-00 17:00,49
13-07-00 16:00,50
13-07-00 15:00,50
13-07-00 14:00,57
13-07-00 13:00,57
13-07-00 12:00,49
13-07-00 11:00,
13-07-00 10:00,40
13-07-00 09:00,33
13-07-00 08:00,23
13-07-00 07:00,22
13-07-00 06:00,18
13-07-00 05:00,18
13-07-00 04:00,28
13-07-00 03:00,23
13-07-00 02:00,23
13-07-00 01:00,34
13-07-00 00:00,34
12-07-00 23:00,23
12-07-00 22:00,19
12-07-00 21:00,23
12-07-00 20:00,16
12-07-00 19:00,21
12-07-00 18:00,30
12-07-00 17:00,35
12-07-00 16:00,43
12-07-00 15:00,41
12-07-00 14:00,38
12-07-00 13:00,34
12-07-00 12:00,32
12-07-00 11:00,
12-07-00 10:00,26
12-07-00 09:00,15
12-07-00 08:00,14
12-07-00 07:00,12
12-07-00 06:00,11
12-07-00 05:00,26
12-07-00 04:00,39
12-07-00 03:00,35
12-07-00 02:00,34
12-07-00 01:00,37
12-07-00 00:00,42
11-07-00 23:00,40
11-07-00 22:00,41
11-07-00 21:00,38
11-07-00 20:00,39
11-07-00 19:00,47
11-07-00 18:00,43
11-07-00 17:00,
11-07-00 16:00,44
11-07-00 15:00,53
11-07-00 14:00,67
11-07-00 13:00,62
11-07-00 12:00,54
11-07-00 11:00,40
11-07-00 10:00,33
11-07-00 09:00,28
11-07-00 08:00,14
11-07-00 07:00,9
11-07-00 06:00,15
11-07-00 05:00,27
11-07-00 04:00,36
11-07-00 03:00,36
11-07-00 02:00,37
11-07-00 01:00,39
11-07-00 00:00,33
10-07-00 23:00,31
10-07-00 22:00,38
10-07-00 21:00,39
10-07-00 20:00,32
10-07-00 19:00,40
10-07-00 18:00,46
10-07-00 17:00,
10-07-00 16:00,
10-07-00 15:00,
10-07-00 14:00,
10-07-00 13:00,
10-07-00 12:00,
10-07-00 11:00,
10-07-00 10:00,
10-07-00 09:00,
10-07-00 08:00,
10-07-00 07:00,
10-07-00 06:00,
10-07-00 05:00,
10-07-00 04:00,
10-07-00 03:00,
10-07-00 02:00,
10-07-00 01:00,
10-07-00 00:00,
09-07-00 23:00,
09-07-00 22:00,
09-07-00 21:00,
09-07-00 20:00,
09-07-00 19:00,
09-07-00 18:00,
09-07-00 17:00,
09-07-00 16:00,
09-07-00 15:00,
09-07-00 14:00,
09-07-00 13:00,
09-07-00 12:00,
09-07-00 11:00,
09-07-00 10:00,
09-07-00 09:00,
09-07-00 08:00,
09-07-00 07:00,
09-07-00 06:00,
09-07-00 05:00,
09-07-00 04:00,
09-07-00 03:00,
09-07-00 02:00,
09-07-00 01:00,
09-07-00 00:00,
08-07-00 23:00,
08-07-00 22:00,
08-07-00 21:00,
08-07-00 20:00,
08-07-00 19:00,
08-07-00 18:00,
08-07-00 17:00,
08-07-00 16:00,
08-07-00 15:00,
08-07-00 14:00,
08-07-00 13:00,
08-07-00 12:00,
08-07-00 11:00,18
08-07-00 10:00,23
08-07-00 09:00,23
08-07-00 08:00,26
08-07-00 07:00,26
08-07-00 06:00,26
08-07-00 05:00,29
08-07-00 04:00,40
08-07-00 03:00,32
08-07-00 02:00,29
08-07-00 01:00,31
08-07-00 00:00,12
07-07-00 23:00,4
07-07-00 22:00,9
07-07-00 21:00,12
07-07-00 20:00,35
07-07-00 19:00,38
07-07-00 18:00,37
07-07-00 17:00,34
07-07-00 16:00,38
07-07-00 15:00,40
07-07-00 14:00,31
07-07-00 13:00,34
07-07-00 12:00,
07-07-00 11:00,22
07-07-00 10:00,12
07-07-00 09:00,7
07-07-00 08:00,7
07-07-00 07:00,2
07-07-00 06:00,1
07-07-00 05:00,1
07-07-00 04:00,1
07-07-00 03:00,3
07-07-00 02:00,1
07-07-00 01:00,1
07-07-00 00:00,1
06-07-00 23:00,1
06-07-00 22:00,13
06-07-00 21:00,20
06-07-00 20:00,25
06-07-00 19:00,40
06-07-00 18:00,30
06-07-00 17:00,30
06-07-00 16:00,11
06-07-00 15:00,16
06-07-00 14:00,38
06-07-00 13:00,34
06-07-00 12:00,
06-07-00 11:00,
06-07-00 10:00,
06-07-00 09:00,
06-07-00 08:00,
06-07-00 07:00,
06-07-00 06:00,
06-07-00 05:00,
06-07-00 04:00,
06-07-00 03:00,
06-07-00 02:00,
06-07-00 01:00,
06-07-00 00:00,
05-07-00 23:00,
05-07-00 22:00,
05-07-00 21:00,
05-07-00 20:00,
05-07-00 19:00,
05-07-00 18:00,
05-07-00 17:00,
05-07-00 16:00,
05-07-00 15:00,
05-07-00 14:00,
05-07-00 13:00,
05-07-00 12:00,
05-07-00 11:00,
05-07-00 10:00,
05-07-00 09:00,
05-07-00 08:00,
05-07-00 07:00,
05-07-00 06:00,
05-07-00 05:00,
05-07-00 04:00,54
05-07-00 03:00,48
05-07-00 02:00,53
05-07-00 01:00,48
05-07-00 00:00,47
04-07-00 23:00,50
04-07-00 22:00,54
04-07-00 21:00,62
04-07-00 20:00,61
04-07-00 19:00,73
04-07-00 18:00,79
04-07-00 17:00,59
04-07-00 16:00,61
04-07-00 15:00,48
04-07-00 14:00,50
04-07-00 13:00,50
04-07-00 12:00,46
04-07-00 11:00,31
04-07-00 10:00,22
04-07-00 09:00,21
04-07-00 08:00,18
04-07-00 07:00,16
04-07-00 06:00,27
04-07-00 05:00,
04-07-00 04:00,41
04-07-00 03:00,47
04-07-00 02:00,62
04-07-00 01:00,54
04-07-00 00:00,34
03-07-00 23:00,19
03-07-00 22:00,24
03-07-00 21:00,30
03-07-00 20:00,43
03-07-00 19:00,48
03-07-00 18:00,55
03-07-00 17:00,60
03-07-00 16:00,62
03-07-00 15:00,54
03-07-00 14:00,54
03-07-00 13:00,67
03-07-00 12:00,60
03-07-00 11:00,36
03-07-00 10:00,38
03-07-00 09:00,38
03-07-00 08:00,33
03-07-00 07:00,12
03-07-00 06:00,
03-07-00 05:00,12
03-07-00 04:00,18
03-07-00 03:00,35
03-07-00 02:00,47
03-07-00 01:00,58
03-07-00 00:00,65
02-07-00 23:00,64
02-07-00 22:00,54
02-07-00 21:00,56
02-07-00 20:00,45
02-07-00 19:00,56
02-07-00 18:00,56
02-07-00 17:00,63
02-07-00 16:00,76
02-07-00 15:00,81
02-07-00 14:00,72
02-07-00 13:00,70
02-07-00 12:00,80
02-07-00 11:00,76
02-07-00 10:00,62
02-07-00 09:00,64
02-07-00 08:00,48
02-07-00 07:00,38
02-07-00 06:00,
02-07-00 05:00,31
02-07-00 04:00,26
02-07-00 03:00,29
02-07-00 02:00,31
02-07-00 01:00,41
02-07-00 00:00,35
01-07-00 23:00,44
01-07-00 22:00,40
01-07-00 21:00,44
01-07-00 20:00,56
01-07-00 19:00,75
01-07-00 18:00,87
01-07-00 17:00,91
01-07-00 16:00,98
01-07-00 15:00,102
01-07-00 14:00,101
01-07-00 13:00,82
01-07-00 12:00,63
01-07-00 11:00,58
01-07-00 10:00,41
01-07-00 09:00,38
01-07-00 08:00,29
01-07-00 07:00,
01-07-00 06:00,24
01-07-00 05:00,27
01-07-00 04:00,23
01-07-00 03:00,11
01-07-00 02:00,16
01-07-00 01:00,13

