Datum Zeit,Radebeul-Wahnsdorf O3
,µg/m³
01-08-00 00:00,71
31-07-00 23:00,68
31-07-00 22:00,73
31-07-00 21:00,75
31-07-00 20:00,84
31-07-00 19:00,
31-07-00 18:00,101
31-07-00 17:00,103
31-07-00 16:00,102
31-07-00 15:00,99
31-07-00 14:00,93
31-07-00 13:00,93
31-07-00 12:00,84
31-07-00 11:00,71
31-07-00 10:00,54
31-07-00 09:00,42
31-07-00 08:00,28
31-07-00 07:00,24
31-07-00 06:00,41
31-07-00 05:00,47
31-07-00 04:00,47
31-07-00 03:00,67
31-07-00 02:00,76
31-07-00 01:00,79
31-07-00 00:00,81
30-07-00 23:00,82
30-07-00 22:00,86
30-07-00 21:00,90
30-07-00 20:00,84
30-07-00 19:00,
30-07-00 18:00,89
30-07-00 17:00,83
30-07-00 16:00,81
30-07-00 15:00,74
30-07-00 14:00,62
30-07-00 13:00,56
30-07-00 12:00,64
30-07-00 11:00,65
30-07-00 10:00,64
30-07-00 09:00,55
30-07-00 08:00,48
30-07-00 07:00,47
30-07-00 06:00,46
30-07-00 05:00,51
30-07-00 04:00,60
30-07-00 03:00,64
30-07-00 02:00,63
30-07-00 01:00,58
30-07-00 00:00,57
29-07-00 23:00,55
29-07-00 22:00,53
29-07-00 21:00,53
29-07-00 20:00,
29-07-00 19:00,54
29-07-00 18:00,58
29-07-00 17:00,57
29-07-00 16:00,67
29-07-00 15:00,70
29-07-00 14:00,71
29-07-00 13:00,81
29-07-00 12:00,88
29-07-00 11:00,81
29-07-00 10:00,64
29-07-00 09:00,75
29-07-00 08:00,73
29-07-00 07:00,74
29-07-00 06:00,70
29-07-00 05:00,71
29-07-00 04:00,68
29-07-00 03:00,71
29-07-00 02:00,78
29-07-00 01:00,77
29-07-00 00:00,76
28-07-00 23:00,80
28-07-00 22:00,84
28-07-00 21:00,76
28-07-00 20:00,
28-07-00 19:00,99
28-07-00 18:00,100
28-07-00 17:00,101
28-07-00 16:00,97
28-07-00 15:00,94
28-07-00 14:00,84
28-07-00 13:00,76
28-07-00 12:00,74
28-07-00 11:00,74
28-07-00 10:00,63
28-07-00 09:00,59
28-07-00 08:00,53
28-07-00 07:00,43
28-07-00 06:00,44
28-07-00 05:00,50
28-07-00 04:00,54
28-07-00 03:00,66
28-07-00 02:00,70
28-07-00 01:00,65
28-07-00 00:00,49
27-07-00 23:00,26
27-07-00 22:00,58
27-07-00 21:00,
27-07-00 20:00,92
27-07-00 19:00,101
27-07-00 18:00,105
27-07-00 17:00,104
27-07-00 16:00,103
27-07-00 15:00,102
27-07-00 14:00,91
27-07-00 13:00,87
27-07-00 12:00,76
27-07-00 11:00,56
27-07-00 10:00,46
27-07-00 09:00,48
27-07-00 08:00,40
27-07-00 07:00,39
27-07-00 06:00,38
27-07-00 05:00,39
27-07-00 04:00,41
27-07-00 03:00,40
27-07-00 02:00,44
27-07-00 01:00,56
27-07-00 00:00,60
26-07-00 23:00,67
26-07-00 22:00,68
26-07-00 21:00,
26-07-00 20:00,76
26-07-00 19:00,83
26-07-00 18:00,75
26-07-00 17:00,89
26-07-00 16:00,112
26-07-00 15:00,112
26-07-00 14:00,109
26-07-00 13:00,101
26-07-00 12:00,93
26-07-00 11:00,85
26-07-00 10:00,79
26-07-00 09:00,69
26-07-00 08:00,64
26-07-00 07:00,55
26-07-00 06:00,49
26-07-00 05:00,47
26-07-00 04:00,52
26-07-00 03:00,63
26-07-00 02:00,65
26-07-00 01:00,67
26-07-00 00:00,74
25-07-00 23:00,77
25-07-00 22:00,
25-07-00 21:00,92
25-07-00 20:00,95
25-07-00 19:00,96
25-07-00 18:00,97
25-07-00 17:00,102
25-07-00 16:00,96
25-07-00 15:00,90
25-07-00 14:00,101
25-07-00 13:00,105
25-07-00 12:00,99
25-07-00 11:00,94
25-07-00 10:00,83
25-07-00 09:00,62
25-07-00 08:00,55
25-07-00 07:00,56
25-07-00 06:00,60
25-07-00 05:00,56
25-07-00 04:00,56
25-07-00 03:00,56
25-07-00 02:00,54
25-07-00 01:00,50
25-07-00 00:00,58
24-07-00 23:00,63
24-07-00 22:00,
24-07-00 21:00,63
24-07-00 20:00,71
24-07-00 19:00,72
24-07-00 18:00,71
24-07-00 17:00,75
24-07-00 16:00,86
24-07-00 15:00,98
24-07-00 14:00,70
24-07-00 13:00,53
24-07-00 12:00,45
24-07-00 11:00,23
24-07-00 10:00,23
24-07-00 09:00,37
24-07-00 08:00,35
24-07-00 07:00,37
24-07-00 06:00,32
24-07-00 05:00,35
24-07-00 04:00,33
24-07-00 03:00,44
24-07-00 02:00,57
24-07-00 01:00,57
24-07-00 00:00,46
23-07-00 23:00,
23-07-00 22:00,60
23-07-00 21:00,73
23-07-00 20:00,84
23-07-00 19:00,84
23-07-00 18:00,78
23-07-00 17:00,82
23-07-00 16:00,85
23-07-00 15:00,84
23-07-00 14:00,82
23-07-00 13:00,79
23-07-00 12:00,74
23-07-00 11:00,67
23-07-00 10:00,62
23-07-00 09:00,53
23-07-00 08:00,34
23-07-00 07:00,22
23-07-00 06:00,13
23-07-00 05:00,7
23-07-00 04:00,18
23-07-00 03:00,19
23-07-00 02:00,9
23-07-00 01:00,26
23-07-00 00:00,36
22-07-00 23:00,
22-07-00 22:00,37
22-07-00 21:00,40
22-07-00 20:00,45
22-07-00 19:00,52
22-07-00 18:00,51
22-07-00 17:00,52
22-07-00 16:00,51
22-07-00 15:00,51
22-07-00 14:00,44
22-07-00 13:00,50
22-07-00 12:00,48
22-07-00 11:00,41
22-07-00 10:00,42
22-07-00 09:00,43
22-07-00 08:00,41
22-07-00 07:00,39
22-07-00 06:00,32
22-07-00 05:00,33
22-07-00 04:00,36
22-07-00 03:00,40
22-07-00 02:00,42
22-07-00 01:00,40
22-07-00 00:00,
21-07-00 23:00,33
21-07-00 22:00,29
21-07-00 21:00,35
21-07-00 20:00,39
21-07-00 19:00,42
21-07-00 18:00,45
21-07-00 17:00,50
21-07-00 16:00,52
21-07-00 15:00,53
21-07-00 14:00,56
21-07-00 13:00,57
21-07-00 12:00,57
21-07-00 11:00,58
21-07-00 10:00,56
21-07-00 09:00,55
21-07-00 08:00,56
21-07-00 07:00,51
21-07-00 06:00,46
21-07-00 05:00,49
21-07-00 04:00,52
21-07-00 03:00,48
21-07-00 02:00,43
21-07-00 01:00,39
21-07-00 00:00,
20-07-00 23:00,39
20-07-00 22:00,35
20-07-00 21:00,41
20-07-00 20:00,47
20-07-00 19:00,51
20-07-00 18:00,54
20-07-00 17:00,60
20-07-00 16:00,61
20-07-00 15:00,56
20-07-00 14:00,47
20-07-00 13:00,37
20-07-00 12:00,46
20-07-00 11:00,45
20-07-00 10:00,44
20-07-00 09:00,32
20-07-00 08:00,27
20-07-00 07:00,31
20-07-00 06:00,36
20-07-00 05:00,38
20-07-00 04:00,41
20-07-00 03:00,44
20-07-00 02:00,44
20-07-00 01:00,
20-07-00 00:00,36
19-07-00 23:00,30
19-07-00 22:00,34
19-07-00 21:00,29
19-07-00 20:00,26
19-07-00 19:00,26
19-07-00 18:00,25
19-07-00 17:00,31
19-07-00 16:00,31
19-07-00 15:00,39
19-07-00 14:00,45
19-07-00 13:00,49
19-07-00 12:00,56
19-07-00 11:00,60
19-07-00 10:00,61
19-07-00 09:00,56
19-07-00 08:00,52
19-07-00 07:00,40
19-07-00 06:00,40
19-07-00 05:00,37
19-07-00 04:00,34
19-07-00 03:00,34
19-07-00 02:00,33
19-07-00 01:00,
19-07-00 00:00,46
18-07-00 23:00,52
18-07-00 22:00,55
18-07-00 21:00,54
18-07-00 20:00,60
18-07-00 19:00,61
18-07-00 18:00,54
18-07-00 17:00,52
18-07-00 16:00,50
18-07-00 15:00,42
18-07-00 14:00,41
18-07-00 13:00,42
18-07-00 12:00,49
18-07-00 11:00,48
18-07-00 10:00,32
18-07-00 09:00,33
18-07-00 08:00,26
18-07-00 07:00,23
18-07-00 06:00,22
18-07-00 05:00,26
18-07-00 04:00,29
18-07-00 03:00,38
18-07-00 02:00,
18-07-00 01:00,44
18-07-00 00:00,51
17-07-00 23:00,54
17-07-00 22:00,41
17-07-00 21:00,31
17-07-00 20:00,40
17-07-00 19:00,40
17-07-00 18:00,39
17-07-00 17:00,49
17-07-00 16:00,55
17-07-00 15:00,56
17-07-00 14:00,56
17-07-00 13:00,50
17-07-00 12:00,47
17-07-00 11:00,39
17-07-00 10:00,32
17-07-00 09:00,26
17-07-00 08:00,27
17-07-00 07:00,29
17-07-00 06:00,33
17-07-00 05:00,35
17-07-00 04:00,38
17-07-00 03:00,44
17-07-00 02:00,
17-07-00 01:00,46
17-07-00 00:00,60
16-07-00 23:00,54
16-07-00 22:00,56
16-07-00 21:00,55
16-07-00 20:00,65
16-07-00 19:00,70
16-07-00 18:00,72
16-07-00 17:00,71
16-07-00 16:00,64
16-07-00 15:00,61
16-07-00 14:00,64
16-07-00 13:00,69
16-07-00 12:00,64
16-07-00 11:00,53
16-07-00 10:00,44
16-07-00 09:00,34
16-07-00 08:00,30
16-07-00 07:00,29
16-07-00 06:00,30
16-07-00 05:00,30
16-07-00 04:00,31
16-07-00 03:00,
16-07-00 02:00,38
16-07-00 01:00,41
16-07-00 00:00,41
15-07-00 23:00,39
15-07-00 22:00,40
15-07-00 21:00,52
15-07-00 20:00,55
15-07-00 19:00,60
15-07-00 18:00,65
15-07-00 17:00,62
15-07-00 16:00,60
15-07-00 15:00,59
15-07-00 14:00,61
15-07-00 13:00,55
15-07-00 12:00,47
15-07-00 11:00,43
15-07-00 10:00,40
15-07-00 09:00,38
15-07-00 08:00,37
15-07-00 07:00,30
15-07-00 06:00,27
15-07-00 05:00,26
15-07-00 04:00,31
15-07-00 03:00,
15-07-00 02:00,42
15-07-00 01:00,44
15-07-00 00:00,44
14-07-00 23:00,32
14-07-00 22:00,37
14-07-00 21:00,39
14-07-00 20:00,39
14-07-00 19:00,31
14-07-00 18:00,36
14-07-00 17:00,47
14-07-00 16:00,55
14-07-00 15:00,49
14-07-00 14:00,43
14-07-00 13:00,35
14-07-00 12:00,29
14-07-00 11:00,17
14-07-00 10:00,8
14-07-00 09:00,8
14-07-00 08:00,11
14-07-00 07:00,18
14-07-00 06:00,29
14-07-00 05:00,45
14-07-00 04:00,
14-07-00 03:00,47
14-07-00 02:00,49
14-07-00 01:00,53
14-07-00 00:00,55
13-07-00 23:00,51
13-07-00 22:00,53
13-07-00 21:00,51
13-07-00 20:00,63
13-07-00 19:00,73
13-07-00 18:00,75
13-07-00 17:00,78
13-07-00 16:00,88
13-07-00 15:00,92
13-07-00 14:00,87
13-07-00 13:00,83
13-07-00 12:00,76
13-07-00 11:00,68
13-07-00 10:00,57
13-07-00 09:00,47
13-07-00 08:00,47
13-07-00 07:00,32
13-07-00 06:00,33
13-07-00 05:00,38
13-07-00 04:00,
13-07-00 03:00,46
13-07-00 02:00,53
13-07-00 01:00,56
13-07-00 00:00,59
12-07-00 23:00,63
12-07-00 22:00,64
12-07-00 21:00,61
12-07-00 20:00,61
12-07-00 19:00,64
12-07-00 18:00,68
12-07-00 17:00,67
12-07-00 16:00,64
12-07-00 15:00,61
12-07-00 14:00,62
12-07-00 13:00,57
12-07-00 12:00,58
12-07-00 11:00,53
12-07-00 10:00,57
12-07-00 09:00,53
12-07-00 08:00,52
12-07-00 07:00,51
12-07-00 06:00,48
12-07-00 05:00,
12-07-00 04:00,46
12-07-00 03:00,50
12-07-00 02:00,56
12-07-00 01:00,56
12-07-00 00:00,51
11-07-00 23:00,45
11-07-00 22:00,45
11-07-00 21:00,56
11-07-00 20:00,66
11-07-00 19:00,77
11-07-00 18:00,85
11-07-00 17:00,61
11-07-00 16:00,70
11-07-00 15:00,62
11-07-00 14:00,58
11-07-00 13:00,47
11-07-00 12:00,45
11-07-00 11:00,46
11-07-00 10:00,30
11-07-00 09:00,18
11-07-00 08:00,16
11-07-00 07:00,12
11-07-00 06:00,18
11-07-00 05:00,
11-07-00 04:00,36
11-07-00 03:00,42
11-07-00 02:00,50
11-07-00 01:00,52
11-07-00 00:00,50
10-07-00 23:00,47
10-07-00 22:00,51
10-07-00 21:00,59
10-07-00 20:00,66
10-07-00 19:00,71
10-07-00 18:00,75
10-07-00 17:00,75
10-07-00 16:00,73
10-07-00 15:00,75
10-07-00 14:00,64
10-07-00 13:00,58
10-07-00 12:00,57
10-07-00 11:00,43
10-07-00 10:00,31
10-07-00 09:00,31
10-07-00 08:00,30
10-07-00 07:00,27
10-07-00 06:00,
10-07-00 05:00,35
10-07-00 04:00,36
10-07-00 03:00,39
10-07-00 02:00,41
10-07-00 01:00,40
10-07-00 00:00,41
09-07-00 23:00,42
09-07-00 22:00,54
09-07-00 21:00,62
09-07-00 20:00,66
09-07-00 19:00,72
09-07-00 18:00,74
09-07-00 17:00,76
09-07-00 16:00,78
09-07-00 15:00,80
09-07-00 14:00,70
09-07-00 13:00,72
09-07-00 12:00,63
09-07-00 11:00,62
09-07-00 10:00,52
09-07-00 09:00,45
09-07-00 08:00,40
09-07-00 07:00,35
09-07-00 06:00,
09-07-00 05:00,32
09-07-00 04:00,31
09-07-00 03:00,31
09-07-00 02:00,31
09-07-00 01:00,36
09-07-00 00:00,40
08-07-00 23:00,38
08-07-00 22:00,42
08-07-00 21:00,39
08-07-00 20:00,33
08-07-00 19:00,37
08-07-00 18:00,40
08-07-00 17:00,43
08-07-00 16:00,48
08-07-00 15:00,52
08-07-00 14:00,48
08-07-00 13:00,52
08-07-00 12:00,49
08-07-00 11:00,53
08-07-00 10:00,57
08-07-00 09:00,60
08-07-00 08:00,55
08-07-00 07:00,
08-07-00 06:00,48
08-07-00 05:00,52
08-07-00 04:00,51
08-07-00 03:00,47
08-07-00 02:00,34
08-07-00 01:00,36
08-07-00 00:00,43
07-07-00 23:00,51
07-07-00 22:00,61
07-07-00 21:00,65
07-07-00 20:00,77
07-07-00 19:00,79
07-07-00 18:00,88
07-07-00 17:00,93
07-07-00 16:00,84
07-07-00 15:00,74
07-07-00 14:00,70
07-07-00 13:00,73
07-07-00 12:00,75
07-07-00 11:00,66
07-07-00 10:00,59
07-07-00 09:00,55
07-07-00 08:00,51
07-07-00 07:00,
07-07-00 06:00,9
07-07-00 05:00,23
07-07-00 04:00,46
07-07-00 03:00,52
07-07-00 02:00,53
07-07-00 01:00,59
07-07-00 00:00,64
06-07-00 23:00,69
06-07-00 22:00,68
06-07-00 21:00,71
06-07-00 20:00,72
06-07-00 19:00,84
06-07-00 18:00,96
06-07-00 17:00,100
06-07-00 16:00,91
06-07-00 15:00,89
06-07-00 14:00,80
06-07-00 13:00,86
06-07-00 12:00,84
06-07-00 11:00,76
06-07-00 10:00,63
06-07-00 09:00,56
06-07-00 08:00,
06-07-00 07:00,48
06-07-00 06:00,44
06-07-00 05:00,48
06-07-00 04:00,52
06-07-00 03:00,53
06-07-00 02:00,52
06-07-00 01:00,49
06-07-00 00:00,52
05-07-00 23:00,58
05-07-00 22:00,61
05-07-00 21:00,68
05-07-00 20:00,74
05-07-00 19:00,78
05-07-00 18:00,76
05-07-00 17:00,78
05-07-00 16:00,67
05-07-00 15:00,63
05-07-00 14:00,62
05-07-00 13:00,62
05-07-00 12:00,56
05-07-00 11:00,56
05-07-00 10:00,56
05-07-00 09:00,58
05-07-00 08:00,
05-07-00 07:00,50
05-07-00 06:00,49
05-07-00 05:00,56
05-07-00 04:00,59
05-07-00 03:00,58
05-07-00 02:00,63
05-07-00 01:00,68
05-07-00 00:00,71
04-07-00 23:00,66
04-07-00 22:00,64
04-07-00 21:00,68
04-07-00 20:00,83
04-07-00 19:00,80
04-07-00 18:00,81
04-07-00 17:00,91
04-07-00 16:00,86
04-07-00 15:00,107
04-07-00 14:00,126
04-07-00 13:00,121
04-07-00 12:00,116
04-07-00 11:00,104
04-07-00 10:00,90
04-07-00 09:00,
04-07-00 08:00,77
04-07-00 07:00,67
04-07-00 06:00,58
04-07-00 05:00,63
04-07-00 04:00,57
04-07-00 03:00,68
04-07-00 02:00,66
04-07-00 01:00,84
04-07-00 00:00,87
03-07-00 23:00,94
03-07-00 22:00,100
03-07-00 21:00,100
03-07-00 20:00,109
03-07-00 19:00,124
03-07-00 18:00,126
03-07-00 17:00,124
03-07-00 16:00,119
03-07-00 15:00,113
03-07-00 14:00,107
03-07-00 13:00,99
03-07-00 12:00,88
03-07-00 11:00,87
03-07-00 10:00,83
03-07-00 09:00,
03-07-00 08:00,37
03-07-00 07:00,41
03-07-00 06:00,33
03-07-00 05:00,29
03-07-00 04:00,28
03-07-00 03:00,47
03-07-00 02:00,62
03-07-00 01:00,76
03-07-00 00:00,64
02-07-00 23:00,75
02-07-00 22:00,84
02-07-00 21:00,88
02-07-00 20:00,98
02-07-00 19:00,102
02-07-00 18:00,110
02-07-00 17:00,110
02-07-00 16:00,106
02-07-00 15:00,107
02-07-00 14:00,107
02-07-00 13:00,109
02-07-00 12:00,107
02-07-00 11:00,104
02-07-00 10:00,
02-07-00 09:00,84
02-07-00 08:00,71
02-07-00 07:00,58
02-07-00 06:00,65
02-07-00 05:00,68
02-07-00 04:00,68
02-07-00 03:00,66
02-07-00 02:00,59
02-07-00 01:00,75
02-07-00 00:00,83
01-07-00 23:00,91
01-07-00 22:00,91
01-07-00 21:00,97
01-07-00 20:00,104
01-07-00 19:00,111
01-07-00 18:00,114
01-07-00 17:00,118
01-07-00 16:00,129
01-07-00 15:00,126
01-07-00 14:00,126
01-07-00 13:00,119
01-07-00 12:00,111
01-07-00 11:00,99
01-07-00 10:00,
01-07-00 09:00,67
01-07-00 08:00,65
01-07-00 07:00,54
01-07-00 06:00,46
01-07-00 05:00,30
01-07-00 04:00,23
01-07-00 03:00,40
01-07-00 02:00,57
01-07-00 01:00,71

