Datum Zeit,Leipzig-West PM10
,µg/m³
30-11-10,14
29-11-10,35
28-11-10,44
27-11-10,37
26-11-10,24
25-11-10,14
24-11-10,7
23-11-10,4
22-11-10,17
21-11-10,29
20-11-10,26
19-11-10,14
18-11-10,7
17-11-10,4
16-11-10,3
15-11-10,8
14-11-10,7
13-11-10,3
12-11-10,8
11-11-10,7
10-11-10,17
09-11-10,19
08-11-10,7
07-11-10,12
06-11-10,5
05-11-10,7
04-11-10,5
03-11-10,14
02-11-10,52
01-11-10,54

