Datum Zeit,Borna PM10
,µg/m³
30-11-10,17
29-11-10,40
28-11-10,45
27-11-10,43
26-11-10,24
25-11-10,27
24-11-10,10
23-11-10,8
22-11-10,14
21-11-10,30
20-11-10,31
19-11-10,26
18-11-10,9
17-11-10,6
16-11-10,2
15-11-10,12
14-11-10,8
13-11-10,5
12-11-10,13
11-11-10,13
10-11-10,25
09-11-10,29
08-11-10,9
07-11-10,13
06-11-10,7
05-11-10,11
04-11-10,12
03-11-10,25
02-11-10,68
01-11-10,55

