Datum Zeit,Freiberg PM10
,µg/m³
30-11-10,18
29-11-10,41
28-11-10,46
27-11-10,29
26-11-10,22
25-11-10,19
24-11-10,15
23-11-10,3
22-11-10,16
21-11-10,24
20-11-10,25
19-11-10,24
18-11-10,8
17-11-10,4
16-11-10,2
15-11-10,9
14-11-10,10
13-11-10,4
12-11-10,12
11-11-10,10
10-11-10,27
09-11-10,30
08-11-10,11
07-11-10,4
06-11-10,6
05-11-10,10
04-11-10,8
03-11-10,16
02-11-10,61
01-11-10,41

