Datum Zeit,Chemnitz-Mitte PM10
,µg/m³
30-11-10,19
29-11-10,37
28-11-10,45
27-11-10,32
26-11-10,20
25-11-10,20
24-11-10,8
23-11-10,6
22-11-10,17
21-11-10,23
20-11-10,18
19-11-10,22
18-11-10,9
17-11-10,6
16-11-10,2
15-11-10,9
14-11-10,9
13-11-10,3
12-11-10,8
11-11-10,8
10-11-10,23
09-11-10,21
08-11-10,8
07-11-10,7
06-11-10,6
05-11-10,9
04-11-10,6
03-11-10,13
02-11-10,54
01-11-10,45

