Datum Zeit,Dresden-Bergstraße PM10
,µg/m³
30-11-10,20
29-11-10,47
28-11-10,40
27-11-10,39
26-11-10,30
25-11-10,37
24-11-10,11
23-11-10,10
22-11-10,30
21-11-10,35
20-11-10,47
19-11-10,26
18-11-10,19
17-11-10,12
16-11-10,8
15-11-10,24
14-11-10,13
13-11-10,8
12-11-10,17
11-11-10,21
10-11-10,29
09-11-10,35
08-11-10,20
07-11-10,11
06-11-10,9
05-11-10,16
04-11-10,14
03-11-10,31
02-11-10,80
01-11-10,47

