Datum Zeit,Zwickau-Werdauer Straße PM10
,µg/m³
30-11-10,28
29-11-10,56
28-11-10,44
27-11-10,39
26-11-10,34
25-11-10,22
24-11-10,13
23-11-10,10
22-11-10,19
21-11-10,29
20-11-10,31
19-11-10,28
18-11-10,17
17-11-10,10
16-11-10,7
15-11-10,17
14-11-10,8
13-11-10,5
12-11-10,14
11-11-10,14
10-11-10,25
09-11-10,25
08-11-10,13
07-11-10,10
06-11-10,9
05-11-10,13
04-11-10,10
03-11-10,19
02-11-10,56
01-11-10,70

