Datum Zeit,Dresden-Nord PM2.5
,µg/m³
30-11-10,12.23
29-11-10,32.62
28-11-10,31.92
27-11-10,28.24
26-11-10,22.52
25-11-10,21.76
24-11-10,7.78
23-11-10,6.32
22-11-10,22.43
21-11-10,24.75
20-11-10,31.80
19-11-10,19.71
18-11-10,11.95
17-11-10,7.27
16-11-10,3.10
15-11-10,11.70
14-11-10,8.10
13-11-10,3.90
12-11-10,7.31
11-11-10,10.84
10-11-10,19.34
09-11-10,18.57
08-11-10,7.57
07-11-10,6.38
06-11-10,5.56
05-11-10,7.89
04-11-10,6.83
03-11-10,20.16
02-11-10,59.52
01-11-10,33.89

