Datum Zeit,Glauchau PM10
,µg/m³
30-11-10,17
29-11-10,37
28-11-10,51
27-11-10,41
26-11-10,20
25-11-10,24
24-11-10,9
23-11-10,7
22-11-10,15
21-11-10,25
20-11-10,26
19-11-10,26
18-11-10,9
17-11-10,6
16-11-10,1
15-11-10,8
14-11-10,6
13-11-10,3
12-11-10,9
11-11-10,9
10-11-10,24
09-11-10,25
08-11-10,8
07-11-10,7
06-11-10,6
05-11-10,8
04-11-10,6
03-11-10,17
02-11-10,48
01-11-10,52

