Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2012-09-01,01:00,,,,55,,,,
2012-09-01,02:00,,,,45,,,,
2012-09-01,03:00,,,,34,,,,
2012-09-01,04:00,,,,31,,,,
2012-09-01,05:00,,,,31,,,,
2012-09-01,06:00,,,,36,,,,
2012-09-01,07:00,,,,35,,,,
2012-09-01,08:00,,,,36,,,,
2012-09-01,09:00,,,,42,,,,
2012-09-01,10:00,,,,49,,,,
2012-09-01,11:00,,,,55,,,,
2012-09-01,12:00,,,,65,,,,
2012-09-01,13:00,,,,76,,,,
2012-09-01,14:00,,,,84,,,,
2012-09-01,15:00,,,,89,,,,
2012-09-01,16:00,,,,90,,,,
2012-09-01,17:00,,,,93,,,,
2012-09-01,18:00,,,,88,,,,
2012-09-01,19:00,,,,82,,,,
2012-09-01,20:00,,,,57,,,,
2012-09-01,21:00,,,,44,,,,
2012-09-01,22:00,,,,34,,,,
2012-09-01,23:00,,,,24,,,,
2012-09-02,00:00,,,,26,,,,
2012-09-02,01:00,,,,20,,,,
2012-09-02,02:00,,,,14,,,,
2012-09-02,03:00,,,,14,,,,
2012-09-02,04:00,,,,11,,,,
2012-09-02,05:00,,,,4,,,,
2012-09-02,06:00,,,,3,,,,
2012-09-02,07:00,,,,6,,,,
2012-09-02,08:00,,,,22,,,,
2012-09-02,09:00,,,,49,,,,
2012-09-02,10:00,,,,61,,,,
2012-09-02,11:00,,,,80,,,,
2012-09-02,12:00,,,,86,,,,
2012-09-02,13:00,,,,90,,,,
2012-09-02,14:00,,,,93,,,,
2012-09-02,15:00,,,,94,,,,
2012-09-02,16:00,,,,97,,,,
2012-09-02,17:00,,,,91,,,,
2012-09-02,18:00,,,,84,,,,
2012-09-02,19:00,,,,80,,,,
2012-09-02,20:00,,,,73,,,,
2012-09-02,21:00,,,,54,,,,
2012-09-02,22:00,,,,26,,,,
2012-09-02,23:00,,,,15,,,,
2012-09-03,00:00,,,,7,,,,
2012-09-03,01:00,,,,3,,,,
2012-09-03,02:00,,,,1,,,,
2012-09-03,03:00,,,,1,,,,
2012-09-03,04:00,,,,1,,,,
2012-09-03,05:00,,,,1,,,,
2012-09-03,06:00,,,,1,,,,
2012-09-03,07:00,,,,1,,,,
2012-09-03,08:00,,,,6,,,,
2012-09-03,09:00,,,,33,,,,
2012-09-03,10:00,,,,59,,,,
2012-09-03,11:00,,,,79,,,,
2012-09-03,12:00,,,,93,,,,
2012-09-03,13:00,,,,100,,,,
2012-09-03,14:00,,,,102,,,,
2012-09-03,15:00,,,,111,,,,
2012-09-03,16:00,,,,114,,,,
2012-09-03,17:00,,,,116,,,,
2012-09-03,18:00,,,,119,,,,
2012-09-03,19:00,,,,112,,,,
2012-09-03,20:00,,,,89,,,,
2012-09-03,21:00,,,,70,,,,
2012-09-03,22:00,,,,51,,,,
2012-09-03,23:00,,,,33,,,,
2012-09-04,00:00,,,,15,,,,
2012-09-04,01:00,,,,13,,,,
2012-09-04,02:00,,,,11,,,,
2012-09-04,03:00,,,,8,,,,
2012-09-04,04:00,,,,6,,,,
2012-09-04,05:00,,,,1,,,,
2012-09-04,06:00,,,,1,,,,
2012-09-04,07:00,,,,1,,,,
2012-09-04,08:00,,,,4,,,,
2012-09-04,09:00,,,,36,,,,
2012-09-04,10:00,,,,62,,,,
2012-09-04,11:00,,,,70,,,,
2012-09-04,12:00,,,,79,,,,
2012-09-04,13:00,,,,91,,,,
2012-09-04,14:00,,,,93,,,,
2012-09-04,15:00,,,,103,,,,
2012-09-04,16:00,,,,106,,,,
2012-09-04,17:00,,,,103,,,,
2012-09-04,18:00,,,,90,,,,
2012-09-04,19:00,,,,87,,,,
2012-09-04,20:00,,,,53,,,,
2012-09-04,21:00,,,,26,,,,
2012-09-04,22:00,,,,6,,,,
2012-09-04,23:00,,,,1,,,,
2012-09-05,00:00,,,,1,,,,
2012-09-05,01:00,,,,1,,,,
2012-09-05,02:00,,,,1,,,,
2012-09-05,03:00,,,,1,,,,
2012-09-05,04:00,,,,1,,,,
2012-09-05,05:00,,,,1,,,,
2012-09-05,06:00,,,,1,,,,
2012-09-05,07:00,,,,3,,,,
2012-09-05,08:00,,,,11,,,,
2012-09-05,09:00,,,,27,,,,
2012-09-05,10:00,,,,23,,,,
2012-09-05,11:00,,,,27,,,,
2012-09-05,12:00,,,,33,,,,
2012-09-05,13:00,,,,37,,,,
2012-09-05,14:00,,,,39,,,,
2012-09-05,15:00,,,,40,,,,
2012-09-05,16:00,,,,41,,,,
2012-09-05,17:00,,,,40,,,,
2012-09-05,18:00,,,,28,,,,
2012-09-05,19:00,,,,20,,,,
2012-09-05,20:00,,,,15,,,,
2012-09-05,21:00,,,,11,,,,
2012-09-05,22:00,,,,24,,,,
2012-09-05,23:00,,,,40,,,,
2012-09-06,00:00,,,,49,,,,
2012-09-06,01:00,,,,46,,,,
2012-09-06,02:00,,,,43,,,,
2012-09-06,03:00,,,,41,,,,
