Datum,Zeit,BEN,NO,NO2,O3,PM10,PM10_Pb,PM2.5,SO2
yyyy-mm-dd,hh:mm,µg/m³,µg/m³,µg/m³,µg/m³,µg/m³,ng/m3,µg/m³,µg/m³
2012-09-01,,,,,,17,,,
2012-09-01,01:00,,4,17,,,,,
2012-09-01,02:00,,5,14,,,,,
2012-09-01,03:00,,7,14,,,,,
2012-09-01,04:00,,7,14,,,,,
2012-09-01,05:00,,7,14,,,,,
2012-09-01,06:00,,3,10,,,,,
2012-09-01,07:00,,1,8,,,,,
2012-09-01,08:00,,1,10,,,,,
2012-09-01,09:00,,3,10,,,,,
2012-09-01,10:00,,5,9,,,,,
2012-09-01,11:00,,5,9,,,,,
2012-09-01,12:00,,4,8,,,,,
2012-09-01,13:00,,3,8,,,,,
2012-09-01,14:00,,3,7,,,,,
2012-09-01,15:00,,2,10,,,,,
2012-09-01,16:00,,4,14,,,,,
2012-09-01,17:00,,5,18,,,,,
2012-09-01,18:00,,2,12,,,,,
2012-09-01,19:00,,1,13,,,,,
2012-09-01,20:00,,3,23,,,,,
2012-09-01,21:00,,2,19,,,,,
2012-09-01,22:00,,7,25,,,,,
2012-09-01,23:00,,9,24,,,,,
2012-09-02,,,,,,16,,,
2012-09-02,00:00,,4,18,,,,,
2012-09-02,01:00,,5,25,,,,,
2012-09-02,02:00,,5,21,,,,,
2012-09-02,03:00,,3,17,,,,,
2012-09-02,04:00,,7,15,,,,,
2012-09-02,05:00,,2,11,,,,,
2012-09-02,06:00,,6,12,,,,,
2012-09-02,07:00,,10,8,,,,,
2012-09-02,08:00,,19,14,,,,,
2012-09-02,09:00,,15,15,,,,,
2012-09-02,10:00,,9,12,,,,,
2012-09-02,11:00,,8,10,,,,,
2012-09-02,12:00,,3,6,,,,,
2012-09-02,13:00,,5,9,,,,,
2012-09-02,14:00,,2,5,,,,,
2012-09-02,15:00,,6,12,,,,,
2012-09-02,16:00,,8,14,,,,,
2012-09-02,17:00,,13,26,,,,,
