Datum Zeit,Radebeul-Wahnsdorf PM10
,µg/m³
31-10-04,19
30-10-04,29
29-10-04,31
28-10-04,22
27-10-04,10
26-10-04,17
25-10-04,20
24-10-04,13
23-10-04,12
22-10-04,15
21-10-04,16
20-10-04,22
19-10-04,15
18-10-04,7
17-10-04,6
16-10-04,13
15-10-04,15
14-10-04,20
13-10-04,16
12-10-04,12
11-10-04,9
10-10-04,13
09-10-04,20
08-10-04,21
07-10-04,11
06-10-04,27
05-10-04,30
04-10-04,20
03-10-04,16
02-10-04,21
01-10-04,14

