Datum Zeit,Niesky O3
,µg/m³
01-11-04 00:00,8
31-10-04 23:00,9
31-10-04 22:00,8
31-10-04 21:00,5
31-10-04 20:00,3
31-10-04 19:00,3
31-10-04 18:00,5
31-10-04 17:00,13
31-10-04 16:00,19
31-10-04 15:00,21
31-10-04 14:00,21
31-10-04 13:00,19
31-10-04 12:00,21
31-10-04 11:00,22
31-10-04 10:00,26
31-10-04 09:00,28
31-10-04 08:00,28
31-10-04 07:00,23
31-10-04 06:00,25
31-10-04 05:00,22
31-10-04 04:00,20
31-10-04 03:00,20
31-10-04 02:00,18
31-10-04 01:00,15
31-10-04 00:00,17
30-10-04 23:00,15
30-10-04 22:00,14
30-10-04 21:00,16
30-10-04 20:00,15
30-10-04 19:00,5
30-10-04 18:00,2
30-10-04 17:00,4
30-10-04 16:00,15
30-10-04 15:00,19
30-10-04 14:00,22
30-10-04 13:00,12
30-10-04 12:00,12
30-10-04 11:00,13
30-10-04 10:00,9
30-10-04 09:00,6
30-10-04 08:00,2
30-10-04 07:00,2
30-10-04 06:00,2
30-10-04 05:00,4
30-10-04 04:00,5
30-10-04 03:00,7
30-10-04 02:00,5
30-10-04 01:00,3
30-10-04 00:00,2
29-10-04 23:00,2
29-10-04 22:00,2
29-10-04 21:00,3
29-10-04 20:00,4
29-10-04 19:00,15
29-10-04 18:00,25
29-10-04 17:00,29
29-10-04 16:00,21
29-10-04 15:00,46
29-10-04 14:00,52
29-10-04 13:00,49
29-10-04 12:00,30
29-10-04 11:00,30
29-10-04 10:00,9
29-10-04 09:00,6
29-10-04 08:00,3
29-10-04 07:00,2
29-10-04 06:00,4
29-10-04 05:00,9
29-10-04 04:00,6
29-10-04 03:00,9
29-10-04 02:00,8
29-10-04 01:00,6
29-10-04 00:00,13
28-10-04 23:00,20
28-10-04 22:00,18
28-10-04 21:00,20
28-10-04 20:00,21
28-10-04 19:00,20
28-10-04 18:00,16
28-10-04 17:00,16
28-10-04 16:00,8
28-10-04 15:00,9
28-10-04 14:00,10
28-10-04 13:00,11
28-10-04 12:00,12
28-10-04 11:00,12
28-10-04 10:00,14
28-10-04 09:00,16
28-10-04 08:00,17
28-10-04 07:00,19
28-10-04 06:00,24
28-10-04 05:00,32
28-10-04 04:00,38
28-10-04 03:00,42
28-10-04 02:00,43
28-10-04 01:00,41
28-10-04 00:00,40
27-10-04 23:00,44
27-10-04 22:00,48
27-10-04 21:00,51
27-10-04 20:00,54
27-10-04 19:00,60
27-10-04 18:00,61
27-10-04 17:00,60
27-10-04 16:00,62
27-10-04 15:00,60
27-10-04 14:00,65
27-10-04 13:00,67
27-10-04 12:00,66
27-10-04 11:00,62
27-10-04 10:00,58
27-10-04 09:00,57
27-10-04 08:00,59
27-10-04 07:00,63
27-10-04 06:00,63
27-10-04 05:00,64
27-10-04 04:00,65
27-10-04 03:00,57
27-10-04 02:00,58
27-10-04 01:00,49
27-10-04 00:00,54
26-10-04 23:00,46
26-10-04 22:00,38
26-10-04 21:00,38
26-10-04 20:00,34
26-10-04 19:00,28
26-10-04 18:00,27
26-10-04 17:00,31
26-10-04 16:00,38
26-10-04 15:00,45
26-10-04 14:00,45
26-10-04 13:00,37
26-10-04 12:00,27
26-10-04 11:00,13
26-10-04 10:00,14
26-10-04 09:00,21
26-10-04 08:00,30
26-10-04 07:00,22
26-10-04 06:00,18
26-10-04 05:00,21
26-10-04 04:00,15
26-10-04 03:00,17
26-10-04 02:00,21
26-10-04 01:00,25
26-10-04 00:00,27
25-10-04 23:00,28
25-10-04 22:00,34
25-10-04 21:00,37
25-10-04 20:00,40
25-10-04 19:00,39
25-10-04 18:00,36
25-10-04 17:00,36
25-10-04 16:00,38
25-10-04 15:00,35
25-10-04 14:00,38
25-10-04 13:00,45
25-10-04 12:00,46
25-10-04 11:00,38
25-10-04 10:00,38
25-10-04 09:00,34
25-10-04 08:00,36
25-10-04 07:00,38
25-10-04 06:00,39
25-10-04 05:00,39
25-10-04 04:00,37
25-10-04 03:00,37
25-10-04 02:00,40
25-10-04 01:00,48
25-10-04 00:00,55
24-10-04 23:00,56
24-10-04 22:00,57
24-10-04 21:00,59
24-10-04 20:00,61
24-10-04 19:00,57
24-10-04 18:00,62
24-10-04 17:00,62
24-10-04 16:00,66
24-10-04 15:00,70
24-10-04 14:00,65
24-10-04 13:00,64
24-10-04 12:00,64
24-10-04 11:00,54
24-10-04 10:00,42
24-10-04 09:00,42
24-10-04 08:00,41
24-10-04 07:00,42
24-10-04 06:00,41
24-10-04 05:00,43
24-10-04 04:00,46
24-10-04 03:00,49
24-10-04 02:00,50
24-10-04 01:00,50
24-10-04 00:00,56
23-10-04 23:00,61
23-10-04 22:00,66
23-10-04 21:00,69
23-10-04 20:00,62
23-10-04 19:00,53
23-10-04 18:00,39
23-10-04 17:00,43
23-10-04 16:00,40
23-10-04 15:00,43
23-10-04 14:00,45
23-10-04 13:00,44
23-10-04 12:00,39
23-10-04 11:00,33
23-10-04 10:00,27
23-10-04 09:00,25
23-10-04 08:00,23
23-10-04 07:00,22
23-10-04 06:00,29
23-10-04 05:00,39
23-10-04 04:00,44
23-10-04 03:00,47
23-10-04 02:00,45
23-10-04 01:00,42
23-10-04 00:00,40
22-10-04 23:00,42
22-10-04 22:00,43
22-10-04 21:00,43
22-10-04 20:00,41
22-10-04 19:00,37
22-10-04 18:00,40
22-10-04 17:00,65
22-10-04 16:00,61
22-10-04 15:00,63
22-10-04 14:00,64
22-10-04 13:00,74
22-10-04 12:00,59
22-10-04 11:00,47
22-10-04 10:00,41
22-10-04 09:00,34
22-10-04 08:00,31
22-10-04 07:00,34
22-10-04 06:00,29
22-10-04 05:00,45
22-10-04 04:00,31
22-10-04 03:00,18
22-10-04 02:00,20
22-10-04 01:00,17
22-10-04 00:00,13
21-10-04 23:00,18
21-10-04 22:00,25
21-10-04 21:00,38
21-10-04 20:00,40
21-10-04 19:00,52
21-10-04 18:00,47
21-10-04 17:00,58
21-10-04 16:00,61
21-10-04 15:00,63
21-10-04 14:00,52
21-10-04 13:00,
21-10-04 12:00,
21-10-04 11:00,
21-10-04 10:00,
21-10-04 09:00,
21-10-04 08:00,
21-10-04 07:00,
21-10-04 06:00,
21-10-04 05:00,
21-10-04 04:00,
21-10-04 03:00,
21-10-04 02:00,
21-10-04 01:00,
21-10-04 00:00,
20-10-04 23:00,
20-10-04 22:00,
20-10-04 21:00,
20-10-04 20:00,
20-10-04 19:00,
20-10-04 18:00,
20-10-04 17:00,
20-10-04 16:00,
20-10-04 15:00,
20-10-04 14:00,
20-10-04 13:00,
20-10-04 12:00,
20-10-04 11:00,
20-10-04 10:00,
20-10-04 09:00,
20-10-04 08:00,
20-10-04 07:00,
20-10-04 06:00,
20-10-04 05:00,
20-10-04 04:00,
20-10-04 03:00,
20-10-04 02:00,
20-10-04 01:00,
20-10-04 00:00,
