Datum Zeit,Annaberg-Buchholz O3
,µg/m³
01-11-04 00:00,24
31-10-04 23:00,23
31-10-04 22:00,23
31-10-04 21:00,26
31-10-04 20:00,25
31-10-04 19:00,29
31-10-04 18:00,31
31-10-04 17:00,32
31-10-04 16:00,37
31-10-04 15:00,39
31-10-04 14:00,40
31-10-04 13:00,36
31-10-04 12:00,30
31-10-04 11:00,29
31-10-04 10:00,19
31-10-04 09:00,8
31-10-04 08:00,8
31-10-04 07:00,11
31-10-04 06:00,16
31-10-04 05:00,18
31-10-04 04:00,10
31-10-04 03:00,8
31-10-04 02:00,8
31-10-04 01:00,15
31-10-04 00:00,23
30-10-04 23:00,21
30-10-04 22:00,6
30-10-04 21:00,15
30-10-04 20:00,28
30-10-04 19:00,23
30-10-04 18:00,31
30-10-04 17:00,38
30-10-04 16:00,39
30-10-04 15:00,35
30-10-04 14:00,25
30-10-04 13:00,16
30-10-04 12:00,26
30-10-04 11:00,14
30-10-04 10:00,9
30-10-04 09:00,2
30-10-04 08:00,1
30-10-04 07:00,1
30-10-04 06:00,1
30-10-04 05:00,1
30-10-04 04:00,2
30-10-04 03:00,2
30-10-04 02:00,2
30-10-04 01:00,1
30-10-04 00:00,5
29-10-04 23:00,8
29-10-04 22:00,6
29-10-04 21:00,2
29-10-04 20:00,2
29-10-04 19:00,2
29-10-04 18:00,2
29-10-04 17:00,2
29-10-04 16:00,7
29-10-04 15:00,9
29-10-04 14:00,11
29-10-04 13:00,18
29-10-04 12:00,15
29-10-04 11:00,13
29-10-04 10:00,10
29-10-04 09:00,5
29-10-04 08:00,3
29-10-04 07:00,9
29-10-04 06:00,10
29-10-04 05:00,15
29-10-04 04:00,24
29-10-04 03:00,19
29-10-04 02:00,9
29-10-04 01:00,2
29-10-04 00:00,1
28-10-04 23:00,1
28-10-04 22:00,1
28-10-04 21:00,6
28-10-04 20:00,3
28-10-04 19:00,2
28-10-04 18:00,1
28-10-04 17:00,2
28-10-04 16:00,5
28-10-04 15:00,16
28-10-04 14:00,20
28-10-04 13:00,16
28-10-04 12:00,8
28-10-04 11:00,10
28-10-04 10:00,13
28-10-04 09:00,4
28-10-04 08:00,2
28-10-04 07:00,3
28-10-04 06:00,2
28-10-04 05:00,6
28-10-04 04:00,2
28-10-04 03:00,1
28-10-04 02:00,2
28-10-04 01:00,1
28-10-04 00:00,7
27-10-04 23:00,11
27-10-04 22:00,7
27-10-04 21:00,12
27-10-04 20:00,16
27-10-04 19:00,26
27-10-04 18:00,30
27-10-04 17:00,23
27-10-04 16:00,31
27-10-04 15:00,26
27-10-04 14:00,36
27-10-04 13:00,48
27-10-04 12:00,59
27-10-04 11:00,50
27-10-04 10:00,35
27-10-04 09:00,25
27-10-04 08:00,25
27-10-04 07:00,27
27-10-04 06:00,32
27-10-04 05:00,45
27-10-04 04:00,57
27-10-04 03:00,59
27-10-04 02:00,59
27-10-04 01:00,56
27-10-04 00:00,46
26-10-04 23:00,37
26-10-04 22:00,26
26-10-04 21:00,14
26-10-04 20:00,8
26-10-04 19:00,9
26-10-04 18:00,20
26-10-04 17:00,19
26-10-04 16:00,21
26-10-04 15:00,17
26-10-04 14:00,21
26-10-04 13:00,24
26-10-04 12:00,24
26-10-04 11:00,28
26-10-04 10:00,29
26-10-04 09:00,1
26-10-04 08:00,2
26-10-04 07:00,2
26-10-04 06:00,2
26-10-04 05:00,8
26-10-04 04:00,27
26-10-04 03:00,19
26-10-04 02:00,17
26-10-04 01:00,13
26-10-04 00:00,14
25-10-04 23:00,10
25-10-04 22:00,10
25-10-04 21:00,33
25-10-04 20:00,24
25-10-04 19:00,16
25-10-04 18:00,22
25-10-04 17:00,37
25-10-04 16:00,51
25-10-04 15:00,54
25-10-04 14:00,48
25-10-04 13:00,48
25-10-04 12:00,58
25-10-04 11:00,60
25-10-04 10:00,31
25-10-04 09:00,36
25-10-04 08:00,2
25-10-04 07:00,3
25-10-04 06:00,5
25-10-04 05:00,14
25-10-04 04:00,10
25-10-04 03:00,17
25-10-04 02:00,10
25-10-04 01:00,22
25-10-04 00:00,24
24-10-04 23:00,22
24-10-04 22:00,23
24-10-04 21:00,28
24-10-04 20:00,24
24-10-04 19:00,17
24-10-04 18:00,11
24-10-04 17:00,37
24-10-04 16:00,72
24-10-04 15:00,80
24-10-04 14:00,79
24-10-04 13:00,76
24-10-04 12:00,75
24-10-04 11:00,73
24-10-04 10:00,66
24-10-04 09:00,38
24-10-04 08:00,7
24-10-04 07:00,20
24-10-04 06:00,23
24-10-04 05:00,27
24-10-04 04:00,52
24-10-04 03:00,68
24-10-04 02:00,55
24-10-04 01:00,46
24-10-04 00:00,54
23-10-04 23:00,73
23-10-04 22:00,57
23-10-04 21:00,63
23-10-04 20:00,69
23-10-04 19:00,58
23-10-04 18:00,63
23-10-04 17:00,55
23-10-04 16:00,74
23-10-04 15:00,79
23-10-04 14:00,76
23-10-04 13:00,70
23-10-04 12:00,59
23-10-04 11:00,54
23-10-04 10:00,48
23-10-04 09:00,26
23-10-04 08:00,3
23-10-04 07:00,2
23-10-04 06:00,2
23-10-04 05:00,3
23-10-04 04:00,2
23-10-04 03:00,3
23-10-04 02:00,5
23-10-04 01:00,6
23-10-04 00:00,5
22-10-04 23:00,5
22-10-04 22:00,4
22-10-04 21:00,4
22-10-04 20:00,4
22-10-04 19:00,8
22-10-04 18:00,8
22-10-04 17:00,27
22-10-04 16:00,57
22-10-04 15:00,71
22-10-04 14:00,71
22-10-04 13:00,73
22-10-04 12:00,70
22-10-04 11:00,65
22-10-04 10:00,30
22-10-04 09:00,3
22-10-04 08:00,2
22-10-04 07:00,2
22-10-04 06:00,3
22-10-04 05:00,7
22-10-04 04:00,15
22-10-04 03:00,17
22-10-04 02:00,14
22-10-04 01:00,13
22-10-04 00:00,8
21-10-04 23:00,8
21-10-04 22:00,2
