Datum Zeit,Schwartenberg PM10
,µg/m³
31-10-04,9
30-10-04,13
29-10-04,19
28-10-04,9
27-10-04,4
26-10-04,6
25-10-04,16
24-10-04,11
23-10-04,8
22-10-04,10
21-10-04,12
20-10-04,
19-10-04,10
18-10-04,5
17-10-04,3
16-10-04,5
15-10-04,5
14-10-04,14
13-10-04,13
12-10-04,13
11-10-04,6
10-10-04,5
09-10-04,7
08-10-04,8
07-10-04,6
06-10-04,25
05-10-04,31
04-10-04,19
03-10-04,9
02-10-04,14
01-10-04,12

