Datum Zeit,Chemnitz-Mitte BEN
,µg/m³
01-11-04 00:00,1.7
31-10-04 23:00,1.5
31-10-04 22:00,1.6
31-10-04 21:00,1.9
31-10-04 20:00,2.1
31-10-04 19:00,1.9
31-10-04 18:00,2.1
31-10-04 17:00,1.3
31-10-04 16:00,1.1
31-10-04 15:00,1.0
31-10-04 14:00,0.9
31-10-04 13:00,1.1
31-10-04 12:00,1.2
31-10-04 11:00,1.1
31-10-04 10:00,0.9
31-10-04 09:00,0.6
31-10-04 08:00,0.6
31-10-04 07:00,0.6
31-10-04 06:00,0.5
31-10-04 05:00,0.5
31-10-04 04:00,0.8
31-10-04 03:00,1.2
31-10-04 02:00,2.2
31-10-04 01:00,1.8
31-10-04 00:00,1.1
30-10-04 23:00,1.1
30-10-04 22:00,1.4
30-10-04 21:00,1.2
30-10-04 20:00,2.0
30-10-04 19:00,2.2
30-10-04 18:00,1.9
30-10-04 17:00,1.5
30-10-04 16:00,1.6
30-10-04 15:00,
30-10-04 14:00,
30-10-04 13:00,
30-10-04 12:00,
30-10-04 11:00,
30-10-04 10:00,2.7
30-10-04 09:00,3.1
30-10-04 08:00,2.6
30-10-04 07:00,2.3
30-10-04 06:00,2.2
30-10-04 05:00,1.9
30-10-04 04:00,1.7
30-10-04 03:00,2.0
30-10-04 02:00,2.8
30-10-04 01:00,3.9
30-10-04 00:00,3.7
29-10-04 23:00,4.0
29-10-04 22:00,2.8
29-10-04 21:00,2.9
29-10-04 20:00,3.4
29-10-04 19:00,3.4
29-10-04 18:00,3.2
29-10-04 17:00,2.6
29-10-04 16:00,2.3
29-10-04 15:00,1.8
29-10-04 14:00,1.7
29-10-04 13:00,1.8
29-10-04 12:00,1.7
29-10-04 11:00,1.9
29-10-04 10:00,1.8
29-10-04 09:00,1.7
29-10-04 08:00,1.5
29-10-04 07:00,1.9
29-10-04 06:00,1.2
29-10-04 05:00,1.0
29-10-04 04:00,2.5
29-10-04 03:00,2.1
29-10-04 02:00,1.5
29-10-04 01:00,1.6
29-10-04 00:00,1.7
28-10-04 23:00,1.9
28-10-04 22:00,1.8
28-10-04 21:00,4.8
28-10-04 20:00,7.4
28-10-04 19:00,9.2
28-10-04 18:00,7.5
28-10-04 17:00,5.0
28-10-04 16:00,4.0
28-10-04 15:00,2.8
28-10-04 14:00,2.4
28-10-04 13:00,2.2
28-10-04 12:00,2.2
28-10-04 11:00,3.2
28-10-04 10:00,2.9
28-10-04 09:00,3.0
28-10-04 08:00,3.1
28-10-04 07:00,2.8
28-10-04 06:00,1.7
28-10-04 05:00,1.1
28-10-04 04:00,1.0
28-10-04 03:00,1.0
28-10-04 02:00,1.0
28-10-04 01:00,1.0
28-10-04 00:00,1.1
27-10-04 23:00,1.1
27-10-04 22:00,1.2
27-10-04 21:00,1.0
27-10-04 20:00,1.2
27-10-04 19:00,1.1
27-10-04 18:00,1.2
27-10-04 17:00,1.3
27-10-04 16:00,1.1
27-10-04 15:00,1.0
27-10-04 14:00,0.7
27-10-04 13:00,0.7
27-10-04 12:00,1.0
27-10-04 11:00,0.6
27-10-04 10:00,0.8
27-10-04 09:00,1.3
27-10-04 08:00,1.2
27-10-04 07:00,1.1
27-10-04 06:00,0.8
27-10-04 05:00,0.8
27-10-04 04:00,0.7
27-10-04 03:00,0.9
27-10-04 02:00,1.4
27-10-04 01:00,1.2
27-10-04 00:00,1.0
26-10-04 23:00,2.0
26-10-04 22:00,2.4
26-10-04 21:00,3.0
26-10-04 20:00,3.6
26-10-04 19:00,
26-10-04 18:00,
26-10-04 17:00,
26-10-04 16:00,
26-10-04 15:00,
26-10-04 14:00,2.3
26-10-04 13:00,1.9
26-10-04 12:00,1.7
26-10-04 11:00,2.0
26-10-04 10:00,2.2
26-10-04 09:00,3.0
26-10-04 08:00,4.0
26-10-04 07:00,4.3
26-10-04 06:00,1.3
26-10-04 05:00,1.3
26-10-04 04:00,0.8
26-10-04 03:00,0.5
26-10-04 02:00,0.7
26-10-04 01:00,0.9
26-10-04 00:00,1.6
25-10-04 23:00,2.1
25-10-04 22:00,2.0
25-10-04 21:00,1.1
25-10-04 20:00,1.1
25-10-04 19:00,2.4
25-10-04 18:00,1.5
25-10-04 17:00,1.1
25-10-04 16:00,1.1
25-10-04 15:00,0.9
25-10-04 14:00,1.0
25-10-04 13:00,0.9
