Datum Zeit,Schwartenberg PM2.5
,µg/m³
31-10-04,7.63
30-10-04,
29-10-04,11.60
28-10-04,
27-10-04,2.10
26-10-04,
25-10-04,8.92
24-10-04,
23-10-04,4.97
22-10-04,
21-10-04,6.74
20-10-04,
19-10-04,7.50
18-10-04,
17-10-04,2.10
16-10-04,
15-10-04,1.28
14-10-04,
13-10-04,8.26
12-10-04,
11-10-04,4.08
10-10-04,
09-10-04,3.32
08-10-04,
07-10-04,2.36
06-10-04,
05-10-04,21.72
04-10-04,
03-10-04,5.15
02-10-04,
01-10-04,5.11

