Datum Zeit,Glauchau O3
,µg/m³
01-11-04 00:00,4
31-10-04 23:00,5
31-10-04 22:00,4
31-10-04 21:00,4
31-10-04 20:00,4
31-10-04 19:00,3
31-10-04 18:00,9
31-10-04 17:00,21
31-10-04 16:00,32
31-10-04 15:00,31
31-10-04 14:00,29
31-10-04 13:00,19
31-10-04 12:00,20
31-10-04 11:00,18
31-10-04 10:00,17
31-10-04 09:00,8
31-10-04 08:00,10
31-10-04 07:00,15
31-10-04 06:00,12
31-10-04 05:00,10
31-10-04 04:00,13
31-10-04 03:00,17
31-10-04 02:00,30
31-10-04 01:00,34
31-10-04 00:00,35
30-10-04 23:00,23
30-10-04 22:00,23
30-10-04 21:00,13
30-10-04 20:00,13
30-10-04 19:00,9
30-10-04 18:00,5
30-10-04 17:00,7
30-10-04 16:00,12
30-10-04 15:00,11
30-10-04 14:00,13
30-10-04 13:00,9
30-10-04 12:00,4
30-10-04 11:00,1
30-10-04 10:00,1
30-10-04 09:00,1
30-10-04 08:00,1
30-10-04 07:00,1
30-10-04 06:00,1
30-10-04 05:00,1
30-10-04 04:00,1
30-10-04 03:00,1
30-10-04 02:00,1
30-10-04 01:00,1
30-10-04 00:00,1
29-10-04 23:00,1
29-10-04 22:00,1
29-10-04 21:00,1
29-10-04 20:00,1
29-10-04 19:00,1
29-10-04 18:00,1
29-10-04 17:00,1
29-10-04 16:00,3
29-10-04 15:00,7
29-10-04 14:00,9
29-10-04 13:00,11
29-10-04 12:00,6
29-10-04 11:00,2
29-10-04 10:00,1
29-10-04 09:00,1
29-10-04 08:00,1
29-10-04 07:00,1
29-10-04 06:00,1
29-10-04 05:00,1
29-10-04 04:00,1
29-10-04 03:00,1
29-10-04 02:00,1
29-10-04 01:00,1
29-10-04 00:00,1
28-10-04 23:00,1
28-10-04 22:00,2
28-10-04 21:00,1
28-10-04 20:00,1
28-10-04 19:00,1
28-10-04 18:00,1
28-10-04 17:00,2
28-10-04 16:00,7
28-10-04 15:00,8
28-10-04 14:00,12
28-10-04 13:00,10
28-10-04 12:00,4
28-10-04 11:00,2
28-10-04 10:00,3
28-10-04 09:00,2
28-10-04 08:00,1
28-10-04 07:00,1
28-10-04 06:00,1
28-10-04 05:00,5
28-10-04 04:00,9
28-10-04 03:00,14
28-10-04 02:00,18
28-10-04 01:00,23
28-10-04 00:00,26
27-10-04 23:00,27
27-10-04 22:00,25
27-10-04 21:00,23
27-10-04 20:00,34
27-10-04 19:00,39
27-10-04 18:00,28
27-10-04 17:00,31
27-10-04 16:00,30
27-10-04 15:00,36
27-10-04 14:00,55
27-10-04 13:00,67
27-10-04 12:00,64
27-10-04 11:00,60
27-10-04 10:00,41
27-10-04 09:00,17
27-10-04 08:00,2
27-10-04 07:00,2
27-10-04 06:00,20
27-10-04 05:00,24
27-10-04 04:00,9
27-10-04 03:00,2
27-10-04 02:00,2
27-10-04 01:00,12
27-10-04 00:00,4
26-10-04 23:00,1
26-10-04 22:00,1
26-10-04 21:00,4
26-10-04 20:00,20
26-10-04 19:00,9
26-10-04 18:00,6
26-10-04 17:00,9
26-10-04 16:00,9
26-10-04 15:00,8
26-10-04 14:00,11
26-10-04 13:00,24
26-10-04 12:00,25
26-10-04 11:00,26
26-10-04 10:00,17
26-10-04 09:00,5
26-10-04 08:00,2
26-10-04 07:00,5
26-10-04 06:00,8
26-10-04 05:00,14
26-10-04 04:00,27
26-10-04 03:00,36
26-10-04 02:00,37
26-10-04 01:00,37
26-10-04 00:00,24
25-10-04 23:00,16
25-10-04 22:00,20
25-10-04 21:00,35
25-10-04 20:00,33
25-10-04 19:00,35
25-10-04 18:00,29
25-10-04 17:00,37
25-10-04 16:00,45
25-10-04 15:00,51
25-10-04 14:00,49
25-10-04 13:00,41
25-10-04 12:00,37
25-10-04 11:00,36
25-10-04 10:00,28
25-10-04 09:00,22
25-10-04 08:00,10
25-10-04 07:00,11
25-10-04 06:00,18
25-10-04 05:00,20
25-10-04 04:00,1
25-10-04 03:00,8
25-10-04 02:00,25
25-10-04 01:00,28
25-10-04 00:00,40
24-10-04 23:00,49
24-10-04 22:00,51
24-10-04 21:00,51
24-10-04 20:00,44
24-10-04 19:00,48
24-10-04 18:00,31
24-10-04 17:00,60
24-10-04 16:00,71
24-10-04 15:00,73
24-10-04 14:00,68
24-10-04 13:00,65
24-10-04 12:00,64
24-10-04 11:00,63
24-10-04 10:00,59
24-10-04 09:00,55
24-10-04 08:00,56
24-10-04 07:00,55
24-10-04 06:00,52
24-10-04 05:00,52
24-10-04 04:00,54
24-10-04 03:00,58
24-10-04 02:00,56
24-10-04 01:00,61
24-10-04 00:00,61
23-10-04 23:00,56
23-10-04 22:00,60
23-10-04 21:00,62
23-10-04 20:00,62
23-10-04 19:00,66
23-10-04 18:00,70
23-10-04 17:00,68
23-10-04 16:00,71
23-10-04 15:00,67
23-10-04 14:00,65
23-10-04 13:00,58
23-10-04 12:00,58
23-10-04 11:00,43
23-10-04 10:00,35
23-10-04 09:00,28
23-10-04 08:00,18
23-10-04 07:00,15
23-10-04 06:00,20
23-10-04 05:00,20
23-10-04 04:00,13
23-10-04 03:00,13
23-10-04 02:00,3
23-10-04 01:00,1
23-10-04 00:00,1
22-10-04 23:00,1
22-10-04 22:00,1
22-10-04 21:00,2
22-10-04 20:00,8
22-10-04 19:00,8
22-10-04 18:00,11
22-10-04 17:00,39
22-10-04 16:00,57
22-10-04 15:00,58
22-10-04 14:00,56
22-10-04 13:00,55
22-10-04 12:00,50
22-10-04 11:00,43
22-10-04 10:00,21
22-10-04 09:00,4
22-10-04 08:00,1
22-10-04 07:00,1
22-10-04 06:00,1
22-10-04 05:00,3
22-10-04 04:00,12
22-10-04 03:00,15
