Datum Zeit,Plauen-Sued BEN
,µg/m³
01-11-04 00:00,1.4
31-10-04 23:00,1.7
31-10-04 22:00,1.8
31-10-04 21:00,2.7
31-10-04 20:00,3.0
31-10-04 19:00,3.9
31-10-04 18:00,3.1
31-10-04 17:00,2.5
31-10-04 16:00,2.2
31-10-04 15:00,2.5
31-10-04 14:00,1.8
31-10-04 13:00,2.6
31-10-04 12:00,1.9
31-10-04 11:00,2.3
31-10-04 10:00,4.2
31-10-04 09:00,0.7
31-10-04 08:00,0.7
31-10-04 07:00,0.7
31-10-04 06:00,0.7
31-10-04 05:00,0.6
31-10-04 04:00,0.5
31-10-04 03:00,0.7
31-10-04 02:00,0.5
31-10-04 01:00,0.7
31-10-04 00:00,0.5
30-10-04 23:00,0.6
30-10-04 22:00,0.8
30-10-04 21:00,0.9
30-10-04 20:00,0.8
30-10-04 19:00,1.4
30-10-04 18:00,1.4
30-10-04 17:00,1.7
30-10-04 16:00,1.2
30-10-04 15:00,1.2
30-10-04 14:00,2.2
30-10-04 13:00,2.3
30-10-04 12:00,2.5
30-10-04 11:00,6.2
30-10-04 10:00,5.3
30-10-04 09:00,4.1
30-10-04 08:00,2.6
30-10-04 07:00,2.7
30-10-04 06:00,2.2
30-10-04 05:00,2.1
30-10-04 04:00,1.8
30-10-04 03:00,1.7
30-10-04 02:00,2.1
30-10-04 01:00,2.4
30-10-04 00:00,2.3
29-10-04 23:00,2.6
29-10-04 22:00,3.2
29-10-04 21:00,2.1
29-10-04 20:00,3.3
29-10-04 19:00,4.9
29-10-04 18:00,5.8
29-10-04 17:00,3.4
29-10-04 16:00,3.2
29-10-04 15:00,3.9
29-10-04 14:00,3.7
29-10-04 13:00,3.0
29-10-04 12:00,2.7
29-10-04 11:00,2.4
29-10-04 10:00,3.8
29-10-04 09:00,2.2
29-10-04 08:00,3.7
29-10-04 07:00,5.2
29-10-04 06:00,2.9
29-10-04 05:00,1.7
29-10-04 04:00,1.9
29-10-04 03:00,1.8
29-10-04 02:00,2.1
29-10-04 01:00,1.9
29-10-04 00:00,3.9
28-10-04 23:00,
28-10-04 22:00,
28-10-04 21:00,
28-10-04 20:00,
28-10-04 19:00,
28-10-04 18:00,2.6
28-10-04 17:00,2.8
28-10-04 16:00,2.8
28-10-04 15:00,2.2
28-10-04 14:00,1.7
28-10-04 13:00,2.2
28-10-04 12:00,1.8
28-10-04 11:00,3.0
28-10-04 10:00,10.6
28-10-04 09:00,2.1
28-10-04 08:00,3.0
28-10-04 07:00,3.8
28-10-04 06:00,2.1
28-10-04 05:00,1.7
28-10-04 04:00,1.1
28-10-04 03:00,1.0
28-10-04 02:00,1.2
28-10-04 01:00,1.1
28-10-04 00:00,1.3
27-10-04 23:00,1.9
27-10-04 22:00,1.6
27-10-04 21:00,2.5
27-10-04 20:00,2.0
27-10-04 19:00,2.0
27-10-04 18:00,3.7
27-10-04 17:00,4.1
27-10-04 16:00,4.4
27-10-04 15:00,2.9
27-10-04 14:00,2.2
27-10-04 13:00,2.1
27-10-04 12:00,1.5
27-10-04 11:00,2.1
27-10-04 10:00,3.7
27-10-04 09:00,3.8
27-10-04 08:00,3.2
27-10-04 07:00,5.1
27-10-04 06:00,2.0
27-10-04 05:00,1.1
27-10-04 04:00,0.8
27-10-04 03:00,0.9
27-10-04 02:00,0.8
27-10-04 01:00,1.0
27-10-04 00:00,1.7
26-10-04 23:00,2.4
26-10-04 22:00,2.4
26-10-04 21:00,2.8
26-10-04 20:00,2.6
26-10-04 19:00,4.3
26-10-04 18:00,3.8
26-10-04 17:00,3.9
26-10-04 16:00,3.7
26-10-04 15:00,4.8
26-10-04 14:00,4.9
26-10-04 13:00,3.3
26-10-04 12:00,3.2
26-10-04 11:00,2.7
26-10-04 10:00,2.0
26-10-04 09:00,2.8
26-10-04 08:00,3.1
26-10-04 07:00,2.5
26-10-04 06:00,2.8
26-10-04 05:00,1.4
26-10-04 04:00,0.8
26-10-04 03:00,0.8
26-10-04 02:00,0.6
26-10-04 01:00,0.5
26-10-04 00:00,0.6
25-10-04 23:00,0.7
25-10-04 22:00,0.7
25-10-04 21:00,0.7
25-10-04 20:00,0.7
25-10-04 19:00,0.7
25-10-04 18:00,0.8
25-10-04 17:00,0.8
25-10-04 16:00,1.1
25-10-04 15:00,0.8
25-10-04 14:00,0.7
25-10-04 13:00,1.0
25-10-04 12:00,1.2
25-10-04 11:00,1.1
25-10-04 10:00,0.9
25-10-04 09:00,0.8
25-10-04 08:00,1.1
25-10-04 07:00,1.4
25-10-04 06:00,1.5
25-10-04 05:00,2.1
25-10-04 04:00,
25-10-04 03:00,
25-10-04 02:00,
25-10-04 01:00,
25-10-04 00:00,
24-10-04 23:00,1.0
24-10-04 22:00,0.9
24-10-04 21:00,1.1
24-10-04 20:00,1.0
24-10-04 19:00,1.1
24-10-04 18:00,1.0
24-10-04 17:00,0.8
24-10-04 16:00,0.7
24-10-04 15:00,0.7
24-10-04 14:00,0.9
24-10-04 13:00,0.9
24-10-04 12:00,2.2
24-10-04 11:00,2.2
24-10-04 10:00,2.8
24-10-04 09:00,4.8
24-10-04 08:00,1.7
24-10-04 07:00,1.5
24-10-04 06:00,1.0
24-10-04 05:00,0.9
24-10-04 04:00,1.0
24-10-04 03:00,0.6
24-10-04 02:00,0.5
24-10-04 01:00,0.7
24-10-04 00:00,0.6
23-10-04 23:00,0.6
23-10-04 22:00,0.6
23-10-04 21:00,0.8
23-10-04 20:00,0.9
23-10-04 19:00,1.3
23-10-04 18:00,1.7
23-10-04 17:00,1.1
23-10-04 16:00,1.2
23-10-04 15:00,1.4
23-10-04 14:00,4.1
23-10-04 13:00,0.8
23-10-04 12:00,1.0
23-10-04 11:00,1.2
23-10-04 10:00,3.7
23-10-04 09:00,4.6
23-10-04 08:00,1.9
23-10-04 07:00,2.6
23-10-04 06:00,2.0
23-10-04 05:00,1.3
23-10-04 04:00,1.4
23-10-04 03:00,1.2
23-10-04 02:00,1.1
23-10-04 01:00,1.5
23-10-04 00:00,1.7
22-10-04 23:00,1.5
22-10-04 22:00,1.8
22-10-04 21:00,2.5
22-10-04 20:00,1.3
22-10-04 19:00,2.0
22-10-04 18:00,1.8
22-10-04 17:00,1.2
22-10-04 16:00,1.4
22-10-04 15:00,1.1
22-10-04 14:00,2.0
22-10-04 13:00,2.1
22-10-04 12:00,2.9
22-10-04 11:00,4.4
22-10-04 10:00,17.7
22-10-04 09:00,7.4
22-10-04 08:00,3.5
22-10-04 07:00,6.7
22-10-04 06:00,1.9
22-10-04 05:00,0.7
22-10-04 04:00,0.5
22-10-04 03:00,0.6
22-10-04 02:00,0.9
22-10-04 01:00,1.2
22-10-04 00:00,2.0
21-10-04 23:00,2.9
21-10-04 22:00,1.7
21-10-04 21:00,1.6
21-10-04 20:00,2.0
21-10-04 19:00,1.5
21-10-04 18:00,0.9
21-10-04 17:00,2.9
21-10-04 16:00,1.8
21-10-04 15:00,1.0
21-10-04 14:00,1.0
21-10-04 13:00,1.4
21-10-04 12:00,2.5
21-10-04 11:00,0.9
21-10-04 10:00,1.0
21-10-04 09:00,1.1
21-10-04 08:00,
21-10-04 07:00,
21-10-04 06:00,
21-10-04 05:00,
21-10-04 04:00,
21-10-04 03:00,1.6
21-10-04 02:00,1.5
21-10-04 01:00,1.5
21-10-04 00:00,1.6
20-10-04 23:00,1.6
20-10-04 22:00,1.6
20-10-04 21:00,1.7
20-10-04 20:00,1.8
20-10-04 19:00,1.9
20-10-04 18:00,1.8
20-10-04 17:00,1.9
20-10-04 16:00,2.5
20-10-04 15:00,2.0
20-10-04 14:00,1.6
20-10-04 13:00,1.8
20-10-04 12:00,2.1
20-10-04 11:00,2.5
20-10-04 10:00,3.3
20-10-04 09:00,10.6
20-10-04 08:00,10.6
20-10-04 07:00,6.3
20-10-04 06:00,4.5
20-10-04 05:00,2.8
20-10-04 04:00,4.0
20-10-04 03:00,1.9
20-10-04 02:00,1.8
20-10-04 01:00,2.1
20-10-04 00:00,2.5
19-10-04 23:00,2.1
19-10-04 22:00,2.2
19-10-04 21:00,2.1
