Datum Zeit,Chemnitz-Mitte NO
,µg/m³
01-11-04 00:00,3
31-10-04 23:00,6
31-10-04 22:00,3
31-10-04 21:00,7
31-10-04 20:00,8
31-10-04 19:00,9
31-10-04 18:00,8
31-10-04 17:00,6
31-10-04 16:00,2
31-10-04 15:00,3
31-10-04 14:00,3
31-10-04 13:00,5
31-10-04 12:00,3
31-10-04 11:00,3
31-10-04 10:00,2
31-10-04 09:00,1
31-10-04 08:00,1
31-10-04 07:00,1
31-10-04 06:00,1
31-10-04 05:00,1
31-10-04 04:00,1
31-10-04 03:00,2
31-10-04 02:00,6
31-10-04 01:00,5
31-10-04 00:00,3
30-10-04 23:00,2
30-10-04 22:00,2
30-10-04 21:00,2
30-10-04 20:00,3
30-10-04 19:00,14
30-10-04 18:00,15
30-10-04 17:00,2
30-10-04 16:00,4
30-10-04 15:00,10
30-10-04 14:00,12
30-10-04 13:00,12
30-10-04 12:00,29
30-10-04 11:00,35
30-10-04 10:00,33
30-10-04 09:00,42
30-10-04 08:00,53
30-10-04 07:00,36
30-10-04 06:00,30
30-10-04 05:00,16
30-10-04 04:00,6
30-10-04 03:00,7
30-10-04 02:00,25
30-10-04 01:00,38
30-10-04 00:00,54
29-10-04 23:00,55
29-10-04 22:00,38
29-10-04 21:00,32
29-10-04 20:00,28
29-10-04 19:00,34
29-10-04 18:00,29
29-10-04 17:00,25
29-10-04 16:00,20
29-10-04 15:00,18
29-10-04 14:00,15
29-10-04 13:00,17
29-10-04 12:00,17
29-10-04 11:00,26
29-10-04 10:00,25
29-10-04 09:00,31
29-10-04 08:00,74
29-10-04 07:00,49
29-10-04 06:00,30
29-10-04 05:00,15
29-10-04 04:00,17
29-10-04 03:00,27
29-10-04 02:00,24
29-10-04 01:00,23
29-10-04 00:00,16
28-10-04 23:00,5
28-10-04 22:00,4
28-10-04 21:00,30
28-10-04 20:00,104
28-10-04 19:00,118
28-10-04 18:00,172
28-10-04 17:00,115
28-10-04 16:00,60
28-10-04 15:00,39
28-10-04 14:00,44
28-10-04 13:00,53
28-10-04 12:00,36
28-10-04 11:00,68
28-10-04 10:00,69
28-10-04 09:00,47
28-10-04 08:00,70
28-10-04 07:00,39
28-10-04 06:00,17
28-10-04 05:00,4
28-10-04 04:00,1
28-10-04 03:00,1
28-10-04 02:00,1
28-10-04 01:00,1
28-10-04 00:00,1
27-10-04 23:00,1
27-10-04 22:00,2
27-10-04 21:00,3
27-10-04 20:00,4
27-10-04 19:00,2
27-10-04 18:00,5
27-10-04 17:00,7
27-10-04 16:00,4
27-10-04 15:00,4
27-10-04 14:00,3
27-10-04 13:00,4
27-10-04 12:00,4
27-10-04 11:00,4
27-10-04 10:00,4
27-10-04 09:00,4
27-10-04 08:00,5
27-10-04 07:00,5
27-10-04 06:00,7
27-10-04 05:00,1
27-10-04 04:00,1
27-10-04 03:00,1
27-10-04 02:00,1
27-10-04 01:00,1
27-10-04 00:00,1
26-10-04 23:00,1
26-10-04 22:00,10
26-10-04 21:00,7
26-10-04 20:00,24
26-10-04 19:00,39
26-10-04 18:00,39
26-10-04 17:00,25
26-10-04 16:00,27
26-10-04 15:00,16
26-10-04 14:00,17
26-10-04 13:00,25
26-10-04 12:00,24
26-10-04 11:00,57
26-10-04 10:00,44
26-10-04 09:00,75
26-10-04 08:00,84
26-10-04 07:00,76
26-10-04 06:00,60
26-10-04 05:00,10
26-10-04 04:00,2
26-10-04 03:00,1
26-10-04 02:00,1
26-10-04 01:00,1
26-10-04 00:00,9
